"Reservoir","Site","Date","WaterLevel_m"
"BVR",50,2021-10-25,10.5493178244444
"BVR",50,2021-10-26,10.533734527
"BVR",50,2021-10-27,10.5052168872222
"BVR",50,2021-10-28,10.4903820954167
"BVR",50,2021-10-29,10.5258503244444
"BVR",50,2021-10-30,10.5333213189583
"BVR",50,2021-10-31,10.5254268229861
"BVR",50,2021-11-01,10.5106668519444
"BVR",50,2021-11-02,10.5029751615278
"BVR",50,2021-11-03,10.4909745049306
"BVR",50,2021-11-04,10.477479968125
"BVR",50,2021-11-05,10.4654662015972
"BVR",50,2021-11-06,10.4527266084722
"BVR",50,2021-11-07,10.4408469833333
"BVR",50,2021-11-08,10.4278740189583
"BVR",50,2021-11-09,10.4121937760993
"BVR",50,2021-11-10,10.3948277228472
"BVR",50,2021-11-11,10.3830413158333
"BVR",50,2021-11-12,10.4078885454861
"BVR",50,2021-11-13,10.4025049995833
"BVR",50,2021-11-14,10.3887400070833
"BVR",50,2021-11-15,10.3770822367361
"BVR",50,2021-11-16,10.3620988174306
"BVR",50,2021-11-17,10.3506606565278
"BVR",50,2021-11-18,10.3424560853472
"BVR",50,2021-11-19,10.3295656918056
"BVR",50,2021-11-20,10.3136161213194
"BVR",50,2021-11-21,10.3031571490972
"BVR",50,2021-11-22,10.3063559798582
"BVR",50,2021-11-23,10.3019053318056
"BVR",50,2021-11-24,10.2883711030556
"BVR",50,2021-11-25,10.2765459456944
"BVR",50,2021-11-26,10.2666983597917
"BVR",50,2021-11-27,10.2529499538889
"BVR",50,2021-11-28,10.2406632690278
"BVR",50,2021-11-29,10.2276169325
"BVR",50,2021-11-30,10.2140988557639
"BVR",50,2021-12-01,10.2029656999306
"BVR",50,2021-12-02,10.1926214577083
"BVR",50,2021-12-03,10.1797440002639
"BVR",50,2021-12-04,10.169325618125
"BVR",50,2021-12-05,10.1569804528333
"BVR",50,2021-12-06,10.1382683042128
"BVR",50,2021-12-07,10.1192201878472
"BVR",50,2021-12-08,10.1069351326736
"BVR",50,2021-12-09,10.0948563886944
"BVR",50,2021-12-10,10.0860742852361
"BVR",50,2021-12-11,10.0836138554792
"BVR",50,2021-12-12,10.0753939145347
"BVR",50,2021-12-13,10.0631271263472
"BVR",50,2021-12-14,10.0501633534097
"BVR",50,2021-12-15,10.0377770548056
"BVR",50,2021-12-16,10.0258509437361
"BVR",50,2021-12-17,10.0162867568681
"BVR",50,2021-12-18,10.0080730956528
"BVR",50,2021-12-19,9.99945682195139
"BVR",50,2021-12-20,9.99088367340278
"BVR",50,2021-12-21,9.97779966574305
"BVR",50,2021-12-22,9.94634322756944
"BVR",50,2021-12-23,9.93833709438194
"BVR",50,2021-12-24,9.93937579925
"BVR",50,2021-12-25,9.93208790918056
"BVR",50,2021-12-26,9.91996418582639
"BVR",50,2021-12-27,9.90683795839583
"BVR",50,2021-12-28,9.8953158939375
"BVR",50,2021-12-29,9.88813607025694
"BVR",50,2021-12-30,9.88347181047222
"BVR",50,2021-12-31,9.87443876411111
"BVR",50,2022-01-01,9.86994444813889
"BVR",50,2022-01-02,9.89425785735417
"BVR",50,2022-01-03,9.9280020798125
"BVR",50,2022-01-04,9.93464423699305
"BVR",50,2022-01-05,9.92850676868055
"BVR",50,2022-01-06,9.924104062875
"BVR",50,2022-01-07,9.92171834523611
"BVR",50,2022-01-08,9.90966618327083
"BVR",50,2022-01-09,9.90433598971528
"BVR",50,2022-01-10,9.90681987972917
"BVR",50,2022-01-11,9.89878029086806
"BVR",50,2022-01-12,9.89301643384722
"BVR",50,2022-01-13,9.88856816197917
"BVR",50,2022-01-14,9.88537001977083
"BVR",50,2022-01-15,9.87542182058333
"BVR",50,2022-01-16,9.87840049096528
"BVR",50,2022-01-17,9.904473759875
"BVR",50,2022-01-18,9.89843964996528
"BVR",50,2022-01-19,9.89047669263194
"BVR",50,2022-01-20,9.88950694889583
"BVR",50,2022-01-21,9.88364908425694
"BVR",50,2022-01-22,9.87572934623611
"BVR",50,2022-01-23,9.86847126134028
"BVR",50,2022-01-24,9.86401070525
"BVR",50,2022-01-25,9.85845097202083
"BVR",50,2022-01-26,9.85236570440972
"BVR",50,2022-01-27,9.84266118334028
"BVR",50,2022-01-28,9.8380530153986
"BVR",50,2022-01-29,9.84311669186111
"BVR",50,2022-01-30,9.83348404363194
"BVR",50,2022-01-31,9.82420588502778
"BVR",50,2022-02-01,9.81411045625
"BVR",50,2022-02-02,9.80591821275
"BVR",50,2022-02-03,9.82995673352083
"BVR",50,2022-02-04,9.922987270625
"BVR",50,2022-02-05,9.99978241178472
"BVR",50,2022-02-06,10.0228989495278
"BVR",50,2022-02-07,10.0367048363194
"BVR",50,2022-02-08,10.0471734128333
"BVR",50,2022-02-09,10.0489843867708
"BVR",50,2022-02-10,10.049995205875
"BVR",50,2022-02-11,10.0488343830903
"BVR",50,2022-02-12,10.0480752094653
"BVR",50,2022-02-13,10.0508551521319
"BVR",50,2022-02-14,10.0485664334931
"BVR",50,2022-02-15,10.0415473984028
"BVR",50,2022-02-16,10.0357597696736
"BVR",50,2022-02-17,10.0342361856944
"BVR",50,2022-02-18,9.97078110869444
"BVR",50,2022-02-19,10.0082792837153
"BVR",50,2022-02-20,10.0352145052083
"BVR",50,2022-02-21,10.0297027427361
"BVR",50,2022-02-22,10.0324472596181
"BVR",50,2022-02-23,10.0403749722431
"BVR",50,2022-02-24,10.057580944875
"BVR",50,2022-02-25,10.0888952525694
"BVR",50,2022-02-26,10.0983723344514
"BVR",50,2022-02-27,10.1024286121528
"BVR",50,2022-02-28,10.1021113156181
"BVR",50,2022-03-01,10.1014721883958
"BVR",50,2022-03-02,10.0996260566667
"BVR",50,2022-03-03,10.0975101790625
"BVR",50,2022-03-04,10.0917317562569
"BVR",50,2022-03-05,10.08713343725
"BVR",50,2022-03-06,10.0851974626597
"BVR",50,2022-03-07,10.0840450635486
"BVR",50,2022-03-08,10.0822526318333
"BVR",50,2022-03-09,10.1071032222639
"BVR",50,2022-03-10,10.1097137788333
"BVR",50,2022-03-11,10.1074753052708
"BVR",50,2022-03-12,10.1183664561319
"BVR",50,2022-03-13,10.1217510345903
"BVR",50,2022-03-14,10.121528578625
"BVR",50,2022-03-15,10.1196545611319
"BVR",50,2022-03-16,10.1208435159444
"BVR",50,2022-03-17,10.1293549174444
"BVR",50,2022-03-18,10.1278946377708
"BVR",50,2022-03-19,10.1259276194444
"BVR",50,2022-03-20,10.1202706337083
"BVR",50,2022-03-21,10.1138144926806
"BVR",50,2022-03-22,10.0838335996444
"BVR",50,2022-03-23,10.0736008381875
"BVR",50,2022-03-24,10.1126156003958
"BVR",50,2022-03-25,10.1347959804514
"BVR",50,2022-03-26,10.1426863333958
"BVR",50,2022-03-27,10.1434668595486
"BVR",50,2022-03-28,10.1414299167639
"BVR",50,2022-03-29,10.1377219141458
"BVR",50,2022-03-30,10.1353253029514
"BVR",50,2022-03-31,10.1408303728403
"BVR",50,2022-04-01,10.1430035140417
"BVR",50,2022-04-02,10.1364540824583
"BVR",50,2022-04-03,10.1307123457292
"BVR",50,2022-04-04,10.1241166165347
"BVR",50,2022-04-05,10.1253934223681
"BVR",50,2022-04-06,10.1600230938819
"BVR",50,2022-04-07,10.1773010262708
"BVR",50,2022-04-08,10.1848103655208
"BVR",50,2022-04-09,10.1905619745347
"BVR",50,2022-04-10,10.1888433567986
"BVR",50,2022-04-11,10.1864864810069
"BVR",50,2022-04-12,10.1943664068794
"BVR",50,2022-04-13,10.2090229948611
"BVR",50,2022-04-14,10.2078344094444
"BVR",50,2022-04-15,10.19849246125
"BVR",50,2022-04-16,10.1932300192361
"BVR",50,2022-04-17,10.1873857135972
"BVR",50,2022-04-18,10.2075288104444
"BVR",50,2022-04-19,10.2294517433333
"BVR",50,2022-04-20,10.2250867159028
"BVR",50,2022-04-21,10.2232485008333
"BVR",50,2022-04-22,10.2224606736806
"BVR",50,2022-04-23,10.2197157729167
"BVR",50,2022-04-24,10.2168102211806
"BVR",50,2022-04-25,10.2107408303472
"BVR",50,2022-04-26,10.2091170097222
"BVR",50,2022-04-27,10.2010183320139
"BVR",50,2022-04-28,10.1894176876458
"BVR",50,2022-04-29,10.1791192287778
"BVR",50,2022-04-30,10.1799731343264
"BVR",50,2022-05-01,10.1826148143056
"BVR",50,2022-05-02,10.1813299572766
"BVR",50,2022-05-03,10.1774180668056
"BVR",50,2022-05-04,10.1772006085486
"BVR",50,2022-05-05,10.1693133194167
"BVR",50,2022-05-06,10.1742673738542
"BVR",50,2022-05-07,10.2090290065972
"BVR",50,2022-05-08,10.2124920563194
"BVR",50,2022-05-09,10.175023224766
"BVR",50,2022-05-10,10.1416857342431
"BVR",50,2022-05-11,10.1319906798472
"BVR",50,2022-05-12,10.1289833676619
"BVR",50,2022-05-13,10.1370281235833
"BVR",50,2022-05-14,10.1364892692222
"BVR",50,2022-05-15,10.1362114907986
"BVR",50,2022-05-16,10.1313833061806
"BVR",50,2022-05-17,10.1191764470347
"BVR",50,2022-05-18,10.1052549683194
"BVR",50,2022-05-19,10.0850907434792
"BVR",50,2022-05-20,10.031795638125
"BVR",50,2022-05-21,9.97349061264583
"BVR",50,2022-05-22,9.92460710032639
"BVR",50,2022-05-23,9.8932816733
"BVR",50,2022-05-24,9.99347560083333
"BVR",50,2022-05-25,9.99826854074306
"BVR",50,2022-05-26,9.97213550938194
"BVR",50,2022-05-27,9.99701583255555
"BVR",50,2022-05-28,10.0123258122639
"BVR",50,2022-05-29,9.98834827802083
"BVR",50,2022-05-30,9.95197305909028
"BVR",50,2022-05-31,9.90966458979861
"BVR",50,2022-06-01,9.86441920634028
"BVR",50,2022-06-02,9.81668644171528
"BVR",50,2022-06-03,9.76459006205556
"BVR",50,2022-06-04,9.70914757904861
"BVR",50,2022-06-05,9.65309219592361
"BVR",50,2022-06-06,9.59756617151389
"BVR",50,2022-06-07,9.54497858955556
"BVR",50,2022-06-08,9.496811473375
"BVR",50,2022-06-09,9.44900729946528
"BVR",50,2022-06-10,9.38801430363889
"BVR",50,2022-06-11,9.3283034155625
"BVR",50,2022-06-12,9.27315918709722
"BVR",50,2022-06-13,9.21886773426389
"BVR",50,2022-06-14,9.17712772894444
"BVR",50,2022-06-15,9.11732714286805
"BVR",50,2022-06-16,9.05666120721528
"BVR",50,2022-06-17,9.02460616671528
"BVR",50,2022-06-18,8.95970931604861
"BVR",50,2022-06-19,8.8902585390625
"BVR",50,2022-06-20,8.82191236741304
"BVR",50,2022-06-21,8.75532184094445
"BVR",50,2022-06-22,8.68832218638889
"BVR",50,2022-06-23,8.62433846049306
"BVR",50,2022-06-24,8.55547392918056
"BVR",50,2022-06-25,8.48647991376389
"BVR",50,2022-06-26,8.42096764963889
"BVR",50,2022-06-27,8.35954289527083
"BVR",50,2022-06-28,8.29619225588889
"BVR",50,2022-06-29,8.23297888689583
"BVR",50,2022-06-30,8.17199371356944
"BVR",50,2022-07-01,8.11869116959722
"BVR",50,2022-07-02,8.10987427774306
"BVR",50,2022-07-03,8.11253823011806
"BVR",50,2022-07-04,8.09965016159722
"BVR",50,2022-07-05,8.10119207775
"BVR",50,2022-07-06,8.11597457469444
"BVR",50,2022-07-07,8.11916729185417
"BVR",50,2022-07-08,8.11339681468056
"BVR",50,2022-07-09,8.12205571376389
"BVR",50,2022-07-10,8.14581500025694
"BVR",50,2022-07-11,8.14740498856944
"BVR",50,2022-07-12,8.13895345092361
"BVR",50,2022-07-13,8.15181984822222
"BVR",50,2022-07-14,8.14797987713194
"BVR",50,2022-07-15,8.14493194928261
"BVR",50,2022-07-16,8.13304556574306
"BVR",50,2022-07-17,8.12752612563195
"BVR",50,2022-07-18,8.12152624640278
"BVR",50,2022-07-19,8.11527389598611
"BVR",50,2022-07-20,8.10067390955555
"BVR",50,2022-07-21,8.08678474935417
"BVR",50,2022-07-22,8.07037802617361
"BVR",50,2022-07-23,8.05340343295139
"BVR",50,2022-07-24,8.03561596609028
"BVR",50,2022-07-25,8.02282586713889
"BVR",50,2022-07-26,8.01388703120139
"BVR",50,2022-07-27,8.00915698998611
"BVR",50,2022-07-28,7.99979390655555
"BVR",50,2022-07-29,7.98700271390278
"BVR",50,2022-07-30,7.96998696563889
"BVR",50,2022-07-31,7.96746602015278
"BVR",50,2022-08-01,8.00566144067361
"BVR",50,2022-08-02,7.99397082306944
"BVR",50,2022-08-03,7.97848776330556
"BVR",50,2022-08-04,7.96621174022222
"BVR",50,2022-08-05,7.96230400310417
"BVR",50,2022-08-06,8.00923570027083
"BVR",50,2022-08-07,8.00563892201389
"BVR",50,2022-08-08,7.99325617250694
"BVR",50,2022-08-09,7.98658931650694
"BVR",50,2022-08-10,8.00136646083333
"BVR",50,2022-08-11,7.99720938877083
"BVR",50,2022-08-12,7.98249207932639
"BVR",50,2022-08-13,7.96616970152778
"BVR",50,2022-08-14,7.95191880864583
"BVR",50,2022-08-15,7.99931024427778
"BVR",50,2022-08-16,8.022740486
"BVR",50,2022-08-17,8.01485839013889
"BVR",50,2022-08-18,8.00393797733333
"BVR",50,2022-08-19,7.99254163059028
"BVR",50,2022-08-20,7.98009224497222
"BVR",50,2022-08-21,7.98031612781944
"BVR",50,2022-08-22,7.983432032375
"BVR",50,2022-08-23,7.96943237211805
"BVR",50,2022-08-24,7.95490871300694
"BVR",50,2022-08-25,7.94206390725694
"BVR",50,2022-08-26,7.93349956626389
"BVR",50,2022-08-27,7.91758629797222
"BVR",50,2022-08-28,7.90206696498611
"BVR",50,2022-08-29,7.88628678784028
"BVR",50,2022-08-30,7.87267432684722
"BVR",50,2022-08-31,7.85537193465972
"BVR",50,2022-09-01,7.83456853189583
"BVR",50,2022-09-02,7.81640613550694
"BVR",50,2022-09-03,7.79912414700694
"BVR",50,2022-09-04,7.80005061348611
"BVR",50,2022-09-05,7.89294597521374
"BVR",50,2022-09-06,7.95526220309028
"BVR",50,2022-09-07,7.94889579627778
"BVR",50,2022-09-08,7.99605610600694
"BVR",50,2022-09-09,8.01205841318055
"BVR",50,2022-09-10,8.01667573072222
"BVR",50,2022-09-11,8.05628243164583
"BVR",50,2022-09-12,8.06082584829167
"BVR",50,2022-09-13,8.06578936215972
"BVR",50,2022-09-14,8.05674897858333
"BVR",50,2022-09-15,8.04712044440972
"BVR",50,2022-09-16,8.03748891161111
"BVR",50,2022-09-17,8.02685462122917
"BVR",50,2022-09-18,8.01507194438889
"BVR",50,2022-09-19,7.99462982208696
"BVR",50,2022-09-20,7.9767275631875
"BVR",50,2022-09-21,7.96276194529167
"BVR",50,2022-09-22,7.94828713334722
"BVR",50,2022-09-23,7.93043911454167
"BVR",50,2022-09-24,7.91292870904167
"BVR",50,2022-09-25,7.90334868885417
"BVR",50,2022-09-26,7.89720444828472
"BVR",50,2022-09-27,7.88146959818055
"BVR",50,2022-09-28,7.86442034354167
"BVR",50,2022-09-29,7.84640854476389
"BVR",50,2022-09-30,7.83760716753472
"BVR",50,2022-10-01,7.98025808921528
"BVR",50,2022-10-02,8.03860487090972
"BVR",50,2022-10-03,8.04965841107639
"BVR",50,2022-10-04,8.0482973105625
"BVR",50,2022-10-05,8.04236101811806
"BVR",50,2022-10-06,8.03615208257639
"BVR",50,2022-10-07,8.02982810558333
"BVR",50,2022-10-08,8.02013216753472
"BVR",50,2022-10-09,8.00978575963889
"BVR",50,2022-10-10,8.00102973118056
"BVR",50,2022-10-11,7.99648721553957
"BVR",50,2022-10-12,7.994450805875
"BVR",50,2022-10-13,8.00168861021528
"BVR",50,2022-10-14,7.9952786219375
"BVR",50,2022-10-15,7.98898058956944
"BVR",50,2022-10-16,7.98454300120833
"BVR",50,2022-10-17,7.99748022834722
"BVR",50,2022-10-18,7.98455689338889
"BVR",50,2022-10-19,7.97438993219444
"BVR",50,2022-10-20,7.96590064374305
"BVR",50,2022-10-21,7.95605503519444
"BVR",50,2022-10-22,7.94769092122917
"BVR",50,2022-10-23,7.94123985034028
"BVR",50,2022-10-24,7.93831941785
"BVR",50,2022-10-25,7.93637225625694
"BVR",50,2022-10-26,7.93522160996528
"BVR",50,2022-10-27,7.93083075379861
"BVR",50,2022-10-28,7.92425923813889
"BVR",50,2022-10-29,7.91872406611111
"BVR",50,2022-10-30,7.91327683926389
"BVR",50,2022-10-31,7.91558590364583
"BVR",50,2022-11-01,7.92089845311805
"BVR",50,2022-11-02,7.91676726049305
"BVR",50,2022-11-03,7.91403761360417
"BVR",50,2022-11-04,7.90909647353472
"BVR",50,2022-11-05,7.90932880178472
"BVR",50,2022-11-06,7.93046297316667
"BVR",50,2022-11-07,7.95051401077778
"BVR",50,2022-11-08,7.94671575244444
"BVR",50,2022-11-09,7.94137460738889
"BVR",50,2022-11-10,7.93805980852778
"BVR",50,2022-11-11,8.05562560963889
"BVR",50,2022-11-12,8.22706234626389
"BVR",50,2022-11-13,8.26562464927778
"BVR",50,2022-11-14,8.28183751207639
"BVR",50,2022-11-15,8.30527252697222
"BVR",50,2022-11-16,8.35892346915972
"BVR",50,2022-11-17,8.37660546264583
"BVR",50,2022-11-18,8.38728703569444
"BVR",50,2022-11-19,8.39430440488194
"BVR",50,2022-11-20,8.39474731048611
"BVR",50,2022-11-21,8.40306755326389
"BVR",50,2022-11-22,8.40693974146528
"BVR",50,2022-11-23,8.40954175122917
"BVR",50,2022-11-24,8.40993572275
"BVR",50,2022-11-25,8.41417665490972
"BVR",50,2022-11-26,8.41271728786111
"BVR",50,2022-11-27,8.41722703154167
"BVR",50,2022-11-28,8.41057792102778
"BVR",50,2022-11-29,8.39811249928472
"BVR",50,2022-11-30,8.42068896583333
"BVR",50,2022-12-01,8.44981847825
"BVR",50,2022-12-02,8.44972034209028
"BVR",50,2022-12-03,8.46124817202083
"BVR",50,2022-12-04,8.46696822304166
"BVR",50,2022-12-05,8.46830601540278
"BVR",50,2022-12-06,8.48055255200694
"BVR",50,2022-12-07,8.52547984219444
"BVR",50,2022-12-08,8.55295947347222
"BVR",50,2022-12-09,8.58374373436111
"BVR",50,2022-12-10,8.60425126554861
"BVR",50,2022-12-11,8.61887179328472
"BVR",50,2022-12-12,8.62907221015278
"BVR",50,2022-12-13,8.63634933704167
"BVR",50,2022-12-14,8.64409357582639
"BVR",50,2022-12-15,8.69155994086806
"BVR",50,2022-12-16,8.72546680613889
"BVR",50,2022-12-17,8.74617129049305
"BVR",50,2022-12-18,8.7648243604375
"BVR",50,2022-12-19,8.77720322766667
"BVR",50,2022-12-20,8.7850928490625
"BVR",50,2022-12-21,8.79342005241667
"BVR",50,2022-12-22,8.84011563321528
"BVR",50,2022-12-23,8.91491074220139
"BVR",50,2022-12-24,8.94941719485417
"BVR",50,2022-12-25,8.96616493557639
"BVR",50,2022-12-26,8.97501086484028
"BVR",50,2022-12-27,8.98775148647917
"BVR",50,2022-12-28,8.99714574402083
"BVR",50,2022-12-29,9.00689484609722
"BVR",50,2022-12-30,9.01685070119444
"BVR",50,2022-12-31,9.03339554944444
