time,res_cms,q100_total_cms,q200_total_cms,q_total_cms
2013-03-28,0,0.0033949440484536677,0.011418845202063148,0.014813789250516816
2013-03-29,0,0.004988930599029323,0.008090863439814399,0.013079794038843722
2013-03-30,1.1425250000000001e-7,0.003059283837073414,0.0018747560818129338,0.0049341541713863474
2013-03-31,7.397228385755209e-5,0.010136622656364325,0.011065116838019437,0.021275711778241314
2013-04-01,0,0.004843717302556888,0.00433634017070321,0.0091800574732601
2013-04-02,0,0,0.006303313451166017,0.006303313451166017
2013-04-03,0,0.008531968855517491,0.00697921598167167,0.01551118483718916
2013-04-04,1.2322877146510417e-4,0.012438355625043203,2.3249129978707917e-4,0.012794075696295386
2013-04-05,2.1876870000000005e-5,0.006261093470543783,0.00463711120223248,0.010920081542776263
2013-04-06,0,0.011416733889366013,0.011552844579921014,0.022969578469287027
2013-04-07,0,0.009817226866284884,0.004240150742531058,0.014057377608815941
2013-04-08,0,0.00936608848422765,0.009084437211149585,0.018450525695377234
2013-04-09,0,0.01079725002951395,0.005098344404594104,0.015895594434108054
2013-04-10,0,0.0020142636774796137,0.007867229696505653,0.009881493373985268
2013-04-11,0,0.0079244336352279985,0.0035421462432047345,0.011466579878432734
2013-04-12,4.924779479302083e-4,0.0025909207212236746,0.012903626063560159,0.01598702473271404
2013-04-13,0,0.009589641227833215,0.007512412955873426,0.017102054183706642
2013-04-14,4.7688e-7,0.009557658532172584,0.008287004341105067,0.01784513975327765
2013-04-15,1.1065230385755211e-4,0.006681153564008751,0.002942453572601272,0.009734259440467574
2013-04-16,3.104687500000001e-8,0.003176396928206699,0.0032531810434725623,0.006429609018554262
2013-04-17,6.668868750000001e-7,5.427056250000001e-7,0.0018235072844134728,0.001824716876913473
2013-04-18,0,0.0034929878735927527,0,0.0034929878735927527
2013-04-19,1.854529167877604e-4,0.0021558996925848,0.007865001904446754,0.010206354513819314
2013-04-20,0,0.010783873707605349,0.011408334178520383,0.022192207886125734
2013-04-21,0,0.007077127142281235,0.003331163999254116,0.010408291141535351
2013-04-22,0,0.008946964546451922,0.0037429454360278567,0.012689909982479779
2013-04-23,0,0.00405587291169971,0.005829535953169448,0.009885408864869157
2013-04-24,2.5657137500000004e-6,0.008278636252690343,0.001412404705830452,0.009693606672270795
2013-04-25,0,0.005640417884182109,0.00886810939684091,0.014508527281023018
2013-04-26,0,0.007349607274592339,0.008753577062741396,0.016103184337333733
2013-04-27,0,0.005487910124181144,0.008721594415902843,0.014209504540083986
2013-04-28,1.0749918478489586e-4,0.008630502028589235,0.0075946610412130754,0.016332662254587207
2013-04-29,1.6197775625000002e-5,0.009842837372542188,0.0020447233567233865,0.011903758504890576
2013-04-30,9.92258125e-7,0.0047768933740928755,0.01190471107662373,0.016682596708841604
2013-05-01,9.810813017447918e-6,0.00776813955901737,0.00898902372142241,0.01676697409345723
2013-05-02,0,0.002219752863599791,0.004919610441343048,0.0071393633049428385
2013-05-03,0,0.011623762105975769,0.006424789186604915,0.018048551292580685
2013-05-04,0,0.014420249888811344,0.014435202989364779,0.028855452878176122
2013-05-05,7.577673133723959e-5,6.166631835546875e-5,0.00577465280681613,0.005912095856508839
2013-05-06,5.388371447848959e-4,0.00914770608633168,0.004643538253910273,0.01433008148502685
2013-05-07,2.1466802771510416e-4,0.009689244546181804,0.0034721330400004614,0.01337604561389737
2013-05-08,1.4129308366276044e-4,0.007673564421748211,0.009082904132846613,0.016897761638257583
2013-05-09,1.3288062500000003e-7,0.010368716241173137,0.005879308531110514,0.01624815765290865
2013-05-10,7.90080869825521e-5,0.009214474876857833,0.008317424784832267,0.017610907748672654
2013-05-11,2.9307007607552083e-5,2.384973895390625e-5,5.5292479268764586e-5,1.0844922583022292e-4
2013-05-12,0,0.0055477602393744435,0.011709046772589006,0.01725680701196345
2013-05-13,0,0.008717078240186285,0.014135695089227539,0.022852773329413822
2013-05-14,0,1.1767119265781827e-4,0.006734485798111004,0.006852156990768822
2013-05-15,0,0.011540927581012954,0.005301874711350524,0.016842802292363478
2013-05-16,0,0.007931800158598068,0,0.007931800158598068
2013-05-17,6.419748521510418e-5,0.013429540146465347,1.211190909660892e-4,0.013614856722646541
2013-05-18,1.3143011655234374e-4,0.005724947927642117,0.003004606106224061,0.008860984150418522
2013-05-19,1.3112461530234376e-4,0.006256392726851171,0.007635345496358886,0.0140228628385124
2013-05-20,8.458286385755209e-5,0.007535293259609387,0.011134363525508402,0.01875423964897534
2013-05-21,0,0.011775768541763394,0,0.011775768541763394
2013-05-22,2.9152270344765625e-4,0.0010178674682722523,0.0034396714285038466,0.004749061600223755
2013-05-23,4.428898915989584e-5,0.006308689949154671,0.0013882246804571524,0.007741203618771718
2013-05-24,1.0928500000000003e-7,8.893500000000002e-8,6.796415622844968e-4,6.798397822844967e-4
2013-05-25,0,0.013982249928498319,0.002930614284024956,0.016912864212523276
2013-05-26,0,0.010070402594704337,0.0030875289677520256,0.013157931562456362
2013-05-27,0,0.009726308171528256,6.689701377760931e-4,0.01039527830930435
2013-05-28,0,0.0146342122229536,0.007816063816160389,0.022450276039113988
2013-05-29,0,0.0022094079194995785,0.011837023653492904,0.014046431572992483
2013-05-30,0,0.013807286542151579,0.008889116215528431,0.02269640275768001
2013-05-31,0,0.00928537769966378,0.009521394833305023,0.0188067725329688
2013-06-01,3.15933e-6,0.005160024116141196,0.006059375620834973,0.01122255906697617
2013-06-02,1.8812170409296877e-4,0.008585399075291855,0.010641735023490898,0.019415255802875724
2013-06-03,8.631031250000001e-6,0.009040031295570272,0.009284465634349605,0.018333127961169877
2013-06-04,0,0.009478318964286426,0.004111731804053294,0.013590050768339721
2013-06-05,2.400544375e-6,0.011144703439818457,0.010726573636591153,0.02187367762078461
2013-06-06,5.095251676075522e-4,0.00573913728013075,0.006659333200370352,0.012907995648108656
2013-06-07,8.845254790989584e-5,7.198176646718752e-5,0.0036205237171559644,0.003780958031533048
2013-06-08,5.799680489244791e-5,0.008238826728682577,0.008077830618659649,0.01637465415223467
2013-06-09,5.8523360409895845e-5,0.005673164546076532,0.009233092337852333,0.014964780244338761
2013-06-10,7.55420138575521e-5,0.0038352893806555626,0.005227711168604752,0.009138542563117868
2013-06-11,3.7074937802343754e-5,0.009854901212937422,0.0022728605464864093,0.012164836697226176
2013-06-12,9.612112499999998e-6,0.004499198075842324,0.00579668800198331,0.010305498190325633
2013-06-13,7.257890269479169e-5,0.0027544680646895557,0.00885814313970198,0.011685190107086327
2013-06-14,0,0,0.008311263739676647,0.008311263739676647
2013-06-15,0,0.013602428906677063,6.850442603282391e-4,0.014287473167005302
2013-06-16,5.408365625e-6,0.0012922057767173944,0.005216863976895963,0.006514478119238358
2013-06-17,2.1852032500000002e-5,0.005968695640161941,0.007020306397213645,0.013010854069875587
2013-06-18,1.211088944622396e-4,0.009724129726649995,0.006572474752358342,0.016417713373470578
2013-06-19,1.1199352989244792e-4,0.008848085970851393,0.006504373102831501,0.01546445260357534
2013-06-20,0,0.003376446268964022,0.004806399373989592,0.008182845642953615
2013-06-21,8.9663375e-6,0.008947156317386823,0.010728154148758747,0.019684276803645567
2013-06-22,1.6020187500000002e-7,0.005275868799212502,0.0015665326554423053,0.0068425616565298076
2013-06-23,0,0.002529833584620117,0.005540241382296923,0.00807007496691704
2013-06-24,1.6402684482552086e-5,0.006006641343129341,0.004228074199944158,0.01025111822755605
2013-06-25,0,0,0.005345614741721501,0.005345614741721501
2013-06-26,1.319107185552083e-4,1.0734757519062499e-4,0.010017446434654995,0.01025670472840083
2013-06-27,5.47170125e-6,0.006782597278994336,1.032326233991e-5,0.0067983922425842455
2013-06-28,2.672515e-6,2.1748650000000002e-6,0.0035848944345187126,0.0035897418145187125
2013-06-29,4.8620649159895826e-5,3.9566980217187495e-5,0.00848795298199803,0.008576140611375113
2013-06-30,7.832754103489585e-5,0.010444382229959678,0.008858376269294256,0.01938108604028883
2013-07-01,6.22179375e-6,0.006804807793927233,0.006424161941519951,0.013235191529197183
2013-07-02,6.717935288169272e-4,0.005797956265256979,0.0033447180620784613,0.009814467856152368
2013-07-03,6.052352278429688e-4,0.0050118343231859,0.005423261171319981,0.011040330722348848
2013-07-04,5.692282978835938e-4,0.006338666041336384,0.005278443755629274,0.012186338094849251
2013-07-05,9.456878125000002e-6,0.008057738779424499,0.0029411517210562632,0.011008347378605761
2013-07-06,9.663029375000002e-6,7.863673125000001e-6,0.004193227068516175,0.004210753771016176
2013-07-07,7.659636469765625e-5,0.006457792645585208,0.01070755849923141,0.017241947509514275
2013-07-08,1.9373250000000004e-7,0.007695243071937955,0.015806464033231677,0.02350190083766963
2013-07-09,0,0.005420737547243507,0.001331758291963395,0.006752495839206902
2013-07-10,5.144553989388023e-4,0.006200873736940238,0.009304594694523853,0.016019923830402894
2013-07-11,6.365106383723958e-5,0.007501912050411173,0.003955194637274151,0.011520757751522564
2013-07-12,4.350288125e-6,0.005390187518363583,0.007125151485719284,0.012519689292207866
2013-07-13,9.703017646510418e-5,0.005060109945200439,1.830633510075192e-4,0.005340203472673062
2013-07-14,2.1310575517447922e-5,1.7342325421093753e-5,0.004594032426103166,0.004632685327041708
2013-07-15,2.855070625e-6,0.00454813925977388,0.0067386931276064415,0.01128968745800532
2013-07-16,4.787428228489584e-5,0.0076443249046001995,0.0021685025974205593,0.009860701784305655
2013-07-17,1.9373250000000004e-7,0.005557396314101865,0.001325973640426063,0.006883563687027928
2013-07-18,0,0.010499489762347419,0,0.010499489762347419
2013-07-19,2.9146806249999993e-6,0.005741197260684625,0.01240065524861399,0.018144767189923614
2013-07-20,4.9675000000000006e-8,0.004688002529444417,4.8504816145493966e-4,0.005173100365899357
2013-07-21,6.400623749999999e-6,0.0034421021744396405,0.0027655064126275446,0.006214009210817185
2013-07-22,4.167360040989584e-5,0.007664973982126228,0.0053379054712686,0.013044553053804725
2013-07-23,2.853828750000001e-6,0.005212845023798616,0.011614819147303938,0.016830517999852555
2013-07-24,0,0.009021409930879984,0.002824669161779351,0.011846079092659334
2013-07-25,1.0080299375e-5,0.0039012476338823577,0.007373882313819308,0.011285210247076665
2013-07-26,0,0.004040323710837847,0.0015159320238029139,0.005556255734640761
2013-07-27,1.5381863905234374e-4,0.004825650089684145,2.9020410493085124e-4,0.0052696728336673404
2013-07-28,0,0.005109650891204336,0,0.005109650891204336
2013-07-29,0,0.002861831744420467,1.1944148957564269e-4,0.00298127323399611
2013-07-30,0,0.010561081189707618,0.013771020735762,0.02433210192546962
2013-07-31,8.447233750000002e-6,0.004791891393435571,0.0011482465050882912,0.005948585132273862
2013-08-01,8.439782396510417e-5,0.006369637540509297,1.5923034498809918e-4,0.006613265709462501
2013-08-02,0,0.005028885011073159,0,0.005028885011073159
2013-08-03,6.457750000000001e-8,0.009895852711156594,0.013556179072962679,0.023452096361619275
2013-08-04,0,0.0038858757403930663,0.01299265172485306,0.016878527465246127
2013-08-05,0,0.01009440588529252,0.004665472725269811,0.01475987861056233
2013-08-06,1.3674285728489582e-4,0.009056740044178647,0.002968185820217268,0.012161668721680813
2013-08-07,1.4071686142447919e-5,0.0032512329343484044,0.006978481733442094,0.010243786353932947
2013-08-08,2.2746058519479165e-4,0.00798567227038158,0.010086305976146728,0.0182994388317231
2013-08-09,7.105139282265626e-5,0.009048643998253343,0.007599422210043048,0.016719117601119046
2013-08-10,8.9415e-8,0.004150519947757321,0.004016280985560523,0.008166890348317843
2013-08-11,7.949614592734375e-5,0.007161322002490812,0.001679155755399699,0.008919973903817855
2013-08-12,1.6944142500000002e-5,0.01412964788376145,0.009820180523809957,0.023966772550071406
2013-08-13,5.2995774267447916e-5,0.0027384995821450914,0.007970773792554859,0.010762269148967399
2013-08-14,0,0.0028261865269119456,0.009904069584992927,0.012730256111904873
2013-08-15,0,0.004603376212582572,0,0.004603376212582572
2013-08-16,0,0.00405310758560923,0.0035733764982163623,0.007626484083825592
2013-08-17,2.9849583105520834e-4,0.007268937770838668,0.005636884897983631,0.013204318499877507
2013-08-18,2.9754083125e-5,0.016582166401055056,0.00888964154796528,0.025501562032145333
2013-08-19,7.114701875000001e-5,5.789870625000001e-5,0.0052547357371715885,0.005383781462171588
2013-08-20,0,0.0020098134726267737,0.0037331690947239385,0.005742982567350712
2013-08-21,4.9842653125e-5,0.004752868176302441,0.011388750279971419,0.01619146110939886
2013-08-22,4.406172500000001e-6,0.0011428790567544218,0.009747866906563183,0.010895152135817605
2013-08-23,1.4614385000000001e-5,0.007485950133009482,0.00731834108270128,0.014818905600710763
2013-08-24,0,0.009442437440102562,0.00884656018936682,0.01828899762946938
2013-08-25,0,0.0022056921640191854,0.010158688049061667,0.012364380213080853
2013-08-26,0,0,0.006663899141447096,0.006663899141447096
2013-08-27,0,0.01422160653882706,7.73529971740918e-4,0.01499513651056798
2013-08-28,2.0639963017447918e-5,0.012708087178322766,0.011228793218543323,0.023957520359883536
2013-08-29,2.8678618857552083e-5,2.3338362703906252e-5,0.0031809735614541906,0.0032329905430156488
2013-08-30,0,0.0039061502033098613,0.01690148641827277,0.020807636621582633
2013-08-31,6.010178146510417e-5,0.009513916071860352,0.0098316884586955,0.019405706312020956
2013-09-01,3.349336875e-6,0.009343661896862343,0.009176092134539881,0.018523103368277224
2013-09-02,0,0.007941194545796833,0.0019190764191539924,0.009860270964950825
2013-09-03,0,0,0.0068721319929994275,0.0068721319929994275
2013-09-04,8.121862499999998e-7,0.002728432558346009,0.0016732246261436966,0.004402469370739705
2013-09-05,0,0.01683457953944613,0.006992223856233301,0.02382680339567943
2013-09-06,0,0.013994030762481777,0.006189478714779305,0.02018350947726108
2013-09-07,0,0.0038136203968645145,0.006433736987920495,0.01024735738478501
2013-09-08,0,0.005992970557905043,0.004141837031460725,0.010134807589365767
2013-09-09,0,0,0.015117799578809862,0.015117799578809862
2013-09-10,4.551471875e-6,0.007859687072603807,5.156937524620845e-4,0.008379932296940892
2013-09-11,1.2068541250000003e-5,0.021807589089337092,0.009648665854026269,0.03146832348461336
2013-09-12,1.5498600000000004e-6,0.010755546423644539,0.010169370524184129,0.02092646680782867
2013-09-13,0,0.01230910288292648,0,0.01230910288292648
2013-09-14,0,0,0,0
2013-09-15,0,8.875473741151918e-4,0.011168338469437688,0.01205588584355288
2013-09-16,1.1052687499999999e-7,8.994562499999999e-8,0.007473883527512241,0.007474084000012241
2013-09-17,0,0.007960157065047215,0.002777836067862041,0.010737993132909256
2013-09-18,0,0.0110251269689786,0.0035241802035837415,0.014549307172562342
2013-09-19,0,0.007639229641602294,0.00752039966990313,0.015159629311505423
2013-09-20,1.7383394049713544e-4,1.4146425857265626e-4,0.008380921746826343,0.008696219945896136
2013-09-21,1.348912195901042e-4,0.00503272521484221,0.007007105602687617,0.012174722037119931
2013-09-22,1.2791312500000002e-7,0.002922550701443662,0.0028202839790485087,0.005742962593617171
2013-09-23,0,0.01193991481459519,8.832652179852959e-4,0.012823180032580485
2013-09-24,0,0.009486445167734059,0.006252497641122061,0.01573894280885612
2013-09-25,2.825265625e-6,0.0029962551862507468,0.005575875986561267,0.008574956438437014
2013-09-26,1.2418750000000001e-9,0.005139252983081688,0.010091204708482498,0.015230458933439186
2013-09-27,0,0.012043265537775346,0.009081334650319562,0.021124600188094908
2013-09-28,0,0.0027647352668543896,0.009059819434996466,0.011824554701850856
2013-09-29,0,0.0037218670951203662,0,0.0037218670951203662
2013-09-30,0,0.008841253751817785,0.007142595216526469,0.015983848968344254
2013-10-01,0,0.004470059432596852,0.012221289772966435,0.016691349205563286
2013-10-02,0,0.004677726107214656,0.008089023153963317,0.012766749261177972
2013-10-03,0,0.007548823983638342,0,0.007548823983638342
2013-10-04,0,0.0023253535206526187,0.005909094766564399,0.008234448287217018
2013-10-05,0,1.852192120894644e-4,0.008954417292094424,0.009139636504183889
2013-10-06,0,0.0041977697760847985,0.010908264976844134,0.015106034752928932
2013-10-07,5.293603940726562e-4,0.0045036605826065095,0.010750874315038246,0.015783895291717413
2013-10-08,1.6268562500000002e-6,0.002563246426361441,0.002544590197253974,0.005109463479865415
2013-10-09,2.8513450000000007e-6,0.00518308335261687,0.012450158718076977,0.017636093415693846
2013-10-10,4.718504010755208e-5,0.0012082139617696855,0.002551882328083748,0.0038072813299609857
2013-10-11,0,0.004438411021051304,2.6476200292763815e-4,0.004703173023978942
2013-10-12,3.3824949375e-5,0.006041168908856184,0.01105378264219059,0.017128776500421775
2013-10-13,5.703931875e-6,0.005984900904002312,0.008104968717103655,0.014095573552980967
2013-10-14,1.0405173978489584e-4,0.008861459976660411,0.0048577079731946145,0.013823219689639921
2013-10-15,3.3220156250000004e-6,0.013386474091599924,8.502919667168165e-4,0.014240088073941741
2013-10-16,1.40331875e-7,0.010785131652110288,0.0033391467126654643,0.014124418696650752
2013-10-17,1.6771521875000004e-5,0.005268274170197702,0.004881990069020756,0.010167035761093459
2013-10-18,0,0.008975129290486697,0.007691809909954195,0.01666693920044089
2013-10-19,0,0.0012949421982096677,0.004278301736837715,0.005573243935047383
2013-10-20,0,0.00907891643938834,0.01654759366145058,0.02562651010083892
2013-10-21,0,0.017394855829649013,0.007129015955568847,0.02452387178521786
2013-10-22,0,0.008410016805745105,0.005971949006765171,0.014381965812510276
2013-10-23,7.098557500000002e-6,0.009517813608552972,0.010917337622084577,0.02044224978813755
2013-10-24,0,0.01514346954948699,0.003324577625720326,0.018468047175207315
2013-10-25,1.49025e-8,0.0069400865195726755,0.00923060274309858,0.016170704165171256
2013-10-26,8.693125e-9,0.010098759108925515,0.011342753788797092,0.021441521590847605
2013-10-27,0,0.002864297323488436,0.0021166097175984782,0.004980907041086915
2013-10-28,0,0.0046338580790342,6.43054534871049e-4,0.005276912613905249
2013-10-29,3.06743125e-7,0.005341816951158151,0.006147322345130023,0.011489446039413174
2013-10-30,6.52481125e-6,0.0028736343023016008,0.009241833032994562,0.012121992146546162
2013-10-31,4.843312500000001e-8,3.941437500000001e-8,0.008795346671898213,0.008795434519398213
2013-11-01,1.3696639375e-5,0.0062450086210262615,0.01073239385259209,0.016991099112993353
2013-11-02,1.738625e-8,0.0068346474938836485,0.006916003942137584,0.013750668822271231
2013-11-03,0,0.007131112544949219,0.011955646703450628,0.019086759248399848
2013-11-04,0,0.007960257088846777,0.0014383154778063404,0.009398572566653118
2013-11-05,0,0.001329539245231895,0.007410588624551429,0.008740127869783324
2013-11-06,0,0.0034219273531527804,0,0.0034219273531527804
2013-11-07,0,0.007109350648582224,0.006825174545007199,0.013934525193589422
2013-11-08,0,0.0020128583372686012,0.00491756079268465,0.0069304191299532514
2013-11-09,0,0.010519598493613187,0.00457065882775535,0.015090257321368537
2013-11-10,0,0.007267118894941549,0.013812228294526871,0.02107934718946842
2013-11-11,0,0.007519933837717353,0.005137910533477042,0.012657844371194396
2013-11-12,0,0.0015926023469595447,0.003616545185111202,0.005209147532070747
2013-11-13,0,0.010665840430212289,0.007723271699629757,0.018389112129842046
2013-11-14,0,0.0033639140635421806,0.003704344176540142,0.007068258240082323
2013-11-15,1.04457831875e-4,0.0071634606652853485,1.9707684185130497e-4,0.007464995339011653
2013-11-16,3.72314125e-5,0.019773777930141886,7.024316953030001e-5,0.01988125251217219
2013-11-17,4.8821831875e-5,6.23996774363504e-4,0.008718073684337347,0.009390892290575851
2013-11-18,1.6110844375000004e-5,0.004029007725524253,0.0023749289771984425,0.006420047547097695
2013-11-19,0,0.006687644912073161,0.0031998782128724837,0.009887523124945645
2013-11-20,0,8.226400908069569e-4,0.0022019679586435226,0.0030246080494504795
2013-11-21,0,0.0018801692286747858,0.004682229227466367,0.006562398456141153
2013-11-22,8.270887500000002e-7,0.003090825331043263,0.012390965913917364,0.015482618333710627
2013-11-23,0,0.0048208710290558185,0,0.0048208710290558185
2013-11-24,0,0.0016600558375488936,0.002967893230141308,0.004627949067690202
2013-11-25,5.6381125e-7,4.5882375e-7,0.005513933306740584,0.005514955941740584
2013-11-26,6.391421507994792e-4,0.003460376234175838,0.005579730526604853,0.00967924891158017
2013-11-27,2.379805062500001e-5,0.008951135740079033,0.006481516227515984,0.015456450018220016
2013-11-28,6.209375000000002e-8,0.0039028529657213987,0.009538343776731323,0.013441258836202721
2013-11-29,0,0.0014483679261446747,0,0.0014483679261446747
2013-11-30,0,0.002922622982800766,0,0.002922622982800766
2013-12-01,0,0.010617247347478171,0.00593661761346041,0.01655386496093858
2013-12-02,0,0.006361832777901305,0.009952540599469316,0.01631437337737062
2013-12-03,0,1.0780618379530559e-4,6.997251052787709e-4,8.075312890740765e-4
2013-12-04,0,0.005931732441876174,0.009701270447763411,0.015633002889639584
2013-12-05,2.20805375e-6,1.7968912500000001e-6,0.0048509050108109,0.0048549099558109
2013-12-06,2.3355570562500006e-4,0.008296562892386379,0.008451922390758773,0.016982040988770153
2013-12-07,4.1283650625e-5,0.008215277942919364,0.011611945964543676,0.01986850755808804
2013-12-08,4.763584125000001e-5,0.0021248678120567737,0.007967234127853476,0.01013973778116025
