time,res_cms,q100_total_cms,q200_total_cms,q_total_cms
2013-01-01,1.3384929267447921e-5,0.0071553345052820455,0.0030529723246201547,0.010221691759169649
2013-01-02,2.5806162499999998e-6,0.008190713676187313,0.005854143262947424,0.014047437555384738
2013-01-03,0,0.010269589278210759,0.010014436957022026,0.020284026235232785
2013-01-04,0,0.0022213063463725215,0.003638234382813471,0.005859540729185993
2013-01-05,2.67003125e-7,0.001670907365008223,0.002955993750373083,0.004627168118506306
2013-01-06,7.327062500000001e-8,0.005135574574553094,0.003314961333745441,0.008450609178923534
2013-01-07,0,0.016863692117177847,0.006677561180238477,0.023541253297416326
2013-01-08,0,0.005311716271667004,0.004546084975917098,0.009857801247584102
2013-01-09,0,0.004654649863801524,0,0.004654649863801524
2013-01-10,0,0.01038881017844185,0.0010214266298688738,0.011410236808310725
2013-01-11,2.522744875e-5,0.00924345097193439,4.759572200929001e-5,0.00931627414269368
2013-01-12,0,0.007831583493423208,0.005335093484645556,0.013166676978068764
2013-01-13,0,0.01485052558333138,0.00878064617588106,0.02363117175921244
2013-01-14,1.744424551075521e-4,0.012949638474540042,0.014704947078799446,0.02782902800844704
2013-01-15,6.793913148924478e-4,5.528816085460937e-4,0.008236419896087905,0.009468692819526447
2013-01-16,1.4495040812500005e-4,0.006471629216363718,0.003340442771465948,0.009957022395954666
2013-01-17,2.2348285853489587e-4,0.005932107791047781,0.004276786960419976,0.010432377610002652
2013-01-18,6.507425e-7,0.010104480937500665,0.007448557705264592,0.017553689385265258
2013-01-19,0,0.009292385531578391,0.007566556170104076,0.016858941701682468
2013-01-20,0,0.005795042936699857,8.812652022095442e-4,0.006676308138909401
2013-01-21,0,0,0.00871948483974051,0.00871948483974051
2013-01-22,0,0.0042665564294022285,0.004578690830683299,0.008845247260085527
2013-01-23,0,0,0.01073672882263214,0.01073672882263214
2013-01-24,0,0.010166242502970112,0.003821205976032274,0.013987448479002386
2013-01-25,3.9497833857552084e-5,0.009773492738403108,0.008923686947997875,0.018736677520258534
2013-01-26,0,0.013571161630784152,0.008448120584696267,0.02201928221548042
2013-01-27,0,0.00781884462275511,0.008789295008925061,0.01660813963168017
2013-01-28,2.231276864244792e-5,0.005482510684248106,0.0038062941194254886,0.009311117572316042
2013-01-29,1.2000238124999997e-5,0.010473154136633077,0.006298262651298571,0.01678341702605665
2013-01-30,9.141516335755208e-4,0.0068783929619491615,0.01153726105079812,0.0193298056463228
2013-01-31,4.1731966982552086e-5,0.002545078129879232,0.0061127854518933395,0.008699595548755124
2013-02-01,1.6641125000000001e-6,0.014279068450725862,0.0053736426178132195,0.01965437518103908
2013-02-02,1.7883e-7,1.4552999999999998e-7,0.007176154951644813,0.007176479311644813
2013-02-03,2.9345506250000006e-6,0.0068912542080518165,0.00883198272038519,0.015726171479062006
2013-02-04,0,0.011778834799086332,0.0059213404344359575,0.01770017523352229
2013-02-05,0,0.0059616159850291155,0.006786095598931734,0.01274771158396085
2013-02-06,0,0.009205031589111845,0.002968460928888155,0.012173492518
2013-02-07,3.086059375e-6,0.00750926968823355,0.005153158343800429,0.012665514091408979
2013-02-08,1.4444496913958336e-4,9.393385706454026e-4,0.006736063185585006,0.007819846725369992
2013-02-09,2.62035625e-7,0.009144391053747432,0.007819963165014536,0.016964616254386968
2013-02-10,3.0722745625000004e-5,0.010086212402005482,0.009042022439359247,0.01915895758698973
2013-02-11,1.8376024375000002e-5,0.0037893172347593595,0.00497868776627912,0.00878638102541348
2013-02-12,0,0.010055511590174107,0.005299095784374471,0.015354607374548579
2013-02-13,3.525558885755209e-5,2.8690632703906253e-5,0.010122002050906869,0.010185948272468328
2013-02-14,0,0.0036818863236219366,0,0.0036818863236219366
2013-02-15,1.2030043125000002e-5,0.008628116426466815,0.009766433167104701,0.018406579636696514
2013-02-16,0,0.008264181872257411,0.002511709983300426,0.010775891855557837
2013-02-17,0,0.009681292003989306,0.004297666577198211,0.013978958581187518
2013-02-18,0,0.007803478521764601,0.0038049622478662235,0.011608440769630825
2013-02-19,4.8184750000000005e-6,0.005879383676742266,0.0023326129659720623,0.008216815117714327
2013-02-20,0,0.00895263691380594,0.006685291972504709,0.01563792888631065
2013-02-21,0,0.004937943305215232,0.01012021419753524,0.015058157502750472
2013-02-22,1.126380625e-6,0.002772104962318284,0.013714100692282568,0.01648733203522585
2013-02-23,1.35116e-5,0.0037623362481279165,0.003926292659402121,0.007702140507530038
2013-02-24,0,0.016836477949357002,0.011162229528683483,0.027998707478040487
2013-02-25,0,0,0.010065853660699616,0.010065853660699616
2013-02-26,3.785706845231772e-4,0.0050577188208893705,0.003052545700934581,0.008488835206347129
2013-02-27,0,0,0.004720369575802592,0.004720369575802592
2013-02-28,1.29900125e-6,0.0038457530271563444,0.007828831558817478,0.011675883587223823
2013-03-01,0,0.003955113661393575,0.005020760015618513,0.008975873677012088
2013-03-02,0,0.010977536684320936,0.007540039465202316,0.018517576149523252
2013-03-03,0,0.0033643281025449072,0.013689377609768108,0.017053705712313016
2013-03-04,0,0,0,0
2013-03-05,1.224712282325521e-4,0.010786640632639032,0.008851345074362303,0.019760456935233886
2013-03-06,5.544350937500001e-5,0.004884958580564091,3.472172340488219e-4,0.005287619323987913
2013-03-07,6.5546167674479155e-6,0.013133328291981087,0.006382162926702443,0.019522045835450978
2013-03-08,0,0.011149122016942254,0.0044788396990992655,0.01562796171604152
2013-03-09,0,0.0068343650618421375,0.007966388390849689,0.014800753452691827
2013-03-10,0,0,0.001664014737544392,0.001664014737544392
2013-03-11,1.2654706250000003e-5,0.01191556720969566,0.004869282166134886,0.01679750408208055
2013-03-12,2.2359835239244797e-4,0.006484977630875799,0.011488803771183755,0.018197379754452
2013-03-13,2.939518125e-6,0.012933091493684431,0.010365943856433977,0.023301974868243407
2013-03-14,0,0,0.005669038282601713,0.005669038282601713
2013-03-15,0,0.009431649529991735,0,0.009431649529991735
2013-03-16,2.4353168750000005e-5,4.018755239107879e-4,0.01059210235554393,0.011018331048204717
2013-03-17,1.8759887937500004e-4,0.0018911117944823347,0.0011711779987714278,0.0032498886726287624
2013-03-18,9.415026730520835e-5,0.003214589374602656,0.00465584261216279,0.007964582254070655
2013-03-19,2.24282625e-6,0.004761517014978791,0.005047532531002574,0.009811292372231365
2013-03-20,0,0,0.0010995557599956674,0.0010995557599956674
2013-03-21,0,0.003920816344817519,0.0073550695751857095,0.01127588592000323
2013-03-22,0,0.0015545259798668632,0.013928602992688867,0.01548312897255573
2013-03-23,0,0.006098513543771695,0.005885755542654606,0.0119842690864263
2013-03-24,1.58444621875e-4,0.002882933152671491,0.014215991835746043,0.017257369610292533
2013-03-25,2.7252946875000004e-5,0.005823767296136579,5.1417156615825004e-5,0.005902437399627404
2013-03-26,4.135443750000001e-7,0.003532898151449192,0.014394480977246596,0.017927792673070788
2013-03-27,0,0.0030047610328177822,0.0022795786088820034,0.005284339641699786
