"DateTime","Depth","var","value","scenario"
2020-04-16,"0.1","no3",4.90082082025846,"baseline"
2020-04-16,"0.1","po4",5.04999454800879,"baseline"
2020-04-16,"0.1","chla",0.554202949313642,"baseline"
2020-04-16,"0.1","din",29.2730468905234,"baseline"
2020-04-17,"0.1","wl",11.3835146986353,"baseline"
2020-04-17,"0.1","temp",12.4677362844103,"baseline"
2020-04-17,"0.1","oxy",10.4515510779967,"baseline"
2020-04-17,"0.1","nh4",24.4718051144125,"baseline"
2020-04-17,"0.1","no3",5.03596919000095,"baseline"
2020-04-17,"0.1","po4",4.79516583380028,"baseline"
2020-04-17,"0.1","chla",0.538222658826721,"baseline"
2020-04-17,"0.1","din",29.5077743044134,"baseline"
2020-04-18,"0.1","wl",11.3649853660679,"baseline"
2020-04-18,"0.1","temp",12.3333919323121,"baseline"
2020-04-18,"0.1","oxy",10.4829941514754,"baseline"
2020-04-18,"0.1","nh4",23.6532817821752,"baseline"
2020-04-18,"0.1","no3",5.4153925217375,"baseline"
2020-04-18,"0.1","po4",5.09480545472045,"baseline"
2020-04-18,"0.1","chla",0.444198018031105,"baseline"
2020-04-18,"0.1","din",29.0686743039127,"baseline"
2020-04-19,"0.1","wl",11.34924873316,"baseline"
2020-04-19,"0.1","temp",12.9023092997202,"baseline"
2020-04-19,"0.1","oxy",10.4950027049493,"baseline"
2020-04-19,"0.1","nh4",23.780031985282,"baseline"
2020-04-19,"0.1","no3",5.48064359870354,"baseline"
2020-04-19,"0.1","po4",5.21031893065178,"baseline"
2020-04-19,"0.1","chla",0.393008123817686,"baseline"
2020-04-19,"0.1","din",29.2606755839855,"baseline"
2020-04-20,"0.1","wl",11.3323912726831,"baseline"
2020-04-20,"0.1","temp",12.559202978057,"baseline"
2020-04-20,"0.1","oxy",10.5152516648631,"baseline"
2020-04-20,"0.1","nh4",23.6150810597802,"baseline"
2020-04-20,"0.1","no3",5.56057165914721,"baseline"
2020-04-20,"0.1","po4",5.27284099361428,"baseline"
2020-04-20,"0.1","chla",0.343852011677467,"baseline"
2020-04-20,"0.1","din",29.1756527189274,"baseline"
2020-04-21,"0.1","wl",11.3244290069596,"baseline"
2020-04-21,"0.1","temp",13.4796235760903,"baseline"
2020-04-21,"0.1","oxy",10.4861650076365,"baseline"
2020-04-21,"0.1","nh4",24.4014329602141,"baseline"
2020-04-21,"0.1","no3",5.64649394034032,"baseline"
2020-04-21,"0.1","po4",5.35498762824917,"baseline"
2020-04-21,"0.1","chla",0.329609064708227,"baseline"
2020-04-21,"0.1","din",30.0479269005544,"baseline"
2020-04-22,"0.1","wl",11.3309333574526,"baseline"
2020-04-22,"0.1","temp",13.5593456225386,"baseline"
2020-04-22,"0.1","oxy",10.4170689355774,"baseline"
2020-04-22,"0.1","nh4",23.757218645818,"baseline"
2020-04-22,"0.1","no3",5.89005721314207,"baseline"
2020-04-22,"0.1","po4",5.61760840696483,"baseline"
2020-04-22,"0.1","chla",0.304937338116852,"baseline"
2020-04-22,"0.1","din",29.6472758589601,"baseline"
2020-04-23,"0.1","wl",11.3367723307604,"baseline"
2020-04-23,"0.1","temp",13.7138856576907,"baseline"
2020-04-23,"0.1","oxy",10.4038901355594,"baseline"
2020-04-23,"0.1","nh4",23.3706793877681,"baseline"
2020-04-23,"0.1","no3",6.08192100091849,"baseline"
2020-04-23,"0.1","po4",6.03386905331248,"baseline"
2020-04-23,"0.1","chla",0.294229383342519,"baseline"
2020-04-23,"0.1","din",29.4526003886866,"baseline"
2020-04-24,"0.1","wl",11.3501202203963,"baseline"
2020-04-24,"0.1","temp",13.3304760513016,"baseline"
2020-04-24,"0.1","oxy",10.3754999387027,"baseline"
2020-04-24,"0.1","nh4",23.9042112780309,"baseline"
2020-04-24,"0.1","no3",6.02014058556677,"baseline"
2020-04-24,"0.1","po4",6.03096861955445,"baseline"
2020-04-24,"0.1","chla",0.285465944558963,"baseline"
2020-04-24,"0.1","din",29.9243518635976,"baseline"
2020-04-25,"0.1","wl",11.3608540534087,"baseline"
2020-04-25,"0.1","temp",15.1983325269708,"baseline"
2020-04-25,"0.1","oxy",10.3544735998536,"baseline"
2020-04-25,"0.1","nh4",25.9095573749244,"baseline"
2020-04-25,"0.1","no3",5.92180288736324,"baseline"
2020-04-25,"0.1","po4",5.98249001296731,"baseline"
2020-04-25,"0.1","chla",0.280336969717287,"baseline"
2020-04-25,"0.1","din",31.8313602622876,"baseline"
2020-04-26,"0.1","wl",11.3737960569682,"baseline"
2020-04-26,"0.1","temp",15.0086988549251,"baseline"
2020-04-26,"0.1","oxy",10.2927240091778,"baseline"
