wind_factor,sw_factor,lw_factor,coef_mix_conv,coef_wind_stir,coef_mix_shear,coef_mix_turb,coef_mix_KH,coef_mix_hyp,ce,ch,cd,inflow_factor,sed_temp_mean,sed_temp_mean,sed_temp_amplitude,sed_temp_amplitude,sed_temp_peak_doy
-1386.86233919177,3457.61234693471,7778.30639802918,-1250.58235943562,1894.4617242041,0,904.439105253243,835.6147312564,-958.161447153462,3306.10981209422,2356.39798374185,1472.05823397158,-1974.88017826141,-22443.0862042429,-10250.1182373759,-310.00735476858,5767.23854487168,570.26236003593
2119.69990453889,6149.64852900134,5879.64328839304,-8078.97285784806,-3888.32555605339,0,-675.868442455107,45.2787072144363,281.318861918509,1586.10877958448,2445.5475495318,4959.62751134895,-691.600757056238,14740.9843600591,13381.8173093536,-1104.81054846822,8477.1439217498,2396.7568750856
12545.0861337031,-8061.82905365707,-4362.76342251635,2193.51936115599,9492.85630834171,0,4368.47794031909,-38.6896346733516,-3162.17818616681,-2653.01136250523,3519.7521922246,1433.49067650891,4655.77285365966,-22989.2563332222,-7836.97682820266,10662.7487042114,1514.8223948296,6154.87519468966
