DateTime,wind_factor,sw_factor,lw_factor,coef_mix_conv,coef_wind_stir,coef_mix_shear,coef_mix_turb,coef_mix_KH,coef_mix_hyp,ce,ch,cd,sed_temp_mean,sed_temp_mean.1,sed_temp_amplitude,sed_temp_amplitude.1,sed_temp_peak_doy,sed_temp_peak_doy.1,RMSE
2021-02-24 12:40:52,0.899058111293149,0.957727231260788,0.786280015300355,0.283340041698421,0.327807518759566,0.551850738379019,0.55323782857099,0.261133200016793,0.492630166247775,0.000500072776634358,0.00121506421828155,0.000926127783892626,9.24774880848121,15.7141995563504,2,4.77237127281838,270.681372582753,255.578330806118,1.6284
