time,FLOW
2015-07-07,0
2015-07-08,0
2015-07-09,0
2015-07-10,0
2015-07-11,0.20062091
2015-07-12,0.15539939
2015-07-13,2.25701003
2015-07-14,2.95159671
2015-07-15,2.17856656
2015-07-16,1.52503626
2015-07-17,1.06746588
2015-07-18,1.27621873
2015-07-19,0.89332336
2015-07-20,0.62536602
2015-07-21,0.70787546
2015-07-22,0.32299669
2015-07-23,0.2261076
2015-07-24,0.15827532
2015-07-25,0.11077289
2015-07-26,0.07755094
2015-07-27,0.05424599
2015-07-28,2.39564969
2015-07-29,1.68628668
2015-07-30,1.18042051
2015-07-31,0.82628444
2015-08-01,0.57835944
2015-08-02,0.40491111
2015-08-03,0.28342786
2015-08-04,0.19834
2015-08-05,0.138838
2015-08-06,0.1358629
2015-08-07,0.47195003
2015-08-08,0.33033527
2015-08-09,0.23126444
2015-08-10,0.24871836
2015-08-11,6.24166063
2015-08-12,4.19657689
2015-08-13,2.93761374
2015-08-14,2.05628995
2015-08-15,1.43945255
2015-08-16,1.0075672
2015-08-17,0.70529704
2015-08-18,1.19876696
2015-08-19,0.90314119
2015-08-20,0.64629089
2015-08-21,0.45241354
2015-08-22,0.31664981
2015-08-23,0.22164495
2015-08-24,0.15520105
2015-08-25,0.10859115
2015-08-26,0.07606339
2015-08-27,0.05325429
2015-08-28,0.03728792
2015-08-29,0.02608171
2015-08-30,0.01824728
2015-08-31,0.01279293
2015-09-01,0.0089253
2015-09-02,0.00624771
2015-09-03,0.00436348
2015-09-04,4.65474229
2015-09-05,3.25832952
2015-09-06,2.28081083
2015-09-07,1.59653783
2015-09-08,1.11754673
2015-09-09,0.78235213
2015-09-10,0.58054118
2015-09-11,0.15986204
2015-09-12,0.4234559
2015-09-13,0.29641913
2015-09-14,0.20746364
2015-09-15,0.14528405
2015-09-16,0.10164925
2015-09-17,0.07120406
2015-09-18,0.04978334
2015-09-19,0.03490784
2015-09-20,0.02439582
2015-09-21,7.6251813
2015-09-22,8.85201337
2015-09-23,6.19633994
2015-09-24,4.33749746
2015-09-25,3.55455031
2015-09-26,8.2033424
2015-09-27,14.16931043
2015-09-28,9.83934989
