time,ShortWave,LongWave,AirTemp,RelHum,WindSpeed,Rain
2015-07-07 17:00:00,586.6,379.9516769,28.29,62.28,1.767,0
2015-07-07 18:00:00,336.3,394.6751972,27.45,66.33,0.737,0
2015-07-07 19:00:00,120.4,401.4658131,25.01,82.3,0.58,0
2015-07-07 20:00:00,39.85,397.3267848,25.45,71.47,0.901,0
2015-07-07 21:00:00,0,393.5637035,23.68,75.23,0.683,0
2015-07-07 22:00:00,0,379.4620848,22.68,89.5,0.713,0
2015-07-07 23:00:00,0,375.537132,21.59,91.7,1.075,0
2015-07-08 00:00:00,0,379.7476537,21.06,93.5,0.72,0
2015-07-08 01:00:00,0,374.1372917,20.93,93.4,0.695,0
2015-07-08 02:00:00,0,387.6245534,20.57,95.1,1.033,0
2015-07-08 03:00:00,0,379.5916262,20.35,96.1,1.435,0
2015-07-08 04:00:00,0,393.0682599,21.24,89.7,1.023,0
2015-07-08 05:00:00,0,401.6885703,22.63,73.99,1.232,0
2015-07-08 06:00:00,0,402.0744244,24.25,68.78,2.603,0
2015-07-08 07:00:00,22.59,414.8510374,23.45,74.2,3.718,0
2015-07-08 08:00:00,41.18,416.8187223,23.05,78.84,3.534,0
2015-07-08 09:00:00,135.8,413.7989186,22.21,84.3,1.788,0
2015-07-08 10:00:00,137.6,422.6572613,22.64,85.5,1.096,0
2015-07-08 11:00:00,129.8,415.6733621,22.52,88.9,0.53,0
2015-07-08 12:00:00,365.7,414.0494095,23.14,89.7,0.943,0
2015-07-08 13:00:00,324.7,417.8787741,25.5,73.38,1.587,0
2015-07-08 14:00:00,235.5,418.2093465,25.21,76.77,1.494,0
2015-07-08 15:00:00,229,416.864751,24.86,76.54,0.854,0
2015-07-08 16:00:00,323.8,423.6657108,25.83,72.89,1.921,0
2015-07-08 17:00:00,179.2,419.1049013,24.9,77.5,1.7,0
2015-07-08 18:00:00,164.9,411.7951909,24.69,77.75,1.517,0
2015-07-08 19:00:00,35.31,422.1713016,24.35,77.62,1.334,0
2015-07-08 20:00:00,10.26,419.0443737,24.01,79.43,3.073,0
2015-07-08 21:00:00,0,416.2885968,23.48,81,2.309,0
2015-07-08 22:00:00,0,422.8123319,22.84,86.1,1.618,0.0508
2015-07-08 23:00:00,0,420.3195605,22.78,90.4,0.703,0
2015-07-09 00:00:00,0,414.3859193,22.81,87,2.204,0
2015-07-09 01:00:00,0,411.9664128,23.17,80.1,2.685,0
2015-07-09 02:00:00,0,380.7572613,22.64,80.2,1.656,0
2015-07-09 03:00:00,0,378.0977452,23.26,76.45,3.757,0
2015-07-09 04:00:00,0,377.6377452,23.26,81.1,3.618,0
2015-07-09 05:00:00,0,378.7174062,22.97,83.2,2.731,0
2015-07-09 06:00:00,0,372.7820537,22.19,86.5,3.532,0
2015-07-09 07:00:00,30.99,373.0518913,22.93,84.5,2.564,0
2015-07-09 08:00:00,66.76,372.2626944,23.43,82.3,3.344,0
2015-07-09 09:00:00,454.2,367.6054496,24.66,76.97,1.89,0
2015-07-09 10:00:00,652.2,378.3059815,26.24,71.09,2.041,0
2015-07-09 11:00:00,809,382.4448626,27.32,65.8,1.64,0
2015-07-09 12:00:00,950,389.8406645,28.77,55.76,1.184,0
2015-07-09 13:00:00,973,387.1767001,29.51,49.6,2.593,0
2015-07-09 14:00:00,984,394.1524379,31.35,45.98,1.737,0
2015-07-09 15:00:00,942,392.9730359,31.15,47.22,1.976,0
2015-07-09 16:00:00,720.6,393.817458,31.11,44.89,2.126,0
2015-07-09 17:00:00,424.6,411.4370096,30.57,44.1,2.728,0
2015-07-09 18:00:00,322.8,426.2703589,29.31,46.79,1.96,0
2015-07-09 19:00:00,83.6,395.199865,27.88,65.21,1.499,0
2015-07-09 20:00:00,58.95,429.6685924,28.03,57.16,1.203,0
2015-07-09 21:00:00,0,392.3932959,26.71,61.78,1.634,0
2015-07-09 22:00:00,0,415.3365042,26.65,54.79,2.691,0
2015-07-09 23:00:00,0,390.804496,25.81,61.21,1.986,0
2015-07-10 00:00:00,0,390.1209151,25.55,64.17,2.173,0
2015-07-10 01:00:00,0,388.0861888,25.04,69.87,1.572,0
2015-07-10 02:00:00,0,389.0192369,24.43,71.38,0.964,0
2015-07-10 03:00:00,0,394.4393837,24.12,74.26,2.796,0
2015-07-10 04:00:00,0,385.5620153,24.06,73.61,1.71,0
2015-07-10 05:00:00,0,394.5053086,23.81,72.93,1.915,0
2015-07-10 06:00:00,0,404.0405806,23.23,78.4,1.039,0
2015-07-10 07:00:00,58.46,401.7777952,23.49,74.1,0.807,0
2015-07-10 08:00:00,95.8,406.6740483,23.3,77.22,1.781,0
2015-07-10 09:00:00,199.8,399.2900907,23.9,76.63,0.587,0
2015-07-10 10:00:00,334.4,399.3947665,24.77,74.49,1.573,0
2015-07-10 11:00:00,742.1,401.0384595,26.15,68.85,2.339,0
2015-07-10 12:00:00,979,392.450084,26.93,64.94,3.376,0
2015-07-10 13:00:00,547.3,409.5805976,27.83,59.39,2.289,0
2015-07-10 14:00:00,950,394.8208369,29.05,53.84,2.246,0
2015-07-10 15:00:00,956,400.8986442,29.08,52.25,1.863,0
2015-07-10 16:00:00,342.7,416.1570786,29.15,52.05,1.623,0
2015-07-10 17:00:00,654,394.1284677,30.01,51.02,1.225,0
2015-07-10 18:00:00,429.7,391.3658876,29.81,53.24,1.2,0
2015-07-10 19:00:00,80.9,391.8112391,26.86,77.51,2.101,0
2015-07-10 20:00:00,35.38,376.366863,24.55,63.34,4.948,0
2015-07-10 21:00:00,0,370.7995605,22.78,75.65,3.12,0
2015-07-10 22:00:00,0,376.1961288,22.5,75.39,1.998,0
2015-07-10 23:00:00,0,374.2819276,21.89,82.6,2.16,0
2015-07-11 00:00:00,0,383.9846929,21.21,87.9,1.498,0
2015-07-11 01:00:00,0,399.5066112,20.89,87.9,2.515,0
2015-07-11 02:00:00,0,413.2357748,20.98,89,1.618,0
2015-07-11 03:00:00,0,413.521179,21.18,89.1,1.323,0
2015-07-11 04:00:00,0,411.5696,20.55,95.5,0.913,0
2015-07-11 05:00:00,0,411.2296,20.55,93.6,2.51,0
2015-07-11 06:00:00,0,404.8516,20.35,95.2,1.128,0
2015-07-11 07:00:00,24.63,407.2927,20.95,90.5,3.589,0
2015-07-11 08:00:00,113.1,405.2177,21.06,91.7,2.584,0
2015-07-11 09:00:00,449.6,384.7803,22.47,84.5,1.318,0
2015-07-11 10:00:00,619.4,384.521,23.72,76.89,4.218,0
2015-07-11 11:00:00,783.2,410.3467,24.56,72.57,5.026,0
2015-07-11 12:00:00,738.1,382.5453,23.81,78.41,4.163,0
2015-07-11 13:00:00,808,392.1938,24.27,73.93,1.282,0
2015-07-11 14:00:00,1013,378.8993,25.21,70.45,1.903,0
2015-07-11 15:00:00,1031,388.4663,25.84,70.98,2.2,0
2015-07-11 16:00:00,819,382.5654,26.64,63.12,1.729,0
2015-07-11 17:00:00,442.5,376.8053,26.97,64.4,0.463,0
2015-07-11 18:00:00,406.5,373.5854,26.64,66.16,1.37,0
2015-07-11 19:00:00,91.2,384.4814,25.29,78.29,0.469,0
2015-07-11 20:00:00,65.53,382.6661,24.6,73.78,1.237,0
2015-07-11 21:00:00,0,382.3286,23.48,81.8,1.579,0
2015-07-11 22:00:00,0,407.6016,22.13,90.6,0.506,0
2015-07-11 23:00:00,0,390.8565,22.1,86.8,0.532,0
2015-07-12 00:00:00,0,384.5452,21.76,86.4,1.102,0
2015-07-12 01:00:00,0,365.7055,20.81,91.1,0.883,0
2015-07-12 02:00:00,0,391.3373,20.72,92.4,0.504,0
2015-07-12 03:00:00,0,388.6948,20.73,93.9,0.39,0
2015-07-12 04:00:00,0,358.4719,19.49,95.7,1.305,0
2015-07-12 05:00:00,0,390.9094,19.19,95,0.945,0
2015-07-12 06:00:00,0,362.7116,18.92,96.5,1.688,0
2015-07-12 07:00:00,30.21,348.9103,18.81,97.6,0.92,0
2015-07-12 08:00:00,50.5,350.2775,19.6,95.3,0.528,0
2015-07-12 09:00:00,363.1,354.9258,22.23,80.5,1.354,0
2015-07-12 10:00:00,313.5,368.5395,22.7,69.15,0.619,0
2015-07-12 11:00:00,823,353.2334,24.28,63.53,0.464,0
2015-07-12 12:00:00,950,374.0665,25.06,61.91,1.717,0
2015-07-12 13:00:00,608.4,379.2062,25.66,61.9,1.527,0
2015-07-12 14:00:00,516.6,391.0329,25.34,67.88,1.4,0
2015-07-12 15:00:00,785.2,379.9782,25.87,65.09,1.116,0
2015-07-12 16:00:00,404.4,390.3777,26.01,64.89,0.859,0
2015-07-12 17:00:00,282.8,388.6257,25.65,69.21,1.58,0
2015-07-12 18:00:00,89.6,413.4397,24.41,79.7,1.005,0
2015-07-12 19:00:00,146.2,409.5747,21.99,91.7,0.796,0
2015-07-12 20:00:00,12.4,413.2128,21.51,95.5,0.109,0
2015-07-12 21:00:00,0,405.1158,20.98,95.4,0.25,0
2015-07-12 22:00:00,0,399.432,20.58,97.9,0.514,0
2015-07-12 23:00:00,0,418.8655,20.63,97.9,1.641,0
2015-07-13 00:00:00,0,410.6938,19.83,97.7,0.674,0.2032
2015-07-13 01:00:00,0,408.0803,19.37,98.7,1.467,0.1524
2015-07-13 02:00:00,0,404.5631,18.68,98,2.277,0.5588
2015-07-13 03:00:00,0,412.9612,19.33,98,0.717,0
2015-07-13 04:00:00,0,412.678,19.3,98.9,0.348,0
2015-07-13 05:00:00,0,412.2745,19.32,97.7,0.925,0.1524
2015-07-13 06:00:00,0,411.2152,19.47,98.5,0.572,0.254
2015-07-13 07:00:00,1.754,407.8259,18.8,97.6,1.107,0
2015-07-13 08:00:00,37.08,403.4224,18.5,98.8,1.8,0
2015-07-13 09:00:00,266.3,403.6244,19.61,95.4,1.109,0
2015-07-13 10:00:00,590.2,387.7881,21.69,87.1,1.968,0
2015-07-13 11:00:00,349.8,412.5586,22.63,89.5,0.633,0
2015-07-13 12:00:00,945,382.4088,24.45,75.49,1.629,0
2015-07-13 13:00:00,1051,383.9395,26.49,68.72,0.524,0
2015-07-13 14:00:00,1086,390.1927,26.95,73.38,1.975,0
2015-07-13 15:00:00,443.1,407.5724,27.84,68.55,2.327,0
2015-07-13 16:00:00,496.5,396.3302,27.66,72.15,2.159,0
2015-07-13 17:00:00,591.7,384.0431,27.95,68.25,1.757,0
2015-07-13 18:00:00,218.1,393.1437,26.88,79.07,0.583,0
2015-07-13 19:00:00,78.99,404.3772,25.46,90,0.513,0
2015-07-13 20:00:00,0.926,429.5157,24.64,91.3,0.322,0
2015-07-13 21:00:00,0,385.1465,19.32,96.8,2.996,0
2015-07-13 22:00:00,0,388.391,19.43,97.8,0.794,0
2015-07-13 23:00:00,0,390.4946,19.45,97.4,0.505,0
2015-07-14 00:00:00,0,402.2706,19.59,98.9,0.366,0
2015-07-14 01:00:00,0,377.2094,19.19,97.2,0.82,0
2015-07-14 02:00:00,0,383.4187,19.76,87.1,1.596,0
2015-07-14 03:00:00,0,376.6286,18.9,95.5,0.795,0
2015-07-14 04:00:00,0,383.3594,19.22,90.5,2.461,0
2015-07-14 05:00:00,0.556,395.3084,20.4,81.4,3.123,0
2015-07-14 06:00:00,0,397.1899,20.1,83.8,3.229,0
2015-07-14 07:00:00,16.06,402.3601,20.47,81.9,3.765,0
2015-07-14 08:00:00,87.1,389.6612,20.24,85.1,3.301,0
2015-07-14 09:00:00,271,378.5567,21.49,79.48,4.198,0
2015-07-14 10:00:00,539.1,380.6086,22.63,76.86,1.199,0
2015-07-14 11:00:00,283.6,390.4647,22.82,76.58,2.67,0
2015-07-14 12:00:00,962,368.8404,23.34,75.57,2.354,0
2015-07-14 13:00:00,851,372.0206,25.26,68.95,1.259,0
2015-07-14 14:00:00,996,374.3484,27.14,60.29,2.408,0
2015-07-14 15:00:00,918,382.8528,28.82,57.71,2.264,0
2015-07-14 16:00:00,200.3,431.6065,28.12,60.36,1.477,0
2015-07-14 17:00:00,649.4,393.4075,29.88,60.68,2.047,0
2015-07-14 18:00:00,241.3,389.6407,28.77,61.6,2.259,0
2015-07-14 19:00:00,76.4,402.5124,28.34,59.9,2.11,0
2015-07-14 20:00:00,6.001,432.9,25.53,75.78,0.809,0
2015-07-14 21:00:00,0,417.93,22.86,67.11,4.108,0
2015-07-14 22:00:00,0,401.1808,19.82,76.61,1.421,0
2015-07-14 23:00:00,0,383.9863,22.04,65.6,1.259,0
2015-07-15 00:00:00,0,374.1747,21.5,71.92,2.483,0
2015-07-15 01:00:00,0,361.6343,20.9,78.1,1.294,0
2015-07-15 02:00:00,0,363.8289,21.38,74.35,2.298,0
2015-07-15 03:00:00,0,360.6207,21.47,75.77,2.8,0
2015-07-15 04:00:00,0,359.9111,19.99,85.7,1.527,0
2015-07-15 05:00:00,0,365.371,21.37,76.24,1.86,0
2015-07-15 06:00:00,0,408.7469,21.39,75.66,1.908,0
2015-07-15 07:00:00,14.52,406.8647,20.53,85.2,0.913,0
2015-07-15 08:00:00,18.09,408.1171,20.68,83.4,1.187,0
2015-07-15 09:00:00,228.1,406.1914,22.07,74.19,2.597,0
2015-07-15 10:00:00,371.5,397.8323,22.84,71.46,2.319,0
2015-07-15 11:00:00,295.4,413.873,22.92,73.26,0.96,0
2015-07-15 12:00:00,1127,390.8907,24.09,68.34,3.719,0
2015-07-15 13:00:00,1016,376.258,25.15,65.03,3.11,0
2015-07-15 14:00:00,857,398.5077,25.69,63.39,3.682,0
2015-07-15 15:00:00,1088,409.0585,26.02,61.09,4.792,0
2015-07-15 16:00:00,879,416.261,25.75,64.05,3.045,0
2015-07-15 17:00:00,141.3,421.892,25.31,65.62,2.706,0
2015-07-15 18:00:00,138.7,400.847,24.54,70.3,1.913,0
2015-07-15 19:00:00,46.99,376.7616,24.34,72.14,3.285,0
2015-07-15 20:00:00,20.7,377.1674,24.17,72.99,3.729,0
2015-07-15 21:00:00,0,387.8301,23.59,75.67,3.822,0
2015-07-15 22:00:00,0,417.2601,23.59,72.32,5.276,0
2015-07-15 23:00:00,0,413.3788,22.87,75.49,3.619,0
2015-07-16 00:00:00,0,400.957,22.72,78.66,2.504,0
2015-07-16 01:00:00,0,414.7195,22.7,80.7,2.981,0
2015-07-16 02:00:00,0,385.2189,21.74,80.7,3.062,0
2015-07-16 03:00:00,0,364.0173,20.52,88.1,3.365,0
2015-07-16 04:00:00,0,361.4516,20.35,86.4,3.363,0
2015-07-16 05:00:00,0,393.5189,21.01,83.2,2.845,0
2015-07-16 06:00:00,0,409.6898,21.28,82.5,2.092,0
2015-07-16 07:00:00,9.15,411.3937,20.86,86,0.31,0
2015-07-16 08:00:00,94.5,405.9032,21.08,82.3,1.509,0
2015-07-16 09:00:00,464.9,355.5689,21.38,75.76,1.12,0
2015-07-16 10:00:00,217.2,392.3728,21.41,85.5,0.898,0
2015-07-16 11:00:00,393.8,396.3452,21.6,85.7,2.419,0
2015-07-16 12:00:00,344.3,407.8001,23.59,74.95,1.375,0
2015-07-16 13:00:00,953,379.66,24.4,70.43,1.499,0
2015-07-16 14:00:00,339.7,398.6154,24.66,71.11,1.194,0
2015-07-16 15:00:00,610.5,384.1449,25.97,66.73,1.962,0
2015-07-16 16:00:00,865,375.9668,25.45,72.46,2.631,0
2015-07-16 17:00:00,632.7,368.3136,25.36,70.45,3.334,0
2015-07-16 18:00:00,408.8,369.1503,25.25,72.4,1.526,0
2015-07-16 19:00:00,84.4,369.6385,23.93,77,1.815,0
2015-07-16 20:00:00,33.05,383.5178,23.49,80.1,0.619,0
2015-07-16 21:00:00,0,368.956,22.43,75.02,0.809,0
2015-07-16 22:00:00,0,368.733,22,75.81,0.531,0
2015-07-16 23:00:00,0,390.3371,21.59,70.71,1.145,0
2015-07-17 00:00:00,0,416.1397,21.79,66.51,0.844,0
2015-07-17 01:00:00,0,360.0069,21.39,64.35,0.603,0
2015-07-17 02:00:00,0,357.5898,20.51,74.34,0.175,0
2015-07-17 03:00:00,0,377.0032,20.42,76.13,0.733,0
2015-07-17 04:00:00,0,383.4461,19.14,86.4,0.248,0
2015-07-17 05:00:00,0,405.1899,19.56,90.1,1.263,0
2015-07-17 06:00:00,0,397.3151,19.48,88.6,0.771,0
2015-07-17 07:00:00,15.86,406.3608,19.82,88.5,1.418,0
2015-07-17 08:00:00,75.37,408.2748,19.84,89.9,0.908,0
2015-07-17 09:00:00,281.8,400.9927,20.46,88.3,1.217,0
2015-07-17 10:00:00,707.1,387.5698,21.96,83.4,1.78,0
2015-07-17 11:00:00,722.3,395.7012,22.61,83.1,2.733,0
2015-07-17 12:00:00,452.8,406.2669,23.38,81,2.775,0
2015-07-17 13:00:00,571.3,407.8602,24.1,77.95,3.489,0
2015-07-17 14:00:00,486.7,410.9217,25.3,76.97,2.345,0
2015-07-17 15:00:00,1007,397.3782,25.87,75.14,3.28,0
2015-07-17 16:00:00,465.3,405.1976,26.66,73.62,2.087,0
2015-07-17 17:00:00,646.3,395.1045,26.44,74.52,1.95,0
2015-07-17 18:00:00,332.9,388.6435,26.43,76.74,2.617,0
2015-07-17 19:00:00,110.8,391.8435,25.95,81.1,1.328,0
2015-07-17 20:00:00,31.66,424.0301,25.24,84.5,0.304,0
2015-07-17 21:00:00,0,393.049,24.13,89.2,0.701,0
2015-07-17 22:00:00,0,416.9894,23.6,90.7,0.024,0
2015-07-17 23:00:00,0,403.9044,23.41,93,0.106,0
2015-07-18 00:00:00,0,403.4671,22.8,94.5,0.098,0
2015-07-18 01:00:00,0,416.7557,22.73,95.4,0.957,0
2015-07-18 02:00:00,0,387.7089,22.41,95.3,0.557,0
2015-07-18 03:00:00,0,380.8125,21.83,96.8,0.851,0
2015-07-18 04:00:00,0,379.0498,21.28,97,0.911,0
2015-07-18 05:00:00,0,377.2854,21.07,97.3,1.344,0
2015-07-18 06:00:00,0,374.3571,20.68,97.3,1.372,0
2015-07-18 07:00:00,41.59,402.8336,22.31,92,1.41,0
2015-07-18 08:00:00,90.2,406.7596,23.24,88.3,2.112,0
2015-07-18 09:00:00,179.5,409.7405,24.38,79.14,1.357,0
2015-07-18 10:00:00,147.9,410.9965,23.79,85.6,1.418,0
2015-07-18 11:00:00,155.3,412.2288,24.45,85,1.852,0
2015-07-18 12:00:00,436.2,412.768,25.15,81,0.207,0
2015-07-18 13:00:00,990,382.032,27.43,68.86,0.969,0
2015-07-18 14:00:00,804,399.0259,29.33,62.76,2.128,0
2015-07-18 15:00:00,429.9,413.1381,30.04,58.31,0.786,0
2015-07-18 16:00:00,433.1,420.1258,25.01,94.5,1.63,0
2015-07-18 17:00:00,222.3,414.0876,25.86,93.3,1.243,0
2015-07-18 18:00:00,437.2,397.2385,26.02,89.5,1.094,0
2015-07-18 19:00:00,73.7,397.712,25.31,89.8,0.335,0
2015-07-18 20:00:00,19.78,394.0519,24.33,91,1.339,0
2015-07-18 21:00:00,0,393.2046,23.53,94.9,1.535,0
2015-07-18 22:00:00,0,388.6477,23.06,96.6,1.624,0
2015-07-18 23:00:00,0,390.3299,22.62,98,1.715,0
2015-07-19 00:00:00,0,391.0131,23.31,93.1,2.257,0
2015-07-19 01:00:00,0,388.831,23.45,90.3,1.431,0
2015-07-19 02:00:00,0,390.4848,24.75,79.82,1.41,0
2015-07-19 03:00:00,0,383.8052,22.99,91.5,1.243,0
2015-07-19 04:00:00,0,399.871,24.36,81,3.476,0
2015-07-19 05:00:00,0,391.4986,24.46,80.6,3.254,0
2015-07-19 06:00:00,0,386.4225,24.05,83.2,4.106,0
2015-07-19 07:00:00,28.03,384.4279,23.62,87.5,1.991,0
2015-07-19 08:00:00,147,407.2655,24.65,81.5,3.097,0
2015-07-19 09:00:00,459,400.7343,26.22,78.33,1.743,0
2015-07-19 10:00:00,561.3,396.6901,26.17,77.47,2.13,0
2015-07-19 11:00:00,876,400.4658,27.26,73.43,2.88,0
2015-07-19 12:00:00,911,392.3667,28.36,62.91,2.306,0
2015-07-19 13:00:00,646.2,411.3428,28.2,70.7,1.641,0
2015-07-19 14:00:00,583.1,395.8658,29.22,60.52,1.341,0
2015-07-19 15:00:00,903,391.2637,30.3,51.38,2.332,0
2015-07-19 16:00:00,770.4,390.0773,30.9,48.64,2.574,0
2015-07-19 17:00:00,620.8,399.762,31.07,48.71,1.197,0
2015-07-19 18:00:00,414.8,396.0342,30.09,61.41,2.933,0
2015-07-19 19:00:00,102.8,402.4098,28.42,69.3,1.362,0
2015-07-19 20:00:00,18.9,400.6885,26.15,81.3,1.57,0
2015-07-19 21:00:00,0,397.9639,25.37,84.4,1.539,0
2015-07-19 22:00:00,0,397.2369,25.09,85.1,2.347,0
2015-07-19 23:00:00,0,391.7995,25.89,78.86,2.195,0
2015-07-20 00:00:00,0,387.9968,25.45,81.7,1.687,0
2015-07-20 01:00:00,0,395.2784,23.76,89.4,1.962,0
2015-07-20 02:00:00,0,420.57,25.53,77.36,1.872,0
2015-07-20 03:00:00,0,401.1529,25.34,76.95,3.023,0
2015-07-20 04:00:00,0,381.9277,23.26,91.3,2.45,0
2015-07-20 05:00:00,0,400.6093,22.55,89.4,1.952,0
2015-07-20 06:00:00,0,395.9911,24.08,82.3,2.412,0
2015-07-20 07:00:00,34.16,411.8274,24.17,81.1,2.974,0
2015-07-20 08:00:00,89.8,390.2025,24.05,82,3.35,0
2015-07-20 09:00:00,143.7,383.915,24.71,79.67,3.232,0
2015-07-20 10:00:00,680.8,390.4086,26.27,73.8,3.143,0
2015-07-20 11:00:00,824,394.6079,26.99,69.54,0.771,0
2015-07-20 12:00:00,957,390.2674,28.63,59.16,1.904,0
2015-07-20 13:00:00,869,399.4096,28.28,62.71,0.856,0
2015-07-20 14:00:00,899,388.6415,28.69,57.06,2.177,0
2015-07-20 15:00:00,927,391.4624,29.46,52.52,1.846,0
2015-07-20 16:00:00,534.4,390.1995,29.45,63.64,0.735,0
2015-07-20 17:00:00,447.6,385.928,27.87,74.9,1.209,0
2015-07-20 18:00:00,323.2,391.0197,27.77,74.01,0.857,0
2015-07-20 19:00:00,119.3,401.9846,26.54,79.89,1.042,0
2015-07-20 20:00:00,27.08,391.6584,25.49,82.3,2.025,0
2015-07-20 21:00:00,0,386.6625,24.31,87.4,1.834,0
2015-07-20 22:00:00,0,387.2696,23.24,89.5,2.295,0
2015-07-20 23:00:00,0,390.7896,22.78,92.3,1.927,0
2015-07-21 00:00:00,0,379.9891,22.34,93.7,1.641,0
2015-07-21 01:00:00,0,396.9096,25.22,75.88,2.715,0
2015-07-21 02:00:00,0,418.8455,24.65,77,2.896,0
2015-07-21 03:00:00,0,413.8511,24.08,76.98,3.113,0
2015-07-21 04:00:00,0,383.5346,23.53,79.37,2.195,0
2015-07-21 05:00:00,0,384.7953,22.9,83.9,2.146,0
2015-07-21 06:00:00,0,394.2187,23.05,83.1,2.329,0
2015-07-21 07:00:00,27.47,405.7325,23.21,83.4,2.533,0
2015-07-21 08:00:00,86.9,411.3246,23.53,83.7,2.7,0
2015-07-21 09:00:00,188.1,402.3769,23.96,79.5,0.465,0
2015-07-21 10:00:00,146.6,408.8007,24.09,73.34,2.953,0
2015-07-21 11:00:00,587.2,404.622,25.31,68.99,3.265,0
2015-07-21 12:00:00,210.3,424.0727,25.59,72.57,2.184,0
2015-07-21 13:00:00,946,419.4706,26.4,67.66,2.919,0
2015-07-21 14:00:00,294.7,428.0669,26.13,75.47,2.489,0
2015-07-21 15:00:00,228.6,412.9326,28.15,61.28,1.552,0
2015-07-21 16:00:00,214.7,432.2651,27.8,58.16,2.187,0
2015-07-21 17:00:00,220.4,440.8463,25.99,73.88,1.191,0.254
2015-07-21 18:00:00,338.8,416.2316,25.76,73.82,0.835,0
2015-07-21 19:00:00,45.57,394.258,25.15,70.97,2.408,0
2015-07-21 20:00:00,26.41,404.0034,26.21,70.06,0.498,0
2015-07-21 21:00:00,0,419.7176,25.13,72.64,0.88,0
2015-07-21 22:00:00,0,381.3669,24.55,72.12,0.889,0
2015-07-21 23:00:00,0,378.9779,23.62,71.9,1.679,0
2015-07-22 00:00:00,0,372.2864,21.98,84.6,1.735,0
2015-07-22 01:00:00,0,371.209,21.85,85.1,1.98,0
2015-07-22 02:00:00,0,374.6745,23.09,75.66,1.922,0
2015-07-22 03:00:00,0,369.4831,22.45,78.44,3.45,0
2015-07-22 04:00:00,0,361.6998,21.96,84.6,1.855,0
2015-07-22 05:00:00,0,357.4337,21.88,78.3,4.265,0
2015-07-22 06:00:00,0,351.949,21.19,79.76,2.176,0
2015-07-22 07:00:00,19.22,348.3944,21.03,77.66,1.233,0
2015-07-22 08:00:00,44.21,341.4196,20.92,80.2,1.588,0
2015-07-22 09:00:00,494.3,334.3665,22.1,71.83,2.128,0
2015-07-22 10:00:00,685.4,338.4034,22.67,61.05,2.657,0
2015-07-22 11:00:00,678.6,339.7644,23.19,55.32,1.352,0
2015-07-22 12:00:00,554.6,348.3512,23.88,53.23,0.518,0
2015-07-22 13:00:00,1015,344.4863,24.59,52.23,4.113,0
2015-07-22 14:00:00,1043,351.0722,26.31,46.79,1.168,0
2015-07-22 15:00:00,526.1,366.0695,26.49,42.69,1.552,0
2015-07-22 16:00:00,853,365.8028,27.1,45.62,2.034,0
2015-07-22 17:00:00,551.9,383.5068,26.74,58.01,2.246,0
2015-07-22 18:00:00,371.2,378.9243,27.25,56.06,1.46,0
2015-07-22 19:00:00,130.6,382.4058,25.01,70.83,0.885,0
2015-07-22 20:00:00,46.47,385.7439,23.54,78.39,0.389,0
2015-07-22 21:00:00,0,376.8081,21.97,85.1,1.436,0
2015-07-22 22:00:00,0,359.3548,20.73,86.6,2.208,0
2015-07-22 23:00:00,0,356.7344,19.61,86.8,1.708,0
2015-07-23 00:00:00,0,358.8176,18.96,86.3,1.718,0
2015-07-23 01:00:00,0,348.3356,18.88,87,2.644,0
2015-07-23 02:00:00,0,373.9084,18.46,89.4,2.132,0
2015-07-23 03:00:00,0,378.513,19.09,83.4,2.494,0
2015-07-23 04:00:00,0,351.9974,18.57,83.6,2.36,0
2015-07-23 05:00:00,0,395.5054,18.31,84.6,1.913,0
2015-07-23 06:00:00,0,403.8551,18.91,84.4,2.038,0
2015-07-23 07:00:00,19.95,401.9211,18.56,84.7,1.713,0
2015-07-23 08:00:00,53.96,402.4101,19.04,87.2,0.902,0
2015-07-23 09:00:00,80.5,405.722,20.62,82.3,0.627,0
2015-07-23 10:00:00,410.2,396.2171,20.68,75.84,1.813,0
2015-07-23 11:00:00,639.4,368.3604,23.13,71.16,1.347,0
2015-07-23 12:00:00,531.1,386.8796,23.24,65.07,1.862,0
2015-07-23 13:00:00,727.8,363.5086,24.46,56.75,0.9,0
2015-07-23 14:00:00,715.6,367.0747,24.81,57.08,0.817,0
2015-07-23 15:00:00,891,364.9907,26.05,57.31,0.66,0
2015-07-23 16:00:00,364.1,370.5316,25.76,56.71,0.433,0
2015-07-23 17:00:00,524.5,380.1821,25.77,56.74,2.641,0
2015-07-23 18:00:00,266,381.105,24.72,72.58,0.131,0
2015-07-23 19:00:00,130.8,380.1277,23.26,81.2,0.822,0
2015-07-23 20:00:00,41.56,370.7125,22.6,82.4,0.758,0
2015-07-23 21:00:00,0,360.7799,21.05,92.6,0.918,0
2015-07-23 22:00:00,0,359.7777,20.18,94.5,1.122,0
2015-07-23 23:00:00,0,357.279,19.66,95.7,1.699,0
2015-07-24 00:00:00,0,355.1435,19.36,96.7,1.558,0
2015-07-24 01:00:00,0,365.5574,19.41,96.1,0.978,0
2015-07-24 02:00:00,0,361.633,19.55,97.3,1.284,0
2015-07-24 03:00:00,0,355.1572,18.99,97.4,1.79,0
2015-07-24 04:00:00,0,354.1281,18.93,97.8,1.165,0
2015-07-24 05:00:00,0,351.3059,18.52,98.1,2.197,0
2015-07-24 06:00:00,0,352.8198,18.7,98.6,1.661,0
2015-07-24 07:00:00,24.98,350.4148,18.55,97.1,1.218,0
