"time","FLOW","TEMP","SALT","OXY_oxy","NIT_amm","NIT_nit","PHS_frp","OGM_doc","OGM_poc","OGM_don","OGM_pon","OGM_dop","OGM_pop","PHS_frp_ads","CAR_dic","CAR_ch4","SIL_rsi"
2015-07-07,0,22.4046,0,254.917,1.6972,0.3627,0.0482,302.5893,30.2589,7.9649,1.593,0.183,0.4269,0.0482,83.4554,0.7118,126.3866
2015-07-08,0,23.0615,0,251.7304,1.668,0.3156,0.0478,169.5154,16.9515,8.0158,1.6032,0.4578,1.0681,0.0478,78.328,0.7118,126.3866
2015-07-09,0,23.2183,0,250.9797,1.6618,0.3712,0.0316,317.6611,31.7661,7.9107,1.5821,-0.0095,-0.0221,0.0316,41.4217,0.7118,126.3866
2015-07-10,0,23.542,0,249.4433,1.6968,0.3713,0.0363,184.0653,18.4065,7.9075,1.5815,0.4426,1.0328,0.0363,81.8104,0.7118,126.3866
2015-07-11,0,23.2144,0,250.9986,1.6751,0.3694,0.0403,272.1177,27.2118,7.9609,1.5922,0.0729,0.17,0.0403,74.1965,0.7118,126.3866
2015-07-12,0,23.1182,0,251.4583,1.7485,0.363,0.02,158.8767,15.8877,7.9358,1.5872,0.0276,0.0643,0.02,76.7914,0.7118,126.3866
2015-07-13,0.097,22.7506,0,253.2295,1.6635,0.3501,0.0428,79.9927,7.9993,7.9893,1.5979,0.449,1.0476,0.0428,67.3806,0.7118,126.3866
2015-07-14,0.0679,23.6211,0,249.07,1.7217,0.3534,0.0459,161.5405,16.154,7.9745,1.5949,0.2298,0.5363,0.0459,65.9645,0.7118,126.3866
2015-07-15,0.0475,23.5171,0,249.5609,1.674,0.3738,0.0521,288.5902,28.859,7.9173,1.5835,0.2295,0.5355,0.0521,72.3755,0.7118,126.3866
2015-07-16,0.0333,23.35,0,250.3527,1.6181,0.351,0.0376,66.5778,6.6578,8.0979,1.6196,0.1417,0.3306,0.0376,31.3355,0.7118,126.3866
2015-07-17,0.0233,23.2582,0,250.7894,1.6546,0.3756,0.0522,114.8108,11.4811,8.0498,1.61,0.2806,0.6547,0.0522,61.4016,0.7118,126.3866
2015-07-18,0.0163,23.9791,0,247.3944,1.8258,0.3617,0.0477,143.7929,14.3793,7.7621,1.5524,0.3594,0.8386,0.0477,72.043,0.7118,126.3866
2015-07-19,0.0114,24.7124,0,244.022,1.7613,0.3832,0.0412,267.5265,26.7527,7.8454,1.5691,-0.0124,-0.0288,0.0412,82.641,0.7118,126.3866
2015-07-20,0.008,25.0561,0,242.4685,1.7792,0.3508,0.0463,296.0918,29.6092,7.8134,1.5627,0.3365,0.7852,0.0463,83.2602,0.7118,126.3866
2015-07-21,0.0056,24.6969,0,244.0925,1.7269,0.3472,0.0488,137.1197,13.712,7.8195,1.5639,0.2878,0.6715,0.0488,92.9002,0.7118,126.3866
2015-07-22,0.0039,23.7322,0,248.5481,1.5599,0.3709,0.0583,139.9674,13.9967,8.124,1.6248,0.1668,0.3891,0.0583,44.6492,0.7118,126.3866
2015-07-23,0.0027,22.9261,0,252.3811,1.792,0.3662,0.0685,296.4121,29.6412,7.8653,1.5731,0.1701,0.3969,0.0685,67.2536,0.7118,126.3866
2015-07-24,0.0019,23.1127,0,251.4847,1.7593,0.3526,0.0598,170.3954,17.0395,7.8992,1.5798,0.1051,0.2453,0.0598,37.978,0.7118,126.3866
2015-07-25,0.0013,23.25,0,250.8287,1.7395,0.3718,0.0476,100.6837,10.0684,7.8755,1.5751,0.4792,1.1181,0.0476,62.3617,0.7118,126.3866
2015-07-26,9e-04,23.4593,0,249.8344,1.6505,0.336,0.0665,191.2089,19.1209,7.8897,1.5779,0.3495,0.8156,0.0665,54.3563,0.7118,126.3866
2015-07-27,7e-04,23.6284,0,249.0357,1.665,0.3826,0.0363,191.2904,19.129,7.9487,1.5897,0.5785,1.3499,0.0363,61.6321,0.7118,126.3866
2015-07-28,0.0832,23.9235,0,247.653,1.745,0.372,0.0595,257.281,25.7281,7.951,1.5902,0.1279,0.2985,0.0595,81.0398,0.7118,126.3866
2015-07-29,0.0582,23.6784,0,248.8005,1.6288,0.3639,0.0409,283.8246,28.3825,7.8939,1.5788,0.5739,1.3392,0.0409,82.8276,0.7118,126.3866
2015-07-30,0.0408,24.2302,0,246.2304,1.7347,0.3742,0.0591,57.8331,5.7833,7.9324,1.5865,0.1768,0.4124,0.0591,82.2055,0.7118,126.3866
2015-07-31,0.0285,23.0994,0,251.5486,1.691,0.3623,0.0528,160.4099,16.041,7.9703,1.5941,-0.0158,-0.037,0.0528,50.7746,0.7118,126.3866
2015-08-01,0.02,22.438,0,254.7531,1.667,0.3648,0.0525,235.5775,23.5577,7.9348,1.587,0.3405,0.7944,0.0525,72.4904,0.7118,126.3866
2015-08-02,0.014,21.7066,0,258.382,1.6932,0.3716,0.0415,214.2985,21.4298,7.9392,1.5878,0.6616,1.5437,0.0415,63.6284,0.7118,126.3866
2015-08-03,0.0098,21.5334,0,259.2542,1.7626,0.3546,0.0492,175.1583,17.5158,7.9005,1.5801,0.1592,0.3714,0.0492,58.8913,0.7118,126.3866
2015-08-04,0.0069,22.6306,0,253.8125,1.6962,0.3668,0.0488,169.6814,16.9681,7.9094,1.5819,0.5764,1.3449,0.0488,72.9197,0.7118,126.3866
2015-08-05,0.0048,22.9047,0,252.4845,1.6658,0.3703,0.058,171.771,17.1771,8.0105,1.6021,0.0349,0.0815,0.058,40.9496,0.7118,126.3866
2015-08-06,0.0101,22.3745,0,255.0648,1.6755,0.3487,0.0526,81.7176,8.1718,8.0651,1.613,0.4664,1.0882,0.0526,68.6483,0.7118,126.3866
2015-08-07,0.0071,21.3371,0,260.2499,1.6978,0.3779,0.0618,106.4051,10.6405,7.9313,1.5863,0.135,0.3149,0.0618,32.1445,0.7118,126.3866
2015-08-08,0.0049,21.1741,0,261.0817,1.7141,0.3814,0.0381,266.8755,26.6876,7.8426,1.5685,0.4578,1.0681,0.0381,19.0541,0.7118,126.3866
2015-08-09,0.0035,21.4941,0,259.4534,1.5585,0.3762,0.0481,121.3695,12.1369,8.026,1.6052,0.2112,0.4927,0.0481,62.9213,0.7118,126.3866
2015-08-10,0.213,21.7803,0,258.0119,1.6361,0.3705,0.0378,134.4489,13.4449,7.9304,1.5861,0.6118,1.4276,0.0378,96.2143,0.7118,126.3866
2015-08-11,0.1491,22.1691,0,256.0769,1.7052,0.3678,0.0431,136.7675,13.6767,7.9526,1.5905,-0.0129,-0.0301,0.0431,56.5662,0.7118,126.3866
2015-08-12,0.1044,21.9726,0,257.0516,1.6706,0.3546,0.0519,126.3903,12.639,7.9548,1.591,-0.0097,-0.0227,0.0519,77.4568,0.7118,126.3866
2015-08-13,0.0731,21.2993,0,260.4424,1.661,0.3599,0.045,0.3154,0.0315,7.8955,1.5791,-0.0135,-0.0315,0.045,35.1743,0.7118,126.3866
2015-08-14,0.0511,21.421,0,259.8233,1.7287,0.3849,0.0365,154.6597,15.466,7.8391,1.5678,0.3061,0.7142,0.0365,60.4515,0.7118,126.3866
2015-08-15,0.0358,22.0442,0,256.6958,1.6798,0.3521,0.0373,197.7897,19.779,7.9542,1.5908,0.5058,1.1803,0.0373,48.9325,0.7118,126.3866
2015-08-16,0.0251,22.3645,0,255.1139,1.7386,0.3811,0.0399,137.9952,13.7995,7.8951,1.579,-0.012,-0.028,0.0399,86.1962,0.7118,126.3866
2015-08-17,0.0175,22.5524,0,254.1938,1.7963,0.3328,0.0506,172.6571,17.2657,7.8345,1.5669,0.1459,0.3405,0.0506,84.6394,0.7118,126.3866
2015-08-18,0.0336,22.7106,0,253.4236,1.6467,0.3392,0.0609,0,0,7.9416,1.5883,0.0833,0.1943,0.0609,70.2243,0.7118,126.3866
2015-08-19,0.0235,22.8469,0,252.7636,1.7461,0.3728,0.051,137.2065,13.7206,7.9022,1.5804,0.2709,0.6321,0.051,69.8434,0.7118,126.3866
2015-08-20,0.0164,22.9239,0,252.3921,1.6872,0.399,0.0588,148.2338,14.8234,7.8725,1.5745,0.2791,0.6511,0.0588,82.8407,0.7118,126.3866
2015-08-21,0.0115,21.8119,0,257.8539,1.8372,0.355,0.0587,190.1565,19.0157,7.8403,1.5681,0.0708,0.1651,0.0587,54.8983,0.7118,126.3866
2015-08-22,0.0081,20.722,0,263.4132,1.7198,0.337,0.0742,122.9781,12.2978,7.8768,1.5754,0.1091,0.2545,0.0742,55.8031,0.7118,126.3866
2015-08-23,0.0056,21.0029,0,261.96,1.6936,0.3416,0.033,131.7539,13.1754,7.8818,1.5764,0.61,1.4233,0.033,70.2384,0.7118,126.3866
2015-08-24,0.0039,21.9312,0,257.2576,1.6693,0.3825,0.0504,214.8836,21.4884,7.9297,1.5859,0.055,0.1282,0.0504,61.2639,0.7118,126.3866
2015-08-25,0.0028,20.6264,0,263.9111,1.6749,0.3744,0.0588,377.7624,37.7762,7.9278,1.5856,0.078,0.1821,0.0588,59.4675,0.7118,126.3866
2015-08-26,0.0019,19.0502,0,272.3658,1.7673,0.3738,0.013,231.2897,23.129,7.8395,1.5679,0.1137,0.2653,0.013,72.2211,0.7118,126.3866
2015-08-27,0.0014,18.7877,0,273.8208,1.6769,0.3363,0.0494,251.9591,25.1959,8.0475,1.6095,-0.0148,-0.0346,0.0494,70.8933,0.7118,126.3866
2015-08-28,9e-04,19.2251,0,271.4039,1.7797,0.3388,0.0499,92.4892,9.2489,7.8258,1.5652,0.4652,1.0854,0.0499,42.6484,0.7118,126.3866
2015-08-29,7e-04,19.5518,0,269.6236,1.648,0.3685,0.046,200.3501,20.035,7.9598,1.592,0.1789,0.4175,0.046,51.5086,0.7118,126.3866
2015-08-30,5e-04,19.8378,0,268.0816,1.7959,0.3662,0.05,172.6058,17.2606,7.8228,1.5646,0.0126,0.0293,0.05,42.1153,0.7118,126.3866
2015-08-31,3e-04,20.2142,0,266.0766,1.8071,0.3784,0.0276,72.4737,7.2474,7.7814,1.5563,0.2001,0.4669,0.0276,79.622,0.7118,126.3866
2015-09-01,2e-04,20.5665,0,264.2239,1.6767,0.348,0.0629,212.3435,21.2344,7.9698,1.594,0.4164,0.9715,0.0629,51.1889,0.7118,126.3866
2015-09-02,2e-04,21.1719,0,261.0929,1.5752,0.3676,0.0296,220.7319,22.0732,8.1006,1.6201,0.5256,1.2264,0.0296,37.9009,0.7118,126.3866
2015-09-03,1e-04,20.8768,0,262.6108,1.7394,0.3375,0.0455,79.8832,7.9883,7.9538,1.5908,0.2755,0.6428,0.0455,82.7684,0.7118,126.3866
2015-09-04,0.1831,20.9741,0,262.1086,1.6823,0.3685,0.0552,81.7337,8.1734,7.8003,1.5601,0.1001,0.2335,0.0552,47.0088,0.7118,126.3866
2015-09-05,0.1281,20.9292,0,262.3401,1.7996,0.3619,0.0456,48.0544,4.8054,7.8417,1.5683,-0.0137,-0.0319,0.0456,43.6832,0.7118,126.3866
2015-09-06,0.0897,21.0833,0,261.5467,1.7438,0.379,0.0489,150.06,15.006,7.8465,1.5693,0.1212,0.2829,0.0489,38.4822,0.7118,126.3866
2015-09-07,0.0628,20.7068,0,263.4923,1.7213,0.3413,0.0374,257.5034,25.7503,7.9543,1.5909,0.0815,0.1902,0.0374,73.2968,0.7118,126.3866
2015-09-08,0.044,21.3313,0,260.2796,1.6346,0.3324,0.0537,16.8963,1.6896,8.0658,1.6132,0.1235,0.2881,0.0537,50.005,0.7118,126.3866
2015-09-09,0.0308,21.6531,0,258.6506,1.6555,0.3675,0.0371,178.7663,17.8766,7.8636,1.5727,0.1008,0.2353,0.0371,61.6826,0.7118,126.3866
2015-09-10,0.0215,21.6674,0,258.5788,1.8174,0.3654,0.0488,184.1789,18.4179,7.8531,1.5706,0.1682,0.3924,0.0488,51.2572,0.7118,126.3866
2015-09-11,0.0151,20.6169,0,263.9606,1.6526,0.3524,0.0341,59.1671,5.9167,7.9752,1.595,0.2092,0.4881,0.0341,39.1898,0.7118,126.3866
2015-09-12,0.0106,20.0525,0,266.9346,1.6739,0.3758,0.0383,35.733,3.5733,7.9052,1.581,-0.0115,-0.0268,0.0383,55.3811,0.7118,126.3866
2015-09-13,0.0074,17.0557,0,283.7802,1.781,0.3554,0.0364,276.5933,27.6593,7.8408,1.5682,0.2825,0.6592,0.0364,65.4253,0.7118,126.3866
2015-09-14,0.0052,15.3468,0,294.2603,1.6752,0.3556,0.065,160.5899,16.059,7.8983,1.5797,0.501,1.169,0.065,68.77,0.7118,126.3866
2015-09-15,0.0036,16.1444,0,289.2844,1.8154,0.3624,0.0337,0,0,7.8068,1.5614,0.4508,1.0518,0.0337,74.4585,0.7118,126.3866
2015-09-16,0.0025,16.8279,0,285.1384,1.6772,0.3749,0.0615,206.3322,20.6332,7.9375,1.5875,0.1221,0.285,0.0615,33.326,0.7118,126.3866
2015-09-17,0.0018,17.172,0,283.0915,1.7415,0.3848,0.0513,287.453,28.7453,7.9551,1.591,0.0956,0.2231,0.0513,67.9278,0.7118,126.3866
2015-09-18,0.0012,17.3585,0,281.9926,1.6112,0.354,0.0693,353.6948,35.3695,8.0338,1.6068,0.3644,0.8502,0.0693,58.4941,0.7118,126.3866
2015-09-19,9e-04,17.7764,0,279.559,1.7439,0.399,0.0348,169.3508,16.9351,7.8347,1.5669,0.3603,0.8407,0.0348,51.7309,0.7118,126.3866
2015-09-20,6e-04,18.5609,0,275.0891,1.6925,0.349,0.0391,324.3063,32.4306,7.9295,1.5859,0.5164,1.205,0.0391,67.0622,0.7118,126.3866
2015-09-21,0.377,17.1062,0,283.4805,1.6869,0.3725,0.0466,209.0495,20.9049,8.0431,1.6086,-0.014,-0.0326,0.0466,24.4155,0.7118,126.3866
2015-09-22,0.3382,17.2949,0,282.3666,1.7667,0.3768,0.0348,207.5757,20.7576,7.8664,1.5733,0.0032,0.0074,0.0348,55.803,0.7118,126.3866
2015-09-23,0.2367,17.8075,0,279.379,1.6845,0.3754,0.0722,283.4706,28.3471,7.9741,1.5948,0.553,1.2903,0.0722,56.5929,0.7118,126.3866
2015-09-24,0.1657,17.7855,0,279.506,1.6508,0.3551,0.0652,157.321,15.7321,7.9062,1.5812,0.2534,0.5912,0.0652,63.4048,0.7118,126.3866
2015-09-25,0.1496,17.648,0,280.3025,1.7505,0.3729,0.0301,144.5413,14.4541,7.8019,1.5604,0.2127,0.4963,0.0301,74.188,0.7118,126.3866
2015-09-26,0.3353,17.2852,0,282.4237,1.6545,0.3669,0.0408,165.7503,16.575,7.9473,1.5895,0.4948,1.1545,0.0408,78.1214,0.7118,126.3866
2015-09-27,0.5744,17.2504,0,282.6286,1.7033,0.3644,0.0348,8.7365,0.8736,7.9188,1.5838,0.1997,0.4659,0.0348,55.6327,0.7118,126.3866
2015-09-28,0.4251,18.4949,0,275.4604,1.73,0.3648,0.0441,171.876,17.1876,7.8482,1.5696,-0.0132,-0.0309,0.0441,63.7712,0.7118,126.3866
2015-09-29,0.7799,18.8132,0,273.6788,1.7469,0.3718,0.0468,50.1887,5.0189,7.9143,1.5829,0.0894,0.2086,0.0468,39.967,0.7118,126.3866
2015-09-30,0.5459,19.1223,0,271.9686,1.6991,0.3501,0.0454,202.5563,20.2556,7.8986,1.5797,0.2239,0.5224,0.0454,93.9923,0.7118,126.3866
2015-10-01,0.3821,18.7335,0,274.1228,1.7646,0.3672,0.0502,106.7303,10.673,8.007,1.6014,-0.0151,-0.0351,0.0502,53.5985,0.7118,126.3866
2015-10-02,0.4855,17.175,0,283.0737,1.6586,0.3887,0.0493,44.3513,4.4351,7.9429,1.5886,0.5575,1.3008,0.0493,73.2531,0.7118,126.3866
2015-10-03,0.5331,15.7266,0,291.872,1.7313,0.3657,0.0329,248.0914,24.8091,7.9573,1.5915,0.8229,1.9201,0.0329,82.875,0.7118,126.3866
2015-10-04,0.3731,16.0605,0,289.8004,1.6016,0.3702,0.048,144.1291,14.4129,7.9311,1.5862,0.1892,0.4416,0.048,76.9389,0.7118,126.3866
2015-10-05,0.2612,15.9972,0,290.1913,1.6244,0.3522,0.0585,265.3792,26.5379,8.1093,1.6219,0.3524,0.8223,0.0585,49.2353,0.7118,126.3866
2015-10-06,0.1828,16.176,0,289.0899,1.632,0.3327,0.0418,0,0,7.9675,1.5935,0.6683,1.5593,0.0418,74.8053,0.7118,126.3866
2015-10-07,0.128,16.8989,0,284.7142,1.6663,0.3572,0.0415,191.2578,19.1258,7.8272,1.5654,0.1916,0.447,0.0415,33.1634,0.7118,126.3866
2015-10-08,0.0896,17.5538,0,280.8509,1.7225,0.3694,0.0428,251.544,25.1544,7.9652,1.593,0.6955,1.6228,0.0428,47.3093,0.7118,126.3866
2015-10-09,0.1077,18.1091,0,277.6477,1.6589,0.3982,0.0488,40.055,4.0055,7.8664,1.5733,0.733,1.7103,0.0488,26.6993,0.7118,126.3866
2015-10-10,0.0878,17.4109,0,281.6853,1.6851,0.3606,0.0379,163.3563,16.3356,7.9545,1.5909,0.3539,0.8258,0.0379,113.06,0.7118,126.3866
2015-10-11,0.0615,16.5741,0,286.6657,1.6846,0.3672,0.0456,115.9917,11.5992,8.0133,1.6027,0.3995,0.9322,0.0456,57.0975,0.7118,126.3866
2015-10-12,0.043,16.8005,0,285.3025,1.6486,0.3704,0.0467,263.0272,26.3027,7.9326,1.5865,0.2919,0.6811,0.0467,64.814,0.7118,126.3866
2015-10-13,0.0301,17.1797,0,283.046,1.68,0.3468,0.0347,198.9475,19.8948,8.0374,1.6075,0.0317,0.0739,0.0347,65.8595,0.7118,126.3866
2015-10-14,0.0211,16.7445,0,285.6388,1.661,0.3492,0.0598,162.5835,16.2584,7.93,1.586,0.3729,0.8702,0.0598,72.418,0.7118,126.3866
2015-10-15,0.0148,16.1124,0,289.481,1.6985,0.3832,0.0497,171.2306,17.1231,7.9651,1.593,0.63,1.4701,0.0497,65.2754,0.7118,126.3866
2015-10-16,0.0103,15.8801,0,290.9163,1.7113,0.3785,0.0528,143.3693,14.3369,7.9563,1.5913,0.7015,1.6368,0.0528,42.5555,0.7118,126.3866
2015-10-17,0.0072,14.7735,0,297.9317,1.7914,0.3684,0.0414,70.2962,7.0296,7.7608,1.5522,0.4032,0.9408,0.0414,79.6069,0.7118,126.3866
2015-10-18,0.0051,13.6323,0,305.4897,1.7543,0.3561,0.0381,179.7856,17.9786,7.905,1.581,0.1443,0.3367,0.0381,71.2448,0.7118,126.3866
2015-10-19,0.0035,13.2381,0,308.1799,1.7725,0.3682,0.053,128.8753,12.8875,7.8159,1.5632,-0.0159,-0.0371,0.053,81.1312,0.7118,126.3866
2015-10-20,0.0025,13.6992,0,305.0374,1.6767,0.3803,0.0424,201.212,20.1212,7.8052,1.561,0.1672,0.3902,0.0424,46.5579,0.7118,126.3866
2015-10-21,0.0017,14.2153,0,301.5864,1.6158,0.3904,0.054,133.3892,13.3389,7.9426,1.5885,0.2926,0.6828,0.054,55.6742,0.7118,126.3866
2015-10-22,0.0012,14.582,0,299.1769,1.7121,0.377,0.0558,206.9141,20.6914,7.9159,1.5832,0.1412,0.3296,0.0558,50.0229,0.7118,126.3866
2015-10-23,9e-04,15.2542,0,294.8479,1.6134,0.3911,0.0559,114.9046,11.4905,7.8338,1.5668,0.2925,0.6824,0.0559,68.699,0.7118,126.3866
2015-10-24,6e-04,14.9069,0,297.0705,1.695,0.3797,0.0586,91.7959,9.1796,7.9597,1.5919,0.4475,1.0441,0.0586,19.123,0.7118,126.3866
2015-10-25,4e-04,14.8827,0,297.2262,1.735,0.3816,0.0654,182.9573,18.2957,7.859,1.5718,-0.0196,-0.0458,0.0654,47.2551,0.7118,126.3866
2015-10-26,3e-04,13.8395,0,304.0923,1.6896,0.3951,0.0398,356.0713,35.6071,7.9482,1.5896,0.0437,0.1019,0.0398,37.615,0.7118,126.3866
2015-10-27,0.2487,12.6257,0,312.4441,1.751,0.3773,0.0552,62.3335,6.2333,7.8595,1.5719,0.7433,1.7343,0.0552,87.5517,0.7118,126.3866
2015-10-28,0.4538,13.5041,0,306.3603,1.6673,0.369,0.0555,240.4022,24.0402,7.967,1.5934,0.6062,1.4145,0.0555,85.1043,0.7118,126.3866
2015-10-29,0.3177,14.1249,0,302.1859,1.6259,0.3444,0.062,183.481,18.3481,7.9494,1.5899,0.2797,0.6526,0.062,37.3447,0.7118,126.3866
2015-10-30,0.2224,13.0259,0,309.6456,1.7287,0.3353,0.0422,140.919,14.0919,7.8494,1.5699,0.223,0.5204,0.0422,52.0646,0.7118,126.3866
2015-10-31,0.1557,12.3872,0,314.1336,1.6759,0.3568,0.0364,144.15,14.415,7.9479,1.5896,0.6311,1.4726,0.0364,17.0707,0.7118,126.3866
2015-11-01,0.109,13.2605,0,308.0258,1.6743,0.379,0.041,152.2958,15.2296,7.972,1.5944,0.2683,0.6261,0.041,68.2592,0.7118,126.3866
2015-11-02,0.0796,13.696,0,305.0585,1.7715,0.3757,0.0523,205.6761,20.5676,7.9177,1.5835,0.3381,0.789,0.0523,76.6681,0.7118,126.3866
2015-11-03,0.0557,13.8106,0,304.2863,1.7466,0.3628,0.0522,105.0642,10.5064,7.9987,1.5997,0.1381,0.3222,0.0522,93.092,0.7118,126.3866
2015-11-04,0.039,14.3692,0,300.5712,1.6655,0.3707,0.0359,285.0044,28.5004,8.0159,1.6032,0.3482,0.8126,0.0359,56.834,0.7118,126.3866
2015-11-05,0.0273,15.0234,0,296.3212,1.6853,0.3523,0.0429,222.3971,22.2397,7.9312,1.5862,0.0259,0.0605,0.0429,58.9817,0.7118,126.3866
2015-11-06,0.0191,15.8212,0,291.2825,1.6226,0.3424,0.0559,247.3102,24.731,8.0456,1.6091,0.656,1.5306,0.0559,87.666,0.7118,126.3866
2015-11-07,0.0303,15.7906,0,291.4728,1.7417,0.3548,0.0628,234.7157,23.4716,7.9381,1.5876,0.0952,0.2222,0.0628,50.6656,0.7118,126.3866
2015-11-08,0.0212,13.2391,0,308.173,1.7137,0.3445,0.0563,273.1568,27.3157,7.899,1.5798,0.363,0.8469,0.0563,40.0202,0.7118,126.3866
2015-11-09,0.2704,11.7928,0,318.4147,1.6655,0.3698,0.0433,186.4962,18.6496,8.0463,1.6093,0.1571,0.3666,0.0433,64.2684,0.7118,126.3866
2015-11-10,0.2191,12.8595,0,310.8039,1.6706,0.3476,0.0516,251.2975,25.1297,7.9762,1.5952,0.279,0.6511,0.0516,70.3392,0.7118,126.3866
2015-11-11,0.1534,12.518,0,313.2051,1.6922,0.3708,0.049,249.1958,24.9196,7.9894,1.5979,0.4044,0.9436,0.049,79.6491,0.7118,126.3866
2015-11-12,0.1074,12.5504,0,312.9756,1.7539,0.3772,0.042,295.3248,29.5325,7.8954,1.5791,0.3407,0.7949,0.042,85.012,0.7118,126.3866
2015-11-13,0.0752,11.6493,0,319.4638,1.6713,0.3192,0.0344,202.6899,20.269,8.0316,1.6063,0.1951,0.4552,0.0344,40.8326,0.7118,126.3866
2015-11-14,0.0526,10.2285,0,330.1891,1.7205,0.3447,0.056,111.6145,11.1615,7.897,1.5794,0.5082,1.1858,0.056,33.8011,0.7118,126.3866
2015-11-15,0.0368,10.08,0,331.3467,1.6181,0.3627,0.0509,113.2239,11.3224,8.0913,1.6183,0.1638,0.3822,0.0509,50.4782,0.7118,126.3866
2015-11-16,0.0258,10.3452,0,329.2845,1.6849,0.3576,0.0527,194.7448,19.4745,7.8826,1.5765,0.4456,1.0396,0.0527,68.8017,0.7118,126.3866
2015-11-17,0.018,10.7535,0,326.1529,1.6667,0.3853,0.0402,67.7129,6.7713,7.8886,1.5777,0.3258,0.7602,0.0402,49.5914,0.7118,126.3866
2015-11-18,0.0179,10.9564,0,324.616,1.7129,0.3435,0.0735,248.928,24.8928,7.8635,1.5727,0.4575,1.0674,0.0735,66.3491,0.7118,126.3866
2015-11-19,0.2758,12.1352,0,315.936,1.6441,0.3859,0.0375,230.5719,23.0572,7.9352,1.587,0.103,0.2403,0.0375,75.6585,0.7118,126.3866
2015-11-20,0.1931,10.6108,0,327.2413,1.6546,0.3537,0.0546,66.3996,6.64,7.9942,1.5988,0.8013,1.8698,0.0546,61.7352,0.7118,126.3866
2015-11-21,0.1351,9.4403,0,336.416,1.6639,0.3592,0.0438,103.0796,10.308,8.0314,1.6063,0.0107,0.0249,0.0438,54.8777,0.7118,126.3866
2015-11-22,0.0946,9.289,0,337.6353,1.6934,0.3648,0.0456,219.5484,21.9548,7.9738,1.5948,0.1948,0.4546,0.0456,76.5536,0.7118,126.3866
2015-11-23,0.0662,8.0854,0,347.6133,1.7436,0.3368,0.0573,256.5375,25.6537,7.9858,1.5972,0.0725,0.1691,0.0573,35.8674,0.7118,126.3866
2015-11-24,0.0464,7.9859,0,348.4617,1.6441,0.368,0.0393,179.3981,17.9398,8.0172,1.6034,0.2913,0.6798,0.0393,71.558,0.7118,126.3866
2015-11-25,0.0324,8.0263,0,348.117,1.6706,0.3505,0.0544,253.2301,25.323,7.9997,1.5999,0.6817,1.5907,0.0544,92.4645,0.7118,126.3866
2015-11-26,0.0227,8.5064,0,344.065,1.713,0.3568,0.0576,249.3013,24.9301,8.0296,1.6059,-0.0173,-0.0403,0.0576,57.0816,0.7118,126.3866
2015-11-27,0.0159,9.1163,0,339.036,1.6722,0.3573,0.0383,81.1947,8.1195,7.8826,1.5765,0.6009,1.4022,0.0383,75.219,0.7118,126.3866
2015-11-28,0.0111,9.651,0,334.7314,1.5739,0.3482,0.0588,171.4526,17.1453,8.0848,1.617,0.4843,1.1301,0.0588,32.8868,0.7118,126.3866
2015-11-29,0.0103,10.4524,0,328.4569,1.6753,0.3669,0.0243,262.7913,26.2791,7.9424,1.5885,0.5943,1.3866,0.0243,84.2904,0.7118,126.3866
2015-11-30,0.1279,9.7437,0,333.9946,1.5676,0.344,0.0364,216.5079,21.6508,8.0209,1.6042,0.1306,0.3047,0.0364,27.5755,0.7118,126.3866
2015-12-01,0.3129,9.1149,0,339.047,1.6797,0.3469,0.0576,88.883,8.8883,8.0331,1.6066,0.0729,0.17,0.0576,56.2401,0.7118,126.3866
2015-12-02,0.3099,9.9372,0,332.4669,1.7644,0.3561,0.0391,356.0698,35.607,7.9046,1.5809,0.5687,1.327,0.0391,58.6224,0.7118,126.3866
2015-12-03,0.217,8.7576,0,341.9782,1.6649,0.357,0.0432,133.9213,13.3921,8.019,1.6038,0.2775,0.6474,0.0432,89.8832,0.7118,126.3866
2015-12-04,0.1519,7.6859,0,351.0396,1.7085,0.3496,0.0537,227.6372,22.7637,7.9639,1.5928,0.0905,0.2112,0.0537,86.232,0.7118,126.3866
2015-12-05,0.1063,7.6899,0,351.0048,1.6952,0.3399,0.0457,190.9174,19.0917,8.0671,1.6134,0.1901,0.4437,0.0457,91.9464,0.7118,126.3866
2015-12-06,0.0744,7.5625,0,352.1103,1.7258,0.3421,0.0509,107.1831,10.7183,7.931,1.5862,0.3578,0.8348,0.0509,69.562,0.7118,126.3866
2015-12-07,0.0586,7.8338,0,349.7647,1.6394,0.3639,0.0682,6.2309,0.6231,8.0403,1.6081,0.2082,0.4857,0.0682,64.4389,0.7118,126.3866
2015-12-08,0.041,7.7828,0,350.2032,1.6849,0.3525,0.046,81.7047,8.1705,7.9902,1.598,0.2446,0.5708,0.046,67.2539,0.7118,126.3866
2015-12-09,0.0287,7.7701,0,350.3127,1.7537,0.3773,0.0555,277.5778,27.7578,7.8371,1.5674,0.502,1.1713,0.0555,58.7525,0.7118,126.3866
2015-12-10,0.0201,8.2024,0,346.621,1.7418,0.3646,0.0631,243.5039,24.3504,7.8551,1.571,-0.0189,-0.0442,0.0631,83.6597,0.7118,126.3866
2015-12-11,0.0141,8.6043,0,343.2489,1.6893,0.3742,0.0391,23.6815,2.3682,7.9694,1.5939,0.2793,0.6518,0.0391,51.3074,0.7118,126.3866
