Reservoir,Site,DateTime,Depth_m,Temp_C,DO_mgL,DOSat,Cond_uScm,PAR_umolm2s,ORP_mV,pH,Flag_Temp,Flag_DO,Flag_DOSat,Flag_Cond,Flag_PAR,Flag_ORP,Flag_pH,Notes 
FCR,100,2021-08-31 13:46:00,0.1,20.3,8.51,94.8,,,,,0,0,0,0,0,0,0,
BVR,50,2021-09-06 09:57:00,0.1,24.7,8.72,105.5,,,,,0,0,0,0,0,0,0,
BVR,50,2021-09-06 09:58:00,1,24.8,8.73,105.5,,,,,0,0,0,0,0,0,0,
BVR,50,2021-09-06 09:58:00,2,24.8,8.7,105.2,,,,,0,0,0,0,0,0,0,
BVR,50,2021-09-06 09:59:00,3,24.8,8.66,104.8,,,,,0,0,0,0,0,0,0,
BVR,50,2021-09-06 10:00:00,4,24.1,4.21,50.1,,,,,0,0,0,0,0,0,0,
BVR,50,2021-09-06 10:01:00,5,18.8,0.33,3.6,,,,,0,0,0,0,0,0,0,
BVR,50,2021-09-06 10:05:00,4.1,23.4,3.78,45.5,,,,,0,0,0,0,0,0,0,
BVR,50,2021-09-06 10:10:00,4.2,23.4,2.41,28.3,,,,,0,0,0,0,0,0,0,
BVR,50,2021-09-06 10:11:00,4.3,23.2,1.24,14.4,,,,,0,0,0,0,0,0,0,
BVR,50,2021-09-06 10:13:00,6,16.3,0.22,2.3,,,,,0,0,0,0,0,0,0,
BVR,50,2021-09-06 10:15:00,7,13.1,0.21,2.1,,,,,0,0,0,0,0,0,0,
BVR,50,2021-09-06 10:16:00,8,10.8,0.19,1.8,,,,,0,0,0,0,0,0,0,
BVR,50,2021-09-06 10:16:00,9,10.1,0.18,1.6,,,,,0,0,0,0,0,0,0,
BVR,50,2021-09-06 10:17:00,10,9.9,0.16,1.4,,,,,0,0,0,0,0,0,0,
BVR,50,2021-09-06 10:18:00,11,9.9,0.16,1.4,,,,,0,0,0,0,0,0,0,
FCR,50,2021-09-06 14:25:00,0.1,25.4,8.12,98.5,,,,,0,0,0,0,0,0,0,
FCR,50,2021-09-06 14:26:00,1,25.5,8.06,98.1,,,,,0,0,0,0,0,0,0,
FCR,50,2021-09-06 14:27:00,2,25,8.09,97.3,,,,,0,0,0,0,0,0,0,
FCR,50,2021-09-06 14:28:00,3,22.6,4.18,48.5,,,,,0,0,0,0,0,0,0,
FCR,50,2021-09-06 14:30:00,4,17.5,1.75,18.2,,,,,0,0,0,0,0,0,0,
FCR,50,2021-09-06 14:32:00,3.3,20.5,1.89,20.2,,,,,0,0,0,0,0,0,0,
FCR,50,2021-09-06 14:33:00,3.2,20.9,1.9,21.4,,,,,0,0,0,0,0,0,0,
FCR,50,2021-09-06 14:34:00,3.1,21.5,2.3,26.2,,,,,0,0,0,0,0,0,0,
FCR,50,2021-09-06 14:35:00,5,13,0.7,6.1,,,,,0,0,0,0,0,0,0,
FCR,50,2021-09-06 14:36:00,6,11.6,0.28,2.4,,,,,0,0,0,0,0,0,0,
FCR,50,2021-09-06 14:37:00,7,11.5,0.25,2.1,,,,,0,0,0,0,0,0,0,
FCR,50,2021-09-06 14:38:00,8,11.4,0.23,2.1,,,,,0,0,0,0,0,0,0,
FCR,50,2021-09-06 14:39:00,9,11.3,0.21,1.9,,,,,0,0,0,0,0,0,0,
FCR,50,2021-09-14 09:48:00,0.1,23.4,8.24,95.7,,,,,0,0,0,0,0,0,0,
FCR,50,2021-09-14 09:49:00,1,23.3,8.25,95.9,,,,,0,0,0,0,0,0,0,
FCR,50,2021-09-14 09:50:00,2,23,8.15,94.7,,,,,0,0,0,0,0,0,0,
FCR,50,2021-09-14 09:51:00,3,22.5,7.53,86.9,,,,,0,0,0,0,0,0,0,
FCR,50,2021-09-14 09:54:00,4,17.9,1.79,18.8,,,,,0,0,0,0,0,0,0,
FCR,50,2021-09-14 09:56:00,3.8,18.8,1.85,19.7,,,,,0,0,0,0,0,0,0,
FCR,50,2021-09-14 09:57:00,3.7,20.1,2.25,24.9,,,,,0,0,0,0,0,0,0,
FCR,50,2021-09-14 09:58:00,5,14.1,0.34,3.3,,,,,0,0,0,0,0,0,0,
FCR,50,2021-09-14 10:00:00,6,12,0.22,2.2,,,,,0,0,0,0,0,0,0,
FCR,50,2021-09-14 10:01:00,7,11.7,0.23,2.3,,,,,0,0,0,0,0,0,0,
FCR,50,2021-09-14 10:02:00,8,11.6,0.25,2.3,,,,,0,0,0,0,0,0,0,
FCR,50,2021-09-14 10:03:00,9,11.5,0.23,2.1,,,,,0,0,0,0,0,0,0,
FCR,50,2021-09-14 10:04:00,9.5,11.5,0.21,1.9,,,,,0,0,0,0,0,0,0,
FCR,50,2021-09-14 10:05:00,10,11.5,0.2,1.8,,,,,0,0,0,0,0,0,0,
FCR,100,2021-09-14 16:18:00,0.1,20.4,8.36,92.2,,,,,0,0,0,0,0,0,0,
BVR,50,2021-09-21 10:50:00,0.1,22.7,7.71,89.9,,,,,0,0,0,0,0,0,0,
BVR,50,2021-09-21 10:53:00,1,23,7.62,88.6,,,,,0,0,0,0,0,0,0,
BVR,50,2021-09-21 10:54:00,2,23,7.46,86.2,,,,,0,0,0,0,0,0,0,
BVR,50,2021-09-21 10:55:00,3,23,7.16,82.6,,,,,0,0,0,0,0,0,0,
BVR,50,2021-09-21 10:57:00,4,23,7.18,83.3,,,,,0,0,0,0,0,0,0,
BVR,50,2021-09-21 10:59:00,5,19,0.45,4.8,,,,,0,0,0,0,0,0,0,
BVR,50,2021-09-21 11:00:00,6,14.9,0.28,2.7,,,,,0,0,0,0,0,0,0,
BVR,50,2021-09-21 11:01:00,7,12.6,0.24,2.2,,,,,0,0,0,0,0,0,0,
BVR,50,2021-09-21 11:02:00,8,10.9,0.2,1.9,,,,,0,0,0,0,0,0,0,
BVR,50,2021-09-21 11:03:00,9,10.2,0.19,1.8,,,,,0,0,0,0,0,0,0,
BVR,50,2021-09-21 11:04:00,10,9.8,0.19,1.7,,,,,0,0,0,0,0,0,0,
BVR,50,2021-09-21 11:05:00,11,9.6,0.17,1.5,,,,,0,0,0,0,0,0,0,
BVR,50,2021-09-21 11:07:00,4.1,22,6.43,74.5,,,,,0,0,0,0,0,0,0,
BVR,50,2021-09-21 11:08:00,4.2,22.8,7,81.1,,,,,0,0,0,0,0,0,0,
BVR,50,2021-09-21 11:10:00,4.3,22.9,6.98,80.9,,,,,0,0,0,0,0,0,0,
BVR,50,2021-09-21 11:12:00,4.4,22.6,2.85,32.9,,,,,0,0,0,0,0,0,0,
BVR,50,2021-09-21 11:13:00,4.5,21.8,0.3,3.2,,,,,0,0,0,0,0,0,0,
FCR,50,2021-09-21 14:27:00,0.1,22.5,8.82,100.1,,,,,0,0,0,0,0,0,0,
FCR,50,2021-09-21 14:28:00,1,23.1,8.71,100.8,,,,,0,0,0,0,0,0,0,
FCR,50,2021-09-21 14:29:00,2,23.1,8.69,100.3,,,,,0,0,0,0,0,0,0,
FCR,50,2021-09-21 14:30:00,3,22.7,8.9,101.7,,,,,0,0,0,0,0,0,0,
FCR,50,2021-09-21 14:32:00,4,18.7,0.61,5.7,,,,,0,0,0,0,0,0,0,
FCR,50,2021-09-21 14:34:00,5,14.6,0.3,3,,,,,0,0,0,0,0,0,0,
FCR,50,2021-09-21 14:35:00,6,12.2,0.35,3.2,,,,,0,0,0,0,0,0,0,
FCR,50,2021-09-21 14:36:00,7,11.9,0.37,3.5,,,,,0,0,0,0,0,0,0,
FCR,50,2021-09-21 14:37:00,8,11.8,0.4,3.7,,,,,0,0,0,0,0,0,0,
FCR,50,2021-09-21 14:39:00,9,11.7,0.32,2.9,,,,,0,0,0,0,0,0,0,
FCR,50,2021-09-21 14:40:00,10,11.7,0.3,2.7,,,,,0,0,0,0,0,0,0,
CCR,50,2021-09-23 13:52:00,0.1,23.8,8.92,103.5,,,,,0,0,0,0,0,0,0,
CCR,50,2021-09-23 13:54:00,1,23.8,8.84,103,,,,,0,0,0,0,0,0,0,
CCR,50,2021-09-23 13:56:00,2,23.8,8.89,103.4,,,,,0,0,0,0,0,0,0,
CCR,50,2021-09-28 13:59:00,3,23.8,8.83,103,,,,,0,0,0,0,0,0,0,
CCR,50,2021-09-23 14:01:00,4,23.8,8.85,102.7,,,,,0,0,0,0,0,0,0,
CCR,50,2021-09-23 14:02:00,5,23.8,8.84,102.5,,,,,0,0,0,0,0,0,0,
CCR,50,2021-09-23 14:04:00,6,23.6,8.49,97.5,,,,,0,0,0,0,0,0,0,
CCR,50,2021-09-23 14:07:00,7,21.4,6.8,28.3,,,,,0,0,0,0,0,0,0,
CCR,50,2021-09-23 14:09:00,8,19.4,6.15,65.4,,,,,0,0,0,0,0,0,0,
CCR,50,2021-09-23 14:11:00,9,16.8,3.75,38.4,,,,,0,0,0,0,0,0,0,
CCR,50,2021-09-23 14:13:00,10,13.4,3.1,28.7,,,,,0,0,0,0,0,0,0,
CCR,50,2021-09-23 14:15:00,11,12.4,3.5,32.1,,,,,0,0,0,0,0,0,0,
CCR,50,2021-09-23 14:17:00,15,11.7,3.89,35,,,,,0,0,0,0,0,0,0,
CCR,50,2021-09-23 14:20:00,19,11.5,1.96,17.5,,,,,0,0,0,0,0,0,0,
CCR,HBP,2021-09-23 15:06:00,19,17,9.93,101.4,28.2,,,6.67,0,0,0,0,0,0,0,
CCR,TCT,2021-09-23 17:05:00,0.1,19,9.72,102.6,392.2,,,8.18,0,0,0,0,0,0,0,
CCR,SMB,2021-09-23 18:20:00,0.1,16.6,10.11,101.6,15.6,,,5.95,0,0,0,0,0,0,0,
CCR,CCT,2021-09-23 18:55:00,0.1,17,10.2,102.6,323.5,,,8.41,0,0,0,0,0,0,0,
FCR,50,2021-09-27 11:37:00,0.1,20,8.83,96.2,,,,,0,0,0,0,0,0,0,
FCR,50,2021-09-27 11:38:00,1,19.7,8.79,95.5,,,,,0,0,0,0,0,0,0,
FCR,50,2021-09-27 00:00:00,2,19.7,8.8,94.8,,,,,0,0,0,0,0,0,0,
FCR,50,2021-09-27 11:41:00,3,19.5,8.68,93.7,,,,,0,0,0,0,0,0,0,
FCR,50,2021-09-27 11:42:00,4,18.5,3.16,33.4,,,,,0,0,0,0,0,0,0,
FCR,50,2021-09-27 11:44:00,5,14.6,0.51,4.9,,,,,0,0,0,0,0,0,0,
FCR,50,2021-09-27 11:45:00,6,12.6,0.63,5.9,,,,,0,0,0,0,0,0,0,
FCR,50,2021-09-27 11:46:00,7,12.1,0.7,6.5,,,,,0,0,0,0,0,0,0,
FCR,50,2021-09-27 00:00:00,8,12,0.71,6.5,,,,,0,0,0,0,0,0,0,No time recorded
FCR,50,2021-09-27 11:47:00,9,11.9,0.68,6.3,,,,,0,0,0,0,0,0,0,
FCR,50,2021-09-27 00:00:00,4.2,17.7,0.94,9.3,,,,,0,0,0,0,0,0,0,No time recorded
FCR,100,2021-09-27 13:35:00,0.1,15.5,10.06,100.3,,,,,0,0,0,0,0,0,0,
FCR,200,2021-09-27 14:49:00,0.1,17.8,7.86,82.2,,,,,0,0,0,0,0,0,0,
FCR,50,2021-10-04 11:40:00,0.1,21.3,9.34,104.7,,,,,0,0,0,0,0,0,0,
FCR,50,2021-10-04 11:42:00,1,21,9.34,104.8,,,,,0,0,0,0,0,0,0,
FCR,50,2021-10-04 11:48:00,2,20.3,9.65,106.6,,,,,0,0,0,0,0,0,0,
FCR,50,2021-10-04 11:50:00,3,19.9,8.91,96.6,,,,,0,0,0,0,0,0,0,
FCR,50,2021-10-04 11:52:00,4,18.5,2.07,21.4,,,,,0,0,0,0,0,0,0,
FCR,50,2021-10-04 11:53:00,5,14.7,0.45,4.4,,,,,0,0,0,0,0,0,0,
FCR,50,2021-10-04 11:55:00,6,12.4,0.82,7.6,,,,,0,0,0,0,0,0,0,
FCR,50,2021-10-04 11:57:00,7,12.1,0.79,7.3,,,,,0,0,0,0,0,0,0,
FCR,50,2021-10-04 11:59:00,8,12.1,0.78,7,,,,,0,0,0,0,0,0,0,
FCR,50,2021-10-04 12:00:00,9,12,0.79,7.3,,,,,0,0,0,0,0,0,0,
FCR,50,2021-10-04 12:02:00,10,12,0.7,6.4,,,,,0,0,0,0,0,0,0,
FCR,50,2021-10-11 12:07:00,0.1,19.9,9.02,98.4,,,,,0,0,0,0,0,0,0,
FCR,50,2021-10-11 12:11:00,1,19.8,8.98,97.2,,,,,0,0,0,0,0,0,0,
FCR,50,2021-10-11 12:14:00,2,19.8,8.87,96.6,,,,,0,0,0,0,0,0,0,
FCR,50,2021-10-11 12:17:00,3,19.8,8.77,95.4,,,,,0,0,0,0,0,0,0,
FCR,50,2021-10-11 12:19:00,4,18.5,0.6,6.3,,,,,0,0,0,0,0,0,0,
FCR,50,2021-10-11 12:23:00,5,14.1,0.28,2.6,,,,,0,0,0,0,0,0,0,
FCR,50,2021-10-11 12:25:00,6,12.7,0.76,7.3,,,,,0,0,0,0,0,0,0,
FCR,50,2021-10-11 12:27:00,7,12.3,0.88,8.2,,,,,0,0,0,0,0,0,0,
FCR,50,2021-10-11 12:29:00,8,12.3,0.9,8.4,,,,,0,0,0,0,0,0,0,
FCR,50,2021-10-11 12:30:00,9,12.2,0.89,8.3,,,,,0,0,0,0,0,0,0,
FCR,50,2021-10-11 12:35:00,3.5,18.7,2.91,30.5,,,,,0,0,0,0,0,0,0,
FCR,50,2021-10-11 12:37:00,3.6,19,2.07,22,,,,,0,0,0,0,0,0,0,
FCR,50,2021-10-11 12:38:00,3.7,18.9,1.75,18.8,,,,,0,0,0,0,0,0,0,
FCR,100,2021-10-11 15:13:00,0.1,16.6,9.39,95.9,,,,,0,0,0,0,0,0,0,
FCR,200,2021-10-11 15:49:00,0.1,17.7,7.02,73.5,,,,,0,0,0,0,0,0,0,
BVR,50,2021-10-12 11:26:00,0.1,20.1,7.91,87.4,,,,,0,0,0,0,0,0,0,
BVR,50,2021-10-12 11:28:00,1,19.9,7.97,87.5,,,,,0,0,0,0,0,0,0,
BVR,50,2021-10-12 11:29:00,2,19.8,7.83,85.6,,,,,0,0,0,0,0,0,0,
BVR,50,2021-10-12 11:31:00,3,19.7,7.49,81.7,,,,,0,0,0,0,0,0,0,
BVR,50,2021-10-12 11:32:00,4,19.7,7.23,79.2,,,,,0,0,0,0,0,0,0,
BVR,50,2021-10-12 11:34:00,5,19.4,3.65,39.8,,,,,0,0,0,0,0,0,0,
BVR,50,2021-10-12 11:35:00,6,16.7,0.51,5.1,,,,,0,0,0,0,0,0,0,
BVR,50,2021-10-12 11:38:00,7,13.4,0.31,2.8,,,,,0,0,0,0,0,0,0,
BVR,50,2021-10-12 11:39:00,8,11.5,0.28,2.6,,,,,0,0,0,0,0,0,0,
BVR,50,2021-10-12 11:41:00,9,10.3,0.26,2.4,,,,,0,0,0,0,0,0,0,
BVR,50,2021-10-12 11:43:00,10,10,0.25,2.3,,,,,0,0,0,0,0,0,0,
BVR,50,2021-10-12 11:44:00,11,9.8,0.25,2.3,,,,,0,0,0,0,0,0,0,
BVR,50,2021-10-12 11:49:00,5.5,17.9,0.33,3.5,,,,,0,0,0,0,0,0,0,
BVR,50,2021-10-12 11:52:00,5.2,18.7,0.23,2.6,,,,,0,0,0,0,0,0,0,
BVR,50,2021-10-12 11:55:00,5,19.2,1.77,19.1,,,,,0,0,0,0,0,0,0,
BVR,50,2021-10-12 11:58:00,4.9,19.4,3.49,37.9,,,,,0,0,0,0,0,0,0,
FCR,50,2021-10-18 11:03:00,0.1,17.8,8.25,86.1,,,,,0,0,0,0,0,0,0,
FCR,50,2021-10-18 11:05:00,1,17.8,8.14,84.9,,,,,0,0,0,0,0,0,0,
FCR,50,2021-10-18 11:07:00,2,17.7,8.1,84.3,,,,,0,0,0,0,0,0,0,
FCR,50,2021-10-18 11:09:00,3,17.7,8.02,83.7,,,,,0,0,0,0,0,0,0,
FCR,50,2021-10-18 11:10:00,4,17.6,8.04,83.2,,,,,0,0,0,0,0,0,0,
FCR,50,2021-10-18 11:12:00,5,14.6,0.5,4.9,,,,,0,0,0,0,0,0,0,
FCR,50,2021-10-18 11:15:00,6,12.6,1.19,11.2,,,,,0,0,0,0,0,0,0,
FCR,50,2021-10-18 11:17:00,7,12.4,1.27,12,,,,,0,0,0,0,0,0,0,
FCR,50,2021-10-18 11:18:00,8,12.4,1.28,11.8,,,,,0,0,0,0,0,0,0,
FCR,50,2021-10-18 11:20:00,9,12.4,1.24,11.6,,,,,0,0,0,0,0,0,0,
FCR,50,2021-10-25 10:05:00,0.1,16.8,9.24,94.7,,,,,0,0,0,0,0,0,0,
FCR,50,2021-10-25 10:06:00,1,16.6,9.1,93.1,,,,,0,0,0,0,0,0,0,
FCR,50,2021-10-25 10:08:00,2,16.6,8.99,91.8,,,,,0,0,0,0,0,0,0,
FCR,50,2021-10-25 10:10:00,3,16.5,8.96,91.6,,,,,0,0,0,0,0,0,0,
FCR,50,2021-10-25 10:11:00,4,16.3,7.38,75,,,,,0,0,0,0,0,0,0,
FCR,50,2021-10-25 10:14:00,5,15.3,1.16,11.6,,,,,0,0,0,0,0,0,0,
FCR,50,2021-10-25 10:16:00,6,12.8,1.61,15.2,,,,,0,0,0,0,0,0,0,
FCR,50,2021-10-25 10:17:00,7,12.7,1.6,15,,,,,0,0,0,0,0,0,0,
FCR,50,2021-10-25 10:18:00,8,12.6,1.56,14.8,,,,,0,0,0,0,0,0,0,
FCR,50,2021-10-25 10:19:00,9,12.6,1.52,14.2,,,,,0,0,0,0,0,0,0,
FCR,50,2021-10-25 10:27:00,4.4,16.1,6.91,70.1,,,,,0,0,0,0,0,0,0,
FCR,50,2021-10-25 10:29:00,4.7,16.1,6.39,64.7,,,,,0,0,0,0,0,0,0,
FCR,50,2021-10-25 10:31:00,4.8,16,5.61,56.2,,,,,0,0,0,0,0,0,0,
FCR,50,2021-10-25 10:43:00,4.9,15.5,3.01,30.1,,,,,0,0,0,0,0,0,0,
BVR,50,2021-10-26 11:46:00,0.1,16.3,8.48,87,,,,,0,0,0,0,0,0,0,
BVR,50,2021-10-26 11:47:00,1,16.3,8.5,87.8,,,,,0,0,0,0,0,0,0,
BVR,50,2021-10-26 11:49:00,2,16.3,8.46,87.2,,,,,0,0,0,0,0,0,0,
BVR,50,2021-10-26 11:50:00,3,16.3,8.46,86.9,,,,,0,0,0,0,0,0,0,
BVR,50,2021-10-26 11:51:00,4,16.3,8.42,86.4,,,,,0,0,0,0,0,0,0,
BVR,50,2021-10-26 11:52:00,5,16.3,8.41,86.7,,,,,0,0,0,0,0,0,0,
BVR,50,2021-10-26 11:52:00,6,16.3,8.4,86.7,,,,,0,0,0,0,0,0,0,
BVR,50,2021-10-26 11:54:00,7,16.3,8.35,86.4,,,,,0,0,0,0,0,0,0,
BVR,50,2021-10-26 11:56:00,8,16.3,8.36,86,,,,,0,0,0,0,0,0,0,
BVR,50,2021-10-26 11:57:00,9,10.6,0.41,3.7,,,,,0,0,0,0,0,0,0,
BVR,50,2021-10-26 11:59:00,10,10.3,0.36,3.2,,,,,0,0,0,0,0,0,0,
BVR,50,2021-10-26 12:01:00,8.3,12.2,0.45,4.1,,,,,0,0,0,0,0,0,0,
BVR,50,2021-10-26 12:03:00,8.2,13.5,1.01,9.8,,,,,0,0,0,0,0,0,0,
BVR,50,2021-10-26 12:04:00,8.1,15.8,8,81.7,,,,,0,0,0,0,0,0,0,
FCR,50,2021-11-03 11:58:00,0.1,13.2,8.77,82.7,,,,,0,0,0,0,0,0,0,
FCR,50,2021-11-03 11:59:00,1,13.4,8.66,81.7,,,,,0,0,0,0,0,0,0,
FCR,50,2021-11-03 12:01:00,2,13.4,8.62,81.2,,,,,0,0,0,0,0,0,0,
FCR,50,2021-11-03 12:04:00,3,13.4,8.54,80.3,,,,,0,0,0,0,0,0,0,
FCR,50,2021-11-03 12:05:00,4,13.4,8.47,79.6,,,,,0,0,0,0,0,0,0,
FCR,50,2021-11-03 12:07:00,5,13.3,8.3,78.4,,,,,0,0,0,0,0,0,0,
FCR,50,2021-11-03 12:08:00,6,13.2,7.61,71.5,,,,,0,0,0,0,0,0,0,
FCR,50,2021-11-03 12:10:00,7,13,4.98,46.5,,,,,0,0,0,0,0,0,0,
FCR,50,2021-11-03 12:10:00,8,13,4.54,42.5,,,,,0,0,0,0,0,0,0,
FCR,50,2021-11-03 00:00:00,9,13,4.36,40.8,,,,,0,0,0,0,0,0,0,No time recorded
FCR,50,2021-11-08 11:02:00,0.1,11.6,10.31,94.3,,,,,0,0,0,0,0,0,0,
FCR,50,2021-11-08 11:04:00,1,11.5,10.25,92.8,,,,,0,0,0,0,0,0,0,
FCR,50,2021-11-08 11:06:00,2,11.5,10.19,92.6,,,,,0,0,0,0,0,0,0,
FCR,50,2021-11-08 11:07:00,3,11.5,10.16,92.2,,,,,0,0,0,0,0,0,0,
FCR,50,2021-11-08 11:09:00,4,11.5,10.11,91.9,,,,,0,0,0,0,0,0,0,
FCR,50,2021-11-08 11:10:00,5,11.4,10.11,91.6,,,,,0,0,0,0,0,0,0,
FCR,50,2021-11-08 11:11:00,6,11.4,10.07,91.1,,,,,0,0,0,0,0,0,0,
FCR,50,2021-11-08 11:12:00,7,11.4,10.05,90.9,,,,,0,0,0,0,0,0,0,
FCR,50,2021-11-08 11:13:00,8,11.4,10,90,,,,,0,0,0,0,0,0,0,
FCR,50,2021-11-08 11:15:00,9,11.4,9.97,89.8,,,,,0,0,0,0,0,0,0,
FCR,100,2021-11-08 13:37:00,0.1,10.5,10.67,94.7,,,,,0,0,0,0,0,0,0,
FCR,200,2021-11-08 14:45:00,0.1,11.8,9.98,91.2,,,,,0,0,0,0,0,0,0,
BVR,50,2021-11-09 11:16:00,0.1,11.8,9.34,86.1,,,,,0,0,0,0,0,0,0,
BVR,50,2021-11-09 11:17:00,1,11.5,9.3,85,,,,,0,0,0,0,0,0,0,
BVR,50,2021-11-09 11:19:00,2,11.4,9.3,84.8,,,,,0,0,0,0,0,0,0,
BVR,50,2021-11-09 11:20:00,3,11.4,9.29,84.8,,,,,0,0,0,0,0,0,0,
BVR,50,2021-11-09 11:22:00,4,11.4,9.25,84.5,,,,,0,0,0,0,0,0,0,
BVR,50,2021-11-09 11:24:00,5,11.3,9.2,83.8,,,,,0,0,0,0,0,0,0,
BVR,50,2021-11-09 11:27:00,6,11.2,9.09,82.5,,,,,0,0,0,0,0,0,0,
BVR,50,2021-11-09 11:29:00,7,11.2,9.05,82.3,,,,,0,0,0,0,0,0,0,
BVR,50,2021-11-09 11:31:00,8,11.2,8.96,81.4,,,,,0,0,0,0,0,0,0,
BVR,50,2021-11-09 11:32:00,9,11.1,8.67,78.8,,,,,0,0,0,0,0,0,0,
BVR,50,2021-11-09 11:34:00,10,10.9,8.28,74.4,,,,,0,0,0,0,0,0,0,
BVR,50,2021-11-09 11:36:00,11,10.8,1.12,10.2,,,,,0,0,0,0,0,0,0,
FCR,50,2021-06-11 11:59:00,0.1,26,14.04,172.4,,,,,0,0,0,0,0,0,0,Not sure if this data will be used. Ask Adrienne 
FCR,50,2021-06-11 12:00:00,1,23.8,13.82,164.6,,,,,0,0,0,0,0,0,0,Not sure if this data will be used. Ask Adrienne 
FCR,50,2021-06-11 12:01:00,2,20.3,8.9,96.2,,,,,0,0,0,0,0,0,0,Not sure if this data will be used. Ask Adrienne 
FCR,50,2021-06-11 12:02:00,3,16.8,8.19,83.8,,,,,0,0,0,0,0,0,0,Not sure if this data will be used. Ask Adrienne 
FCR,50,2021-06-11 12:03:00,4,13.6,5.15,48.4,,,,,0,0,0,0,0,0,0,Not sure if this data will be used. Ask Adrienne 
FCR,50,2021-06-11 12:04:00,5,10.9,1.14,10,,,,,0,0,0,0,0,0,0,Not sure if this data will be used. Ask Adrienne 
FCR,50,2021-06-11 12:07:00,4.1,12,3.05,28.3,,,,,0,0,0,0,0,0,0,Not sure if this data will be used. Ask Adrienne 
FCR,50,2021-06-11 12:07:00,4.2,11.7,2.11,19.3,,,,,0,0,0,0,0,0,0,Not sure if this data will be used. Ask Adrienne 
FCR,50,2021-06-11 12:09:00,4.3,11.5,1.84,16.8,,,,,0,0,0,0,0,0,0,Not sure if this data will be used. Ask Adrienne 
