"dateTime","PEVAPsfc_110_SFC_acc1h","PEVAPsfc_110_SFC_acc1h.1","PEVAPsfc_110_SFC_acc1h.2","PEVAPsfc_110_SFC_acc1h.3"
2019-12-31 12:00:00,0.0824000015854836,0.0749000012874603,0.0772999972105026,0.0698999986052513
2019-12-31 13:00:00,0.13910000026226,0.132499992847443,0.137600004673004,0.12950000166893
2019-12-31 14:00:00,0.13910000026226,0.132499992847443,0.137600004673004,0.12950000166893
2019-12-31 15:00:00,0.13910000026226,0.132499992847443,0.137600004673004,0.12950000166893
2019-12-31 16:00:00,0.298900008201599,0.294600009918213,0.30120000243187,0.294600009918213
2019-12-31 17:00:00,0.298900008201599,0.294600009918213,0.30120000243187,0.294600009918213
2019-12-31 18:00:00,0.298900008201599,0.294600009918213,0.30120000243187,0.294600009918213
2019-12-31 19:00:00,0.26230001449585,0.257600009441376,0.266699999570847,0.258199989795685
2019-12-31 20:00:00,0.26230001449585,0.257600009441376,0.266699999570847,0.258199989795685
2019-12-31 21:00:00,0.26230001449585,0.257600009441376,0.266699999570847,0.258199989795685
2019-12-31 22:00:00,0.0868000015616417,0.0759000033140182,0.0769999995827675,0.067500002682209
2019-12-31 23:00:00,0.0868000015616417,0.0759000033140182,0.0769999995827675,0.067500002682209
2020-01-01 00:00:00,0.0868000015616417,0.0759000033140182,0.0769999995827675,0.067500002682209
2020-01-01 01:00:00,0.103000000119209,0.0966000035405159,0.091899998486042,0.088699996471405
2020-01-01 02:00:00,0.103000000119209,0.0966000035405159,0.091899998486042,0.088699996471405
2020-01-01 03:00:00,0.103000000119209,0.0966000035405159,0.091899998486042,0.088699996471405
2020-01-01 04:00:00,0.0926999971270561,0.091899998486042,0.0825000032782555,0.0860999971628189
2020-01-01 05:00:00,0.0926999971270561,0.091899998486042,0.0825000032782555,0.0860999971628189
2020-01-01 06:00:00,0.0926999971270561,0.091899998486042,0.0825000032782555,0.0860999971628189
2020-01-01 07:00:00,0.0828000009059906,0.0819000005722046,0.0751999989151955,0.0773999989032745
2020-01-01 08:00:00,0.0828000009059906,0.0819000005722046,0.0751999989151955,0.0773999989032745
2020-01-01 09:00:00,0.0828000009059906,0.0819000005722046,0.0751999989151955,0.0773999989032745
2020-01-01 10:00:00,0.0681999996304512,0.0671999976038933,0.062100000679493,0.0635000020265579
2020-01-01 11:00:00,0.0681999996304512,0.0671999976038933,0.062100000679493,0.0635000020265579
2020-01-01 12:00:00,0.0681999996304512,0.0671999976038933,0.062100000679493,0.0635000020265579
2020-01-01 13:00:00,0.111699998378754,0.111400000751019,0.105599999427795,0.10809999704361
2020-01-01 14:00:00,0.111699998378754,0.111400000751019,0.105599999427795,0.10809999704361
2020-01-01 15:00:00,0.111699998378754,0.111400000751019,0.105599999427795,0.10809999704361
2020-01-01 16:00:00,0.297100037336349,0.288800030946732,0.294200032949448,0.285100013017654
2020-01-01 17:00:00,0.297100037336349,0.288800030946732,0.294200032949448,0.285100013017654
2020-01-01 18:00:00,0.297100037336349,0.288800030946732,0.294200032949448,0.285100013017654
2020-01-01 19:00:00,0.301899999380112,0.294699996709824,0.296900004148483,0.290399998426437
2020-01-01 20:00:00,0.301899999380112,0.294699996709824,0.296900004148483,0.290399998426437
2020-01-01 21:00:00,0.301899999380112,0.294699996709824,0.296900004148483,0.290399998426437
2020-01-01 22:00:00,0.0339000001549721,0.0300999991595745,0.0309999994933605,0.0274000000208616
2020-01-01 23:00:00,0.0339000001549721,0.0300999991595745,0.0309999994933605,0.0274000000208616
2020-01-02 00:00:00,0.0339000001549721,0.0300999991595745,0.0309999994933605,0.0274000000208616
2020-01-02 01:00:00,0.00240000011399388,0.00340000004507601,0.00139999995008111,0.00310000008903444
2020-01-02 02:00:00,0.00240000011399388,0.00340000004507601,0.00139999995008111,0.00310000008903444
2020-01-02 03:00:00,0.00240000011399388,0.00340000004507601,0.00139999995008111,0.00310000008903444
2020-01-02 04:00:00,-0.00310000008903444,-0.00289999996311963,-0.0031999999191612,-0.00289999996311963
2020-01-02 05:00:00,-0.00310000008903444,-0.00289999996311963,-0.0031999999191612,-0.00289999996311963
2020-01-02 06:00:00,-0.00310000008903444,-0.00289999996311963,-0.0031999999191612,-0.00289999996311963
2020-01-02 07:00:00,-0.00279999990016222,-0.00240000011399388,-0.00279999990016222,-0.00230000005103648
2020-01-02 08:00:00,-0.00279999990016222,-0.00240000011399388,-0.00279999990016222,-0.00230000005103648
2020-01-02 09:00:00,-0.00279999990016222,-0.00240000011399388,-0.00279999990016222,-0.00230000005103648
2020-01-02 10:00:00,-0.00350000010803342,-0.00300000002607703,-0.00270000007003546,-0.00249999994412065
2020-01-02 11:00:00,-0.00350000010803342,-0.00300000002607703,-0.00270000007003546,-0.00249999994412065
2020-01-02 12:00:00,-0.00350000010803342,-0.00300000002607703,-0.00270000007003546,-0.00249999994412065
2020-01-02 13:00:00,0.0753000006079674,0.0719999969005585,0.0780000016093254,0.0725999996066093
2020-01-02 14:00:00,0.0753000006079674,0.0719999969005585,0.0780000016093254,0.0725999996066093
2020-01-02 15:00:00,0.0753000006079674,0.0719999969005585,0.0780000016093254,0.0725999996066093
2020-01-02 16:00:00,0.299499988555908,0.281899988651276,0.301899969577789,0.278299987316132
2020-01-02 17:00:00,0.299499988555908,0.281899988651276,0.301899969577789,0.278299987316132
2020-01-02 18:00:00,0.299499988555908,0.281899988651276,0.301899969577789,0.278299987316132
2020-01-02 19:00:00,0.290199995040894,0.278600007295609,0.290600001811981,0.275499999523163
