"dateTime","PRESsfc_110_SFC","PRESsfc_110_SFC.1","PRESsfc_110_SFC.2","PRESsfc_110_SFC.3"
2019-12-31 12:00:00,96856.296875,96053.1015625,96292.4609375,97196.78125
2019-12-31 13:00:00,96871.6796875,96070.3984375,96309.1171875,97213.4375
2019-12-31 14:00:00,96887.703125,96088.34375,96325.140625,97230.1015625
2019-12-31 15:00:00,96903.078125,96106.28125,96341.796875,97246.7578125
2019-12-31 16:00:00,96836.796875,96043.203125,96276.796875,97182.3984375
2019-12-31 17:00:00,96770.0234375,95979.6171875,96211.9375,97117.5390625
2019-12-31 18:00:00,96704.0234375,95916.8203125,96147.21875,97053.4609375
2019-12-31 19:00:00,96681.359375,95894.796875,96124.5625,97030.796875
2019-12-31 20:00:00,96658.6015625,95873.3203125,96102.4375,97008.6796875
2019-12-31 21:00:00,96636.4765625,95851.84375,96080.3203125,96986.5625
2019-12-31 22:00:00,96706.8828125,95911.359375,96137.921875,97040.9609375
2019-12-31 23:00:00,96777.71875,95971.3203125,96195.3203125,97094.5234375
2020-01-01 00:00:00,96848.8984375,96030.9765625,96253.0625,97148.421875
2020-01-01 01:00:00,96836.921875,96022.203125,96251.3203125,97149.2421875
2020-01-01 02:00:00,96825.0390625,96014.15625,96249.6796875,97150.796875
2020-01-01 03:00:00,96813.0625,96006.0234375,96247.9375,97151.6171875
2020-01-01 04:00:00,96846.9765625,96047.6171875,96285.703125,97200.2578125
2020-01-01 05:00:00,96881,96089.9609375,96323.5625,97249
2020-01-01 06:00:00,96914.28125,96132.203125,96361.9609375,97297
2020-01-01 07:00:00,96945.796875,96150.28125,96387.078125,97311.2421875
2020-01-01 08:00:00,96977.3203125,96169,96412.203125,97326.1171875
2020-01-01 09:00:00,97008.84375,96187.078125,96437.9609375,97339.71875
2020-01-01 10:00:00,97048.046875,96227.546875,96469.4921875,97378.90625
2020-01-01 11:00:00,97086.703125,96267.5,96501.1015625,97418.21875
2020-01-01 12:00:00,97125.8984375,96307.9765625,96532.6171875,97456.78125
2020-01-01 13:00:00,97147.7421875,96341.9765625,96567.8984375,97495.8984375
2020-01-01 14:00:00,97169.578125,96375.34375,96603.1796875,97535.0234375
2020-01-01 15:00:00,97191.5234375,96408.796875,96638.5625,97574.2421875
2020-01-01 16:00:00,97175.5,96388.9375,96619.9765625,97545.421875
2020-01-01 17:00:00,97159.28125,96368.8828125,96601.203125,97517.0390625
2020-01-01 18:00:00,97142.8125,96348.546875,96582.8125,97488.40625
2020-01-01 19:00:00,97205.8984375,96405.2578125,96635.0234375,97537.421875
2020-01-01 20:00:00,97270.0234375,96461.703125,96686.9765625,97586.1796875
2020-01-01 21:00:00,97332.859375,96518.78125,96738.9375,97634.9375
2020-01-01 22:00:00,97321.5234375,96508.078125,96728.8828125,97634.4765625
2020-01-01 23:00:00,97310.1796875,96498.0234375,96718.8203125,97634.0234375
2020-01-02 00:00:00,97299.28125,96487.1171875,96708.5625,97633.359375
2020-01-02 01:00:00,97334.7578125,96519.3984375,96742.7578125,97667.5625
2020-01-02 02:00:00,97370.6796875,96550.84375,96776.7578125,97701.5625
2020-01-02 03:00:00,97407.140625,96582.8203125,96811.296875,97734.8203125
2020-01-02 04:00:00,97427.5234375,96598.078125,96837.4375,97753.921875
2020-01-02 05:00:00,97448.453125,96613.2265625,96864.1328125,97772.2890625
2020-01-02 06:00:00,97469.4609375,96628.5,96890.2578125,97791.3828125
2020-01-02 07:00:00,97424.140625,96583.8203125,96845.578125,97746.0625
2020-01-02 08:00:00,97378.8203125,96538.5,96800.2578125,97701.3828125
2020-01-02 09:00:00,97334.140625,96493.8203125,96754.9375,97656.0625
2020-01-02 10:00:00,97345.6875,96508.546875,96760.7265625,97669.53125
2020-01-02 11:00:00,97357.21875,96523.9375,96765.859375,97682.34375
2020-01-02 12:00:00,97368.7578125,96539.3203125,96771,97695.796875
2020-01-02 13:00:00,97394.3203125,96576.3984375,96801.6796875,97727.1171875
2020-01-02 14:00:00,97420.328125,96613.90625,96832.171875,97759.53125
2020-01-02 15:00:00,97445.78125,96650.8984375,96862.7421875,97790.7421875
2020-01-02 16:00:00,97370.3515625,96584.40625,96798.828125,97720.40625
2020-01-02 17:00:00,97294.8984375,96517.296875,96734.8984375,97650.1015625
2020-01-02 18:00:00,97220.1015625,96450.1796875,96670.9765625,97579.78125
2020-01-02 19:00:00,97234.4609375,96455.578125,96680.859375,97578.78125
2020-01-02 20:00:00,97248.1796875,96460.9765625,96690.7421875,97577.78125
2020-01-02 21:00:00,97262.4375,96465.640625,96700.5234375,97576.6796875
2020-01-02 22:00:00,97251.7578125,96458.15625,96691.7578125,97578.15625
2020-01-02 23:00:00,97241.3203125,96449.640625,96683.2421875,97579.2421875
2020-01-03 00:00:00,97230.046875,96441.546875,96673.890625,97580.1328125
2020-01-03 01:00:00,97212.640625,96424.15625,96648.796875,97562.078125
2020-01-03 02:00:00,97195.2421875,96406.7578125,96623.078125,97544.0390625
2020-01-03 03:00:00,97178.3828125,96389.2578125,96597.2578125,97525.8984375
2020-01-03 04:00:00,97167.15625,96376.1171875,96593.71875,97515.3203125
2020-01-03 05:00:00,97156.4765625,96363.5234375,96590.078125,97504
2020-01-03 06:00:00,97145.8984375,96350.3828125,96586.5390625,97492.78125
2020-01-03 07:00:00,97103.0390625,96308.796875,96544.3203125,97450.5625
2020-01-03 08:00:00,97060.28125,96266.6796875,96501.5625,97408.4375
2020-01-03 09:00:00,97017.53125,96224.546875,96459.453125,97366.328125
2020-01-03 10:00:00,97069.421875,96279.0234375,96512.6171875,97419.5
2020-01-03 11:00:00,97121.9609375,96332.84375,96565.796875,97472.6796875
2020-01-03 12:00:00,97173.7578125,96387.203125,96618.8828125,97525.7578125
2020-01-03 13:00:00,97160.1484375,96369.7265625,96594.390625,97498.7109375
2020-01-03 14:00:00,97126.640625,96333.0390625,96551.28125,97453.0390625
2020-01-03 15:00:00,97093.046875,96296.2265625,96507.453125,97406.6484375
2020-01-03 16:00:00,97050.2421875,96265.6015625,96478.71875,97381.1171875
2020-01-03 17:00:00,97007.8828125,96234.7578125,96449.796875,97356.0390625
2020-01-03 18:00:00,96965.3203125,96203.71875,96420.6796875,97330.7578125
2020-01-03 19:00:00,97030.1015625,96259.5390625,96480.34375,97380.1796875
2020-01-03 20:00:00,97094.78125,96314.6171875,96540.5390625,97429.5
2020-01-03 21:00:00,97158.921875,96370.4375,96600.84375,97478.921875
2020-01-03 22:00:00,97105.34375,96326.4609375,96551.7421875,97440.703125
2020-01-03 23:00:00,97051.5625,96282.28125,96502.4375,97402.28125
2020-01-04 00:00:00,96997.6796875,96238,96453.6796875,97363.7578125
2020-01-04 01:00:00,97001.4375,96231.5234375,96452.3203125,97351.5234375
2020-01-04 02:00:00,97005.1015625,96224.9375,96450.859375,97339.1796875
2020-01-04 03:00:00,97008.7578125,96218.359375,96449.3984375,97327.4765625
2020-01-04 04:00:00,96919.1171875,96130.640625,96360.3984375,97238.4765625
2020-01-04 05:00:00,96828.8515625,96042.90625,96271.40625,97149.4921875
2020-01-04 06:00:00,96739.1015625,95955.1015625,96182.296875,97061.0234375
2020-01-04 07:00:00,96751.359375,95968,96194.5625,97073.28125
2020-01-04 08:00:00,96763.6171875,95980.2578125,96207.4609375,97085.5390625
2020-01-04 09:00:00,96775.7890625,95993.046875,96219.6328125,97098.3515625
2020-01-04 10:00:00,96718.6015625,95936.5234375,96162.4375,97041.15625
2020-01-04 11:00:00,96660.6796875,95879.8828125,96105.15625,96983.8828125
2020-01-04 12:00:00,96603.3984375,95822.6015625,96047.8828125,96926.6015625
2020-01-04 13:00:00,96600.1328125,95821.2265625,96045.2265625,96923.96875
2020-01-04 14:00:00,96596.640625,95819.6796875,96042.3984375,96921.1171875
2020-01-04 15:00:00,96593.8984375,95817.578125,96039.65625,96918.3828125
2020-01-04 16:00:00,96553.140625,95780.0234375,96000.1796875,96878.2578125
2020-01-04 17:00:00,96512.921875,95741.71875,95959.9609375,96838.6796875
2020-01-04 18:00:00,96473.140625,95703.21875,95920.1796875,96798.8984375
2020-01-04 19:00:00,96491.6796875,95714.71875,95936.15625,96813.6015625
2020-01-04 20:00:00,96510.9609375,95725.6796875,95952.2421875,96829.0390625
2020-01-04 21:00:00,96529.6015625,95736.640625,95968.3203125,96843.84375
2020-01-04 22:00:00,96570.15625,95770.796875,96006.3203125,96881.203125
2020-01-04 23:00:00,96610.71875,95804.9609375,96043.6796875,96918.5625
2020-01-05 00:00:00,96651.1796875,95839.65625,96081.578125,96955.8203125
2020-01-05 01:00:00,96785.703125,95975.4609375,96218.0234375,97101.859375
2020-01-05 02:00:00,96920.65625,96111.703125,96354.2578125,97247.703125
2020-01-05 03:00:00,97055.71875,96248.0390625,96490.6015625,97394.28125
2020-01-05 04:00:00,97101.34375,96287.8984375,96533.65625,97436.703125
2020-01-05 05:00:00,97146.9609375,96328.3984375,96577.359375,97479.7578125
2020-01-05 06:00:00,97192.578125,96368.8984375,96620.421875,97522.8203125
2020-01-05 07:00:00,97320.15625,96495.203125,96739.6796875,97649.1171875
2020-01-05 08:00:00,97447.203125,96621.6015625,96858.3984375,97774.8828125
2020-01-05 09:00:00,97574.2421875,96748,96977.7578125,97901.28125
2020-01-05 10:00:00,97643.7578125,96809.84375,97051.7578125,97967.6015625
2020-01-05 11:00:00,97713.1796875,96871.578125,97126.296875,98033.8203125
2020-01-05 12:00:00,97782.6015625,96933.3203125,97200.203125,98100.0390625
2020-01-05 13:00:00,97869.15625,97026.28125,97281.640625,98189.15625
2020-01-05 14:00:00,97955.6171875,97119.140625,97362.34375,98278.1796875
2020-01-05 15:00:00,98041.5390625,97212.1015625,97443.78125,98366.65625
2020-01-05 16:00:00,98009.2421875,97187.4765625,97414.6796875,98338.84375
2020-01-05 17:00:00,97976.9375,97162.859375,97385.578125,98310.3828125
2020-01-05 18:00:00,97944.4375,97138.0390625,97356.28125,98282.359375
2020-01-05 19:00:00,97862.578125,97056.1796875,97282.1015625,98200.5
2020-01-05 20:00:00,97780.078125,96973.6796875,97207.28125,98118.640625
2020-01-05 21:00:00,97697.578125,96891.8203125,97133.1015625,98036.78125
2020-01-05 22:00:00,97722.5625,96907.203125,97154.2421875,98057.28125
2020-01-05 23:00:00,97747.4375,96923.1171875,97175.28125,98077.0390625
2020-01-06 00:00:00,97772.9609375,96938.3984375,97196.3203125,98097.4375
2020-01-06 01:00:00,97744.1015625,96910.8203125,97160.421875,98068.578125
