DateTime,sw_factor,lw_factor,sed_temp_mean,sed_temp_mean.1,RMSE
2024-02-04 07:24:14,0.96466599475647,1.05073527740495,10.0381880802388,10.7788146441308,2.53853055713401
2024-02-04 07:23:36,0.96466599475647,1.05073527740495,10.0381880802388,10.7788146441308,2.53853055713401
2024-02-04 07:22:58,0.96466599475647,1.05073527740495,10.0381880802388,10.7788146441308,2.53853055713401
2024-02-04 07:22:20,0.965249146283098,1.0454501251948,9.8665423414409,10.7912967777204,2.5514870264295
2024-02-04 07:21:41,0.958847334376168,1.04698446281803,9.90389084069053,10.778418718509,2.57552826254228
2024-02-04 07:21:03,0.965964573441108,1.0490180955288,9.95853455924783,10.7879746227722,2.58242086075809
2024-02-04 07:20:24,0.958871676541878,1.04642394437597,9.94366300306788,10.7783723124244,2.57281304350281
2024-02-04 07:19:47,0.963055953945837,1.05020866173204,9.9439982702819,10.7958347737027,2.58811225687549
2024-02-04 07:19:09,0.961309550890821,1.05146952543227,9.94834290296384,10.7971421804033,2.57392388112452
2024-02-04 07:18:30,0.959236995352178,1.04743400015382,10.0305465400049,10.735119480677,2.56887775681066
2024-02-04 07:17:52,0.963954045176724,1.0488538661466,9.95172342103157,10.8059648083705,2.59027899315339
2024-02-04 07:17:14,0.959969375350065,1.04910012554687,9.91891200276342,10.8005973500523,2.57318497346257
2024-02-04 07:16:35,0.963257006771976,1.04918010758107,9.9373580484523,10.7955301481751,2.54964865025296
2024-02-04 07:15:57,0.961755533908551,1.05055504555792,9.99898931043648,10.77442636007,2.56715518227218
2024-02-04 07:15:19,0.962471290884222,1.04905143909487,10.0205501171331,10.791560276122,2.58330106722955
2024-02-04 07:14:40,0.962536932863709,1.05097770442059,10.0798709770127,10.7583238560486,2.56562052640757
2024-02-04 07:14:02,0.961301122713205,1.04669104789549,9.9322679120333,10.7807244964092,2.56073030496767
2024-02-04 07:13:24,0.961138073854261,1.04738188828707,9.98133517509105,10.7833584109248,2.5775576852689
2024-02-04 07:12:45,0.963511239049844,1.04944878054063,9.93611850448444,10.8013601303753,2.5672716148727
2024-02-04 07:12:07,0.964851918303327,1.05047487577721,9.9883689670119,10.8061390889823,2.5687970481751
2024-02-04 07:11:28,0.958652619263661,1.0498889540111,10.0458062079213,10.7411769780243,2.58039621676787
2024-02-04 07:10:49,0.961891388622926,1.05075815597757,9.97739491480131,10.8003153200688,2.5826033537687
2024-02-04 07:10:12,0.966029506380926,1.05336461778158,9.95457117076847,10.8211398562262,2.56932542390249
2024-02-04 07:09:34,0.963761664660194,1.05126232229782,10.0232868890152,10.7847191007348,2.56518166668886
2024-02-04 07:08:56,0.966252276186074,1.05132248109174,9.93165858764738,10.8178442995619,2.56759477318158
2024-02-04 07:08:18,0.960701153053677,1.04899630357712,9.93324301390817,10.7984416122588,2.56280295768059
2024-02-04 07:07:40,0.966485294482621,1.04932334387165,10.0084681495816,10.7866035823114,2.58476492424946
2024-02-04 07:07:01,0.964413226463043,1.04590907734148,9.84264826031572,10.807008471627,2.57016184624954
2024-02-04 07:06:23,0.964191677122283,1.0512619818349,10.0239511630431,10.783467834217,2.56562380241928
2024-02-04 07:05:45,0.965259059166267,1.05045872607701,9.98916966149591,10.7952633789273,2.57084378391335
2024-02-04 07:05:08,0.961387584168167,1.05097285142645,10.0344117958447,10.7754591812147,2.58815506890617
2024-02-04 07:04:30,0.966455795747493,1.0496842015026,9.93986593497914,10.8146730999434,2.57960225418414
2024-02-04 07:03:51,0.963498942753015,1.05203239739469,10.011673769008,10.7938060823246,2.57853757798323
2024-02-04 07:03:13,0.962313776793916,1.04967709575937,9.98424483223647,10.7985253096081,2.56033137241711
2024-02-04 07:02:35,0.966482044983558,1.04996596466391,10.0103032626056,10.8159247392273,2.59635496988223
2024-02-04 07:01:57,0.962000370545229,1.04711070005298,9.93293331757818,10.7860724537554,2.58713845284558
2024-02-04 07:01:19,0.964544839627292,1.048622610401,9.97287784612531,10.7912546142221,2.57140293672277
2024-02-04 07:00:40,0.965843374299303,1.04987474355046,9.98660526254512,10.7980772616801,2.57581747266639
2024-02-04 07:00:02,0.966698998642674,1.05148586455074,10.0047593906148,10.7936652005156,2.57059517494014
2024-02-04 06:59:24,0.961068858709745,1.04676932188769,9.98265255886406,10.7708579809514,2.56633479796424
2024-02-04 06:58:46,0.960142486715229,1.04593268444822,9.94825617336227,10.7815872790201,2.56747222293667
2024-02-04 06:58:08,0.966815464402215,1.05076858602959,9.97607685953784,10.8084416185838,2.56055181837197
2024-02-04 06:57:29,0.958550774086501,1.04781585466971,10.0419214194892,10.7686732662033,2.59344042260938
2024-02-04 06:56:51,0.962176273313584,1.04596980142583,9.97529821384109,10.7837332103046,2.568578551659
2024-02-04 06:56:13,0.962982835549474,1.04862700148921,9.97454958134349,10.7893907053698,2.55474540723815
2024-02-04 06:55:34,0.965497846330885,1.04886121489927,10.0034606088334,10.7807844011448,2.56064094302531
2024-02-04 06:54:56,0.96157323187886,1.05027821953523,10.0371846970097,10.7920767573062,2.56768825485727
2024-02-04 06:54:18,0.964246241383308,1.04947545802187,10.0113368836372,10.7966180048322,2.59167173329326
2024-02-04 06:53:40,0.961889632891927,1.05017347819684,10.0146992185748,10.8034538674036,2.56935364688208
