wind_factor,sw_factor,lw_factor,coef_mix_conv,coef_wind_stir,coef_mix_shear,coef_mix_turb,coef_mix_KH,coef_mix_hyp,ce,ch,cd,sed_temp_mean,sed_temp_mean,sed_temp_amplitude,sed_temp_amplitude,sed_temp_peak_doy,sed_temp_peak_doy
-587.005168227649,4391.76678335784,-6643.69208826173,73.1858280285451,548.399241674496,0,-19.5685658035412,-123.80279764544,61.9445400485468,-183.659469992332,-28.4543286862067,-406.493469171114,10230.0393034132,14287.0436839385,-1846.3193963206,-2855.84179566009,327.196345029661,498.433637852201
290.338985271268,2602.71485735541,-6517.01225054703,-126.262427349231,-699.381799091983,0,163.917243300534,450.71241315833,-27.2760684670316,497.586415405814,-149.456049936723,495.204967298475,-11347.2710210592,15262.5964329392,-893.073098424547,2267.03700407962,1473.78183358985,-402.018533697277
408.705096529819,4644.56015478514,-6899.38647823175,68.4564703172307,36.9850115413121,0,-625.954469845282,118.026892973746,-23.8564702352232,1118.5096709958,-387.79958519665,2.19869072774196,10089.2489203013,13420.7638494459,1487.67999817758,2566.51304035392,1354.29104881715,-915.925687531542
