DateTime,Rch4ox,Kch4ox,vTch4ox,Fsed_ch4,Fsed_ch4.1,Ksed_ch4,theta_sed_ch4,RMSE
2021-04-20 09:54:47,5,5,1.2,300,300,0.001,0.85,33570.6898812333
2021-04-20 09:54:22,1e-04,1e-04,0.9,300,300,0.001,1.15,120.602725738131
2021-04-20 09:53:56,1e-04,1e-04,1.2,0.001,0.001,100,1.15,120.924168662136
2021-04-20 09:53:30,1e-04,5,0.9,300,0.001,100,1.15,1152.20531890886
2021-04-20 09:53:04,5,1e-04,1.2,0.001,0.001,0.001,0.85,120.937193079132
2021-04-20 09:52:38,1e-04,1e-04,1.2,300,0.001,0.001,0.85,227.148370446128
2021-04-20 09:52:12,1e-04,5,0.9,300,300,0.001,1.15,120.606790499964
2021-04-20 09:51:45,5,1e-04,0.9,300,300,0.001,0.85,14036.8239805193
2021-04-20 09:51:19,5,5,1.2,300,300,0.001,0.85,41028.4102470019
2021-04-20 09:50:54,5,5,0.9,300,0.001,0.001,1.15,120.827829154352
2021-04-20 09:50:28,1e-04,5,0.9,0.001,0.001,100,1.15,120.927756862569
2021-04-20 09:50:03,5,5,0.9,0.001,300,100,1.15,136.486423387757
2021-04-20 09:49:37,5,1e-04,1.2,0.001,0.001,0.001,1.15,120.937196269035
2021-04-20 09:49:11,1e-04,5,1.2,300,300,0.001,0.85,228.081466812461
2021-04-20 09:48:46,1e-04,5,0.9,300,300,100,0.85,34973.5063255194
2021-04-20 09:48:20,1e-04,1e-04,0.9,0.001,0.001,0.001,1.15,120.927415370796
2021-04-20 09:47:54,1e-04,5,0.9,0.001,0.001,100,0.85,120.841864814641
2021-04-20 09:47:28,1e-04,1e-04,0.9,300,300,100,0.85,37221.5465635197
2021-04-20 09:47:02,1e-04,1e-04,1.2,300,0.001,0.001,1.15,120.602127651106
2021-04-20 09:46:36,1e-04,1e-04,0.9,0.001,0.001,0.001,0.85,120.927868256827
2021-04-20 09:46:11,1e-04,5,0.9,300,300,0.001,0.85,223.117536067882
2021-04-20 09:45:44,5,5,0.9,300,0.001,100,1.15,1227.64175255126
2021-04-20 09:45:18,5,5,0.9,300,300,0.001,1.15,120.829599738311
2021-04-20 09:44:53,5,1e-04,1.2,0.001,0.001,100,1.15,120.93698698503
2021-04-20 09:44:27,5,5,0.9,0.001,300,0.001,1.15,120.93719652069
2021-04-20 09:44:01,1e-04,5,0.9,0.001,0.001,0.001,1.15,120.930503411722
2021-04-20 09:43:35,5,5,0.9,0.001,0.001,100,1.15,120.934850912212
2021-04-20 09:43:10,5,5,1.2,300,300,100,1.15,1417.80671008307
2021-04-20 09:42:45,1e-04,5,0.9,300,300,0.001,1.15,120.606790499964
2021-04-20 09:42:19,5,5,1.2,300,0.001,100,1.15,1406.1981878868
2021-04-20 09:41:54,1e-04,1e-04,1.2,0.001,300,0.001,1.15,120.929060214221
2021-04-20 09:41:28,1e-04,1e-04,1.2,300,300,100,0.85,32576.525931105
2021-04-20 09:41:02,5,1e-04,1.2,300,300,100,1.15,107.27234706723
2021-04-20 09:40:37,1e-04,5,1.2,0.001,0.001,100,1.15,120.926481946671
2021-04-20 09:40:11,1e-04,5,0.9,0.001,0.001,100,1.15,120.927756862569
2021-04-20 09:39:44,5,5,1.2,300,0.001,0.001,1.15,120.791887862673
2021-04-20 09:39:19,1e-04,1e-04,1.2,300,300,0.001,0.85,221.233750227039
2021-04-20 09:38:53,1e-04,5,0.9,0.001,0.001,0.001,1.15,120.931120094664
2021-04-20 09:38:27,5,1e-04,0.9,300,0.001,0.001,0.85,6096.02669990396
2021-04-20 09:38:00,1e-04,1e-04,0.9,0.001,0.001,0.001,1.15,120.927415370796
2021-04-20 09:37:34,1e-04,1e-04,0.9,0.001,0.001,100,0.85,120.852400454506
2021-04-20 09:37:08,5,1e-04,1.2,0.001,0.001,0.001,0.85,120.937193079132
2021-04-20 09:36:43,1e-04,5,1.2,300,300,100,1.15,1160.64868044785
2021-04-20 09:36:17,5,5,1.2,0.001,0.001,100,0.85,120.874228043311
2021-04-20 09:35:52,5,1e-04,0.9,300,0.001,0.001,1.15,120.935761459892
2021-04-20 09:35:26,5,1e-04,1.2,300,0.001,0.001,0.85,17747.2770466696
2021-04-20 09:35:01,1e-04,5,1.2,0.001,0.001,100,1.15,120.927249978313
2021-04-20 09:34:35,1e-04,5,0.9,300,300,0.001,0.85,228.664777809883
2021-04-20 09:34:09,5,5,1.2,0.001,300,100,0.85,132.753302097269
2021-04-20 09:33:43,1e-04,1e-04,1.2,300,0.001,100,1.15,1149.7362948164
2021-04-20 09:33:17,1e-04,1e-04,0.9,300,300,0.001,0.85,219.663362027147
2021-04-20 09:32:51,1e-04,1e-04,0.9,0.001,0.001,100,1.15,120.926316448595
2021-04-20 09:32:25,1e-04,1e-04,1.2,0.001,300,100,0.85,110.278746134724
2021-04-20 09:32:00,5,1e-04,1.2,0.001,0.001,0.001,1.15,120.937196269035
2021-04-20 09:31:33,1e-04,1e-04,1.2,0.001,300,100,0.85,110.278746134724
2021-04-20 09:31:07,1e-04,1e-04,0.9,300,0.001,100,0.85,35050.2559345999
2021-04-20 09:30:41,1e-04,1e-04,1.2,0.001,300,100,1.15,121.273579940735
2021-04-20 09:30:16,1e-04,5,1.2,0.001,300,0.001,0.85,120.926923237143
2021-04-20 09:29:50,5,1e-04,0.9,300,300,0.001,0.85,14036.8239805193
2021-04-20 09:29:24,1e-04,1e-04,0.9,0.001,300,0.001,1.15,120.93153986421
2021-04-20 09:28:58,5,5,0.9,300,0.001,0.001,1.15,120.827829154352
2021-04-20 09:28:33,1e-04,5,1.2,0.001,300,100,0.85,112.334757620853
2021-04-20 09:28:07,5,5,0.9,0.001,0.001,0.001,1.15,120.937198397339
2021-04-20 09:27:41,1e-04,1e-04,1.2,300,0.001,0.001,1.15,120.608780322061
2021-04-20 09:27:15,5,1e-04,1.2,300,0.001,0.001,0.85,17747.2770466696
2021-04-20 09:26:49,1e-04,1e-04,0.9,300,300,100,0.85,37221.5465635197
2021-04-20 09:26:23,1e-04,5,0.9,0.001,0.001,100,1.15,120.927756862569
2021-04-20 09:25:57,1e-04,1e-04,1.2,0.001,300,100,1.15,121.273579940735
2021-04-20 09:25:32,5,5,0.9,0.001,300,100,1.15,136.486423387757
2021-04-20 09:25:06,1e-04,1e-04,0.9,300,300,100,0.85,37221.5465635197
2021-04-20 09:24:40,1e-04,1e-04,0.9,0.001,300,0.001,1.15,120.93153986421
2021-04-20 09:24:14,5,1e-04,0.9,0.001,0.001,100,1.15,120.93718532649
2021-04-20 09:23:48,5,1e-04,1.2,0.001,300,100,1.15,120.97513054375
2021-04-20 09:23:23,5,5,1.2,0.001,0.001,0.001,1.15,120.937189510677
2021-04-20 09:22:57,5,5,0.9,300,0.001,100,1.15,1227.64175255126
2021-04-20 09:22:32,5,5,0.9,300,0.001,100,0.85,44317.9842500538
2021-04-20 09:22:06,5,1e-04,0.9,300,0.001,0.001,1.15,120.935754462334
2021-04-20 09:21:41,5,1e-04,0.9,0.001,0.001,100,1.15,120.93718532649
2021-04-20 09:21:15,1e-04,1e-04,0.9,0.001,0.001,0.001,0.85,120.927868256827
2021-04-20 09:20:50,1e-04,5,1.2,0.001,0.001,0.001,0.85,120.929689650886
2021-04-20 09:20:24,5,1e-04,1.2,0.001,300,0.001,1.15,120.937195888469
2021-04-20 09:19:58,5,5,1.2,0.001,0.001,0.001,0.85,120.937181039954
2021-04-20 09:19:32,1e-04,5,1.2,0.001,300,0.001,0.85,120.926923237143
2021-04-20 09:19:06,5,1e-04,1.2,300,0.001,0.001,0.85,17747.2770466696
2021-04-20 09:18:40,1e-04,5,1.2,0.001,300,0.001,0.85,120.926923237143
2021-04-20 09:18:14,1e-04,5,0.9,0.001,300,100,0.85,112.718501686442
2021-04-20 09:17:48,1e-04,5,1.2,300,0.001,100,1.15,1127.38869050426
2021-04-20 09:17:17,1e-04,5,0.9,300,300,100,0.85,34973.5063255194
2021-04-20 09:16:52,1e-04,5,0.9,300,0.001,100,1.15,1152.20531890886
2021-04-20 09:16:26,5,1e-04,0.9,300,0.001,100,1.15,117.741577073467
2021-04-20 09:16:01,5,1e-04,0.9,0.001,300,0.001,0.85,120.937194447027
2021-04-20 09:15:35,1e-04,1e-04,1.2,0.001,0.001,0.001,0.85,120.930029571572
2021-04-20 09:15:09,5,5,1.2,300,300,100,0.85,45594.861844322
2021-04-20 09:14:44,5,5,0.9,0.001,0.001,100,1.15,120.934850912212
2021-04-20 09:14:18,1e-04,1e-04,1.2,300,0.001,100,0.85,33527.0915112612
2021-04-20 09:13:52,5,1e-04,0.9,300,0.001,100,0.85,8225.38688908169
2021-04-20 09:13:26,1e-04,1e-04,1.2,0.001,0.001,0.001,0.85,120.930029571572
2021-04-20 09:13:00,5,5,1.2,0.001,0.001,100,0.85,120.874228043311
2021-04-20 09:12:35,5,1e-04,1.2,300,0.001,100,0.85,9612.70355579935
2021-04-20 09:12:09,1e-04,5,1.2,0.001,0.001,100,1.15,120.926481946671
2021-04-20 09:11:42,1e-04,5,1.2,0.001,0.001,100,1.15,120.926481946671
2021-04-20 09:11:17,1e-04,1e-04,0.9,300,300,100,1.15,1247.20733683692
2021-04-20 09:10:50,1e-04,5,1.2,300,0.001,100,0.85,32153.5226808291
2021-04-20 09:10:25,1e-04,1e-04,0.9,300,0.001,100,1.15,1143.06591681396
2021-04-20 09:09:59,5,1e-04,1.2,300,300,100,0.85,17653.5146378268
2021-04-20 09:09:33,1e-04,1e-04,1.2,0.001,0.001,0.001,1.15,120.931221539662
2021-04-20 09:09:07,5,5,1.2,300,300,0.001,0.85,41028.4102470019
2021-04-20 09:08:42,5,1e-04,0.9,300,300,100,0.85,4739.10211836427
2021-04-20 09:08:16,1e-04,1e-04,0.9,300,300,0.001,0.85,219.663362027147
2021-04-20 09:07:51,1e-04,5,1.2,300,0.001,100,0.85,32153.5226808291
2021-04-20 09:07:25,5,1e-04,0.9,0.001,300,100,1.15,120.948778318964
2021-04-20 09:07:00,5,1e-04,0.9,300,0.001,0.001,1.15,120.935754462334
2021-04-20 09:06:29,5,1e-04,0.9,0.001,0.001,100,1.15,120.93718532649
2021-04-20 09:06:04,5,1e-04,0.9,0.001,300,100,1.15,120.948778318964
2021-04-20 09:05:40,1e-04,5,1.2,0.001,0.001,100,0.85,120.849362848636
2021-04-20 09:05:15,5,1e-04,0.9,0.001,0.001,100,0.85,120.937010471389
2021-04-20 09:04:50,5,5,1.2,300,300,100,0.85,45594.861844322
2021-04-20 09:04:25,1e-04,5,1.2,300,300,100,0.85,32085.8544922068
2021-04-20 09:04:00,1e-04,5,0.9,300,0.001,0.001,0.85,228.533773130325
2021-04-20 09:03:36,1e-04,1e-04,0.9,300,0.001,0.001,1.15,120.620803262523
2021-04-20 09:03:10,1e-04,5,1.2,300,0.001,100,0.85,32153.5226808291
2021-04-20 09:02:46,1e-04,5,0.9,300,300,0.001,0.85,228.664777809883
2021-04-20 09:02:21,1e-04,1e-04,1.2,0.001,300,100,1.15,121.273579940735
2021-04-20 09:01:56,1e-04,1e-04,0.9,300,300,100,0.85,37221.5465635197
2021-04-20 09:01:31,1e-04,5,0.9,300,0.001,0.001,0.85,228.533773130325
2021-04-20 09:01:06,1e-04,1e-04,0.9,300,0.001,0.001,0.85,223.833810104712
2021-04-20 09:00:42,1e-04,1e-04,1.2,0.001,0.001,0.001,1.15,120.93169704361
2021-04-20 09:00:17,5,5,0.9,0.001,0.001,0.001,0.85,120.937185591343
2021-04-20 08:59:51,5,1e-04,0.9,300,0.001,100,1.15,117.741577073467
2021-04-20 08:59:27,5,1e-04,0.9,300,0.001,100,1.15,117.741577073467
2021-04-20 08:59:02,1e-04,1e-04,1.2,300,0.001,0.001,1.15,120.608780322061
2021-04-20 08:58:37,1e-04,1e-04,1.2,0.001,0.001,0.001,0.85,120.930029571572
2021-04-20 08:58:12,1e-04,5,0.9,0.001,300,100,0.85,112.718501686442
2021-04-20 08:57:47,5,1e-04,0.9,0.001,0.001,0.001,1.15,120.937198719713
2021-04-20 08:57:23,1e-04,1e-04,1.2,300,300,100,1.15,1175.03253257651
2021-04-20 08:56:58,5,1e-04,0.9,0.001,300,100,0.85,121.014147284037
2021-04-20 08:56:33,1e-04,1e-04,1.2,300,0.001,0.001,1.15,120.602127651106
2021-04-20 08:56:08,1e-04,5,0.9,300,300,0.001,1.15,120.606790499964
2021-04-20 08:55:43,5,1e-04,1.2,0.001,0.001,100,1.15,120.93698698503
2021-04-20 08:55:18,5,5,0.9,0.001,0.001,100,1.15,120.934850912212
2021-04-20 08:54:53,5,5,0.9,0.001,0.001,100,1.15,120.934850912212
2021-04-20 08:54:28,5,1e-04,0.9,0.001,0.001,100,0.85,120.937010471389
2021-04-20 08:54:03,5,5,0.9,300,300,0.001,0.85,34633.0723370042
2021-04-20 08:53:38,5,5,1.2,300,300,0.001,0.85,41028.4102470019
2021-04-20 08:53:13,5,1e-04,0.9,300,0.001,0.001,1.15,120.935754462334
2021-04-20 08:52:49,5,1e-04,0.9,0.001,300,100,1.15,120.962278573609
2021-04-20 08:52:25,1e-04,5,0.9,300,0.001,100,1.15,1152.20531890886
2021-04-20 08:52:00,5,1e-04,1.2,0.001,0.001,100,1.15,120.93698698503
2021-04-20 08:51:36,5,5,0.9,300,0.001,100,0.85,44317.9842500538
2021-04-20 08:51:11,5,5,1.2,300,300,0.001,1.15,120.802580636884
2021-04-20 08:50:46,5,1e-04,0.9,0.001,0.001,100,1.15,120.93718532649
2021-04-20 08:50:21,5,1e-04,1.2,300,300,100,1.15,107.27234706723
2021-04-20 08:49:57,1e-04,1e-04,0.9,300,0.001,100,0.85,35050.2559345999
2021-04-20 08:49:32,5,5,1.2,300,300,100,1.15,1417.80671008307
2021-04-20 08:49:07,1e-04,5,1.2,300,300,100,1.15,1160.64868044785
2021-04-20 08:48:43,1e-04,5,1.2,0.001,0.001,0.001,0.85,120.929689650886
2021-04-20 08:48:18,1e-04,1e-04,0.9,300,300,0.001,1.15,120.602725738131
2021-04-20 08:47:54,5,5,0.9,0.001,0.001,0.001,1.15,120.937198397339
2021-04-20 08:47:29,1e-04,5,1.2,0.001,300,100,0.85,112.334757620853
2021-04-20 08:47:03,5,1e-04,1.2,300,300,0.001,1.15,120.924871864473
2021-04-20 08:46:38,1e-04,5,0.9,0.001,0.001,0.001,1.15,120.930503411722
2021-04-20 08:46:13,1e-04,5,0.9,0.001,300,0.001,1.15,120.930539793056
2021-04-20 08:45:48,5,5,0.9,300,0.001,100,1.15,1227.64175255126
2021-04-20 08:45:24,5,1e-04,1.2,0.001,0.001,100,0.85,120.933298118399
2021-04-20 08:44:59,1e-04,5,0.9,0.001,0.001,0.001,1.15,120.930503411722
2021-04-20 08:44:34,1e-04,1e-04,1.2,0.001,300,100,0.85,110.278746134724
2021-04-20 08:44:09,5,1e-04,0.9,0.001,300,100,0.85,121.014147284037
2021-04-20 08:43:45,5,5,1.2,300,300,0.001,0.85,41028.4102470019
2021-04-20 08:43:20,1e-04,1e-04,0.9,0.001,300,100,0.85,107.646819275896
2021-04-20 08:42:55,1e-04,5,1.2,0.001,300,0.001,0.85,120.929967840411
2021-04-20 08:42:30,5,5,1.2,300,300,0.001,0.85,41028.4102470019
2021-04-20 08:42:05,5,1e-04,1.2,0.001,300,0.001,1.15,120.937195888469
2021-04-20 08:41:40,1e-04,1e-04,0.9,300,0.001,0.001,1.15,120.620803262523
2021-04-20 08:41:15,1e-04,5,0.9,0.001,0.001,100,1.15,120.927756862569
2021-04-20 08:40:50,1e-04,5,1.2,300,300,100,1.15,1160.64868044785
2021-04-20 08:40:25,5,1e-04,1.2,300,0.001,100,0.85,9612.70355579935
2021-04-20 08:40:00,5,5,1.2,300,0.001,0.001,0.85,34102.245195447
2021-04-20 08:39:36,1e-04,1e-04,1.2,0.001,0.001,0.001,0.85,120.930029571572
2021-04-20 08:39:11,5,5,0.9,0.001,300,100,0.85,114.700046710109
2021-04-20 08:38:46,1e-04,5,1.2,300,0.001,100,0.85,32153.5226808291
2021-04-20 08:38:21,5,5,1.2,300,0.001,0.001,0.85,33147.7299547337
2021-04-20 08:37:57,5,1e-04,0.9,0.001,300,0.001,1.15,120.93719893153
2021-04-20 08:37:32,1e-04,1e-04,1.2,0.001,0.001,100,1.15,120.924168662136
2021-04-20 08:37:06,1e-04,1e-04,1.2,0.001,0.001,0.001,1.15,120.931221539662
2021-04-20 08:36:42,5,5,0.9,300,300,0.001,1.15,120.829599738311
2021-04-20 08:36:17,5,1e-04,1.2,300,0.001,0.001,0.85,17747.2770466696
2021-04-20 08:35:52,1e-04,5,1.2,300,0.001,100,0.85,32153.5226808291
2021-04-20 08:35:27,1e-04,1e-04,0.9,300,0.001,0.001,0.85,223.833810104712
2021-04-20 08:35:01,1e-04,5,0.9,300,300,0.001,0.85,228.664777809883
2021-04-20 08:34:36,5,1e-04,1.2,0.001,300,100,1.15,120.97513054375
2021-04-20 08:34:10,1e-04,5,0.9,0.001,300,100,1.08716336485782,119.123435057842
2021-04-20 08:33:44,5,5,1.2,300,300,100,0.85,45594.861844322
2021-04-20 08:33:19,1e-04,5,0.9,300,0.001,0.001,0.85,228.533773130325
2021-04-20 08:32:53,5,5,0.9,0.001,0.001,100,1.15,120.935275595062
2021-04-20 08:32:27,1e-04,1e-04,0.9,300,300,100,0.85,37221.5465635197
2021-04-20 08:32:01,5,1e-04,0.9,0.001,0.001,0.001,1.15,120.937198719713
2021-04-20 08:31:35,1e-04,1e-04,0.9,300,300,0.001,0.85,219.663362027147
2021-04-20 08:31:09,1.23984409007052,2.37135511337683,0.9,300,300,0.001,0.85,38905.7119398507
2021-04-20 08:30:43,1e-04,1e-04,1.17545937044019,300,300,0.001,0.908106781274454,115.508778760813
2021-04-20 08:30:17,1e-04,1e-04,1.12702750041103,300,300,0.001,1.15,120.602921621134
2021-04-20 08:29:52,0.79619706962263,0.965048860848524,1.09616476041764,300,300,0.001,0.903005953565656,10574.6164035206
2021-04-20 08:29:26,1e-04,1e-04,0.981839155885818,300,300,6.3481017073345,0.85,16451.6958092761
2021-04-20 08:29:00,1e-04,1e-04,0.9,300,300,31.0541000790998,0.85,28931.1180898598
2021-04-20 08:28:34,0.850540747402746,1e-04,0.9,300,300,23.9949279852838,0.85,12046.8659948816
2021-04-20 08:28:08,1.63145193595859,1e-04,0.929892325904797,300,300,75.7601164691549,1.0227369977776,96.0112363018883
