DateTime,Fsed_oxy,RMSE
2023-03-14 12:24:09,-23.8108380085029,-4.49435304377797
2023-03-14 12:24:04,-23.8108378107259,-4.49554805677128
2023-03-14 12:23:59,-23.8108380884769,-4.49211455217272
2023-03-14 12:23:55,-23.8108347036295,-4.49346706019991
2023-03-14 12:23:51,-23.8108368020338,-4.49413918923363
2023-03-14 12:23:45,-23.810839248241,-4.49532037681175
2023-03-14 12:23:38,-23.8108381486355,-4.49334966403303
2023-03-14 12:23:32,-23.8108348602593,-4.49060718299498
2023-03-14 12:23:26,-23.8108398286335,-4.49252122760672
2023-03-14 12:23:20,-23.8108341790267,-4.49357297950679
2023-03-14 12:23:14,-23.8108363462973,-4.49186528175027
2023-03-14 12:23:10,-23.8108366916698,-4.49469226920819
2023-03-14 12:23:05,-23.8108362580444,-4.49420372040487
2023-03-14 12:23:01,-23.8108412901275,-4.49644901999611
2023-03-14 12:22:55,-23.8108368906563,-4.49615813363619
2023-03-14 12:22:51,-23.8108379565488,-4.50013429896084
2023-03-14 12:22:46,-23.8108415633894,-4.50060592863473
2023-03-14 12:22:41,-23.810836858564,-4.49506177982642
2023-03-14 12:22:37,-23.8108365080287,-4.49087507040931
2023-03-14 12:22:33,-23.8108379103298,-4.50000058105574
2023-03-14 12:22:29,-23.8108332822794,-4.50020021849123
2023-03-14 12:22:25,-23.8108318539544,-4.49743220410725
2023-03-14 12:22:20,-23.810838792149,-4.50122025654031
2023-03-14 12:22:16,-23.8108354820649,-4.49341445947672
2023-03-14 12:22:12,-23.8108349291229,-4.49781358215622
2023-03-14 12:22:07,-23.8108313324781,-4.49513993124977
2023-03-14 12:22:03,-23.8108341192248,-4.49424972719799
2023-03-14 12:21:58,-23.8108357374793,-4.49539976745413
2023-03-14 12:21:54,-23.8108370099802,-4.49405849676065
2023-03-14 12:21:49,-23.8108326948889,-4.49592197880351
2023-03-14 12:21:45,-23.8108374166914,-4.49642880040027
2023-03-14 12:21:40,-23.8108351770455,-4.49779087808502
2023-03-14 12:21:35,-23.8108341057142,-4.49656642741717
2023-03-14 12:21:30,-23.8108354528417,-4.50020428525631
2023-03-14 12:21:25,-23.8108390010355,-4.49457511437496
2023-03-14 12:21:20,-23.8108340445863,-4.49492577844079
2023-03-14 12:21:15,-23.8108390259393,-4.49677746643368
2023-03-14 12:21:10,-23.8108363767556,-4.50162315276904
2023-03-14 12:21:04,-23.8108387969944,-4.50137084666777
2023-03-14 12:20:59,-23.810837925465,-4.49315370395304
2023-03-14 12:20:54,-23.8108374763397,-4.49805972372171
2023-03-14 12:20:49,-23.8108369812079,-4.495089098059
2023-03-14 12:20:42,-23.8108365405218,-4.501970891192
2023-03-14 12:20:37,-23.8108331229349,-4.50358933938668
2023-03-14 12:20:32,-23.8108364758311,-4.49508454325067
2023-03-14 12:20:26,-23.8108389345404,-4.49833474247468
2023-03-14 12:20:21,-23.81083345545,-4.50341063716201
2023-03-14 12:20:17,-23.8108401142798,-4.49951588297329
2023-03-14 12:20:11,-23.8108414630354,-4.49926866296442
2023-03-14 12:20:07,-23.8108405464452,-4.49792489745502
2023-03-14 12:20:02,-23.8108329159366,-4.50034391539588
2023-03-14 12:19:57,-23.8108415940227,-4.50134070665952
2023-03-14 12:19:52,-23.8108364071495,-4.5014913282425
2023-03-14 12:19:47,-23.8108384712863,-4.50078444078471
2023-03-14 12:19:42,-23.8108380525893,-4.50142362113114
2023-03-14 12:19:37,-23.8108397236329,-4.50694159785214
2023-03-14 12:19:30,-23.8108362608343,-4.49524421131498
2023-03-14 12:19:24,-23.8108434737287,-4.50051206407777
2023-03-14 12:19:20,-23.8108289405331,-4.49162169648213
2023-03-14 12:19:14,-23.8108337762111,-4.49708868517753
2023-03-14 12:19:08,-23.8108456951768,-4.4929365489278
2023-03-14 12:18:59,-23.8108402760235,-4.49621746671976
2023-03-14 12:18:53,-23.8108397923238,-4.4984089649317
2023-03-14 12:18:48,-23.8108303776081,-4.49282393618266
2023-03-14 12:18:43,-23.8108396962859,-4.48958129183032
2023-03-14 12:18:38,-23.8108441311755,-4.49988072582406
2023-03-14 12:18:33,-23.8108358762401,-4.5016497952688
2023-03-14 12:18:28,-23.8108455040201,-4.4904705565611
2023-03-14 12:18:24,-23.8108381631316,-4.50272103721443
2023-03-14 12:18:19,-23.8108351647507,-4.49910861400658
2023-03-14 12:18:15,-23.8108406943344,-4.49615236577857
2023-03-14 12:18:11,-23.810855612254,-4.49643474964419
2023-03-14 12:18:07,-23.8108434415364,-4.49684240995049
2023-03-14 12:18:04,-23.81083751725,-4.49583805541172
2023-03-14 12:17:59,-23.8108452266995,-4.50496342123398
2023-03-14 12:17:55,-23.8108458564907,-4.50014709339503
2023-03-14 12:17:52,-23.8108385650202,-4.50648620644058
2023-03-14 12:17:48,-23.8108410479201,-4.49701401815696
2023-03-14 12:17:44,-23.8108470851297,-4.49570524385888
2023-03-14 12:17:40,-23.8108498099832,-4.50179844372906
2023-03-14 12:17:36,-23.8108486177673,-4.5043608318497
2023-03-14 12:17:31,-23.8108471248577,-4.49597013017939
2023-03-14 12:17:27,-23.810849126914,-4.50082123350548
2023-03-14 12:17:23,-23.8108416695123,-4.50493522170215
2023-03-14 12:17:17,-23.8108403128675,-4.49965990222907
2023-03-14 12:17:13,-23.8108436155869,-4.50249660303896
2023-03-14 12:17:08,-23.810842323049,-4.50082630669389
2023-03-14 12:17:04,-23.8108432223978,-4.50227186772526
2023-03-14 12:17:00,-23.8108434290632,-4.50035499479654
2023-03-14 12:16:55,-23.8108423315198,-4.50684853581735
2023-03-14 12:16:50,-23.8108354692887,-4.50447157125077
2023-03-14 12:16:40,-23.8108370782297,-4.50044180116867
2023-03-14 12:16:30,-23.810838503443,-4.49820941800812
2023-03-14 12:16:25,-23.8108448048545,-4.50378274724152
2023-03-14 12:16:21,-23.8108311843787,-4.50350927369102
2023-03-14 12:16:16,-23.8108342447222,-4.50585171162717
2023-03-14 12:16:11,-23.8108443024143,-4.50129092528544
2023-03-14 12:16:01,-23.8108392572696,-4.50108287382921
2023-03-14 12:15:51,-23.8108393336425,-4.50854195580486
2023-03-14 12:15:44,-23.810839849691,-4.49698941576557
2023-03-14 12:15:36,-23.8108368905005,-4.50617591354065
2023-03-14 12:15:32,-23.8108369960901,-4.50229023495278
2023-03-14 12:15:28,-23.8108363221811,-4.50234947303411
2023-03-14 12:15:24,-23.8108312741436,-4.50792975520677
2023-03-14 12:15:20,-23.8108449676544,-4.49749894640376
2023-03-14 12:15:16,-23.8108376983243,-4.50659659185977
2023-03-14 12:15:11,-23.8108444182307,-4.50717075808841
2023-03-14 12:15:04,-23.8108396650153,-4.50988069017535
2023-03-14 12:14:57,-23.8108322131403,-4.50850364385637
2023-03-14 12:14:49,-23.8108360615057,-4.49814826019147
2023-03-14 12:14:41,-23.8108373778759,-4.50554488645609
2023-03-14 12:14:35,-23.8108312860442,-4.49815751973088
2023-03-14 12:14:25,-23.8108467877799,-4.49628446839595
2023-03-14 12:14:19,-23.8108336449191,-4.50495725448205
2023-03-14 12:14:14,-23.8108373714142,-4.50645551886723
2023-03-14 12:14:10,-23.8108312894137,-4.50367541617736
2023-03-14 12:14:04,-23.8108368867567,-4.50808956349089
2023-03-14 12:13:58,-23.8108311180553,-4.50148764407096
2023-03-14 12:13:53,-23.810840846761,-4.50680827848626
2023-03-14 12:13:48,-23.8108305566194,-4.50313305419009
2023-03-14 12:13:42,-23.8108395651662,-4.50991866522321
2023-03-14 12:13:36,-23.810836668744,-4.5032216775416
2023-03-14 12:13:32,-23.8108269938389,-4.50147390923043
2023-03-14 12:13:27,-23.8108385494463,-4.50170851406253
2023-03-14 12:13:22,-23.8108347970981,-4.50507670175109
2023-03-14 12:13:18,-23.8108321194144,-4.50729313778393
2023-03-14 12:13:14,-23.8108365167829,-4.50032850248384
2023-03-14 12:13:10,-23.8108227567086,-4.51235231897788
2023-03-14 12:13:05,-23.8108436040214,-4.5071919071076
2023-03-14 12:13:00,-23.8108432096787,-4.5064081920401
2023-03-14 12:12:55,-23.8108374010957,-4.50505256673211
2023-03-14 12:12:51,-23.8108256151687,-4.50633381490237
2023-03-14 12:12:46,-23.8108291456752,-4.50795386862601
2023-03-14 12:12:40,-23.8108208569146,-4.51172574672264
2023-03-14 12:12:35,-23.8108400432185,-4.5052176907967
2023-03-14 12:12:29,-23.8108229652354,-4.51008989514444
2023-03-14 12:12:25,-23.8108328905517,-4.50760883845611
2023-03-14 12:12:21,-23.8108472426637,-4.50755370808883
2023-03-14 12:12:17,-23.8108270759,-4.50254532260662
2023-03-14 12:12:12,-23.8108462389227,-4.51001354033766
2023-03-14 12:12:08,-23.8108218337874,-4.50078757641043
2023-03-14 12:12:04,-23.8108311274659,-4.51070217416378
2023-03-14 12:11:59,-23.8108215426345,-4.50959981645649
2023-03-14 12:11:54,-23.8108472814832,-4.51069307765217
2023-03-14 12:11:50,-23.8108496381362,-4.51186799187109
2023-03-14 12:11:46,-23.8108308999388,-4.52356263490885
2023-03-14 12:11:42,-23.8108457440758,-4.51455357100793
2023-03-14 12:11:38,-23.8108122297118,-4.50248160132943
2023-03-14 12:11:34,-23.8108332172547,-4.50107325598458
2023-03-14 12:11:30,-23.8108389853396,-4.50726339863876
2023-03-14 12:11:25,-23.8108502636628,-4.50548626218213
2023-03-14 12:11:22,-23.8108218253526,-4.50170024804336
2023-03-14 12:11:17,-23.8108202873789,-4.50610355197653
2023-03-14 12:11:13,-23.8108367874544,-4.50037542408969
2023-03-14 12:11:09,-23.8108476552022,-4.51183324352826
2023-03-14 12:11:05,-23.8108286592847,-4.50117905651151
2023-03-14 12:11:00,-23.8108471252778,-4.49930776860648
2023-03-14 12:10:56,-23.8108306534625,-4.50787466120557
2023-03-14 12:10:52,-23.8108275511965,-4.51462714931136
2023-03-14 12:10:48,-23.8108467069634,-4.51108167500344
2023-03-14 12:10:43,-23.8108289745358,-4.51825041034619
2023-03-14 12:10:39,-23.8108404259054,-4.52249792980349
2023-03-14 12:10:36,-23.8108435928867,-4.50234211295264
2023-03-14 12:10:31,-23.8108428957764,-4.50358209787764
2023-03-14 12:10:27,-23.8108268409029,-4.49984168495165
2023-03-14 12:10:22,-23.8108326972949,-4.50982687095019
2023-03-14 12:10:16,-23.8108461972554,-4.50697535418438
2023-03-14 12:10:12,-23.810806816096,-4.5189528502711
2023-03-14 12:10:08,-23.810837910078,-4.48405208977617
2023-03-14 12:10:03,-23.8108425158163,-4.51761296715606
2023-03-14 12:09:59,-23.8108155063741,-4.49750566928521
2023-03-14 12:09:55,-23.8108604666169,-4.52442118711274
2023-03-14 12:09:50,-23.8108288358803,-4.51512712537228
2023-03-14 12:09:46,-23.8108529679603,-4.51080467781277
2023-03-14 12:09:41,-23.8108430430528,-4.50903668647129
2023-03-14 12:09:37,-23.810868440752,-4.50681031917372
2023-03-14 12:09:33,-23.8108626596098,-4.52066162543296
2023-03-14 12:09:28,-23.8108787156862,-4.49748058948512
2023-03-14 12:09:23,-23.8108601517664,-4.51277805303383
2023-03-14 12:09:19,-23.8108404724428,-4.50406876260717
2023-03-14 12:09:14,-23.8108528731128,-4.51821731963463
2023-03-14 12:09:09,-23.8108323109411,-4.5166567315879
2023-03-14 12:09:04,-23.8108547659775,-4.51150670491977
2023-03-14 12:08:59,-23.8108196201789,-4.51760108638035
2023-03-14 12:08:55,-23.8108430821642,-4.50710002136562
2023-03-14 12:08:50,-23.810833565768,-4.50491850704064
2023-03-14 12:08:44,-23.8108349754127,-4.51572767176804
2023-03-14 12:08:39,-23.8108450521021,-4.52220417641289
2023-03-14 12:08:30,-23.8108426623465,-4.52309874818854
2023-03-14 12:08:25,-23.810843410473,-4.51147221394382
2023-03-14 12:08:20,-23.8108362354765,-4.52175189311063
2023-03-14 12:08:15,-23.8108747868214,-4.5185840039493
2023-03-14 12:08:10,-23.8108468956126,-4.52303458739518
2023-03-14 12:08:05,-23.8108415634921,-4.51269339812243
2023-03-14 12:07:59,-23.8108636839227,-4.5247101850958
2023-03-14 12:07:53,-23.8108292873616,-4.531744692494
2023-03-14 12:07:49,-23.8108240025237,-4.5205299767736
2023-03-14 12:07:44,-23.8108157864123,-4.52387065608801
2023-03-14 12:07:40,-23.8108751169351,-4.52287869875716
2023-03-14 12:07:36,-23.8108432602547,-4.52361631955337
2023-03-14 12:07:32,-23.8108397641303,-4.51232132570402
2023-03-14 12:07:27,-23.8107961206005,-4.53126059449048
2023-03-14 12:07:23,-23.8108513012241,-4.53533196085416
2023-03-14 12:07:19,-23.8108424072977,-4.52562661942958
2023-03-14 12:07:15,-23.810855273306,-4.52450195429743
2023-03-14 12:07:10,-23.810860783748,-4.53181126020399
2023-03-14 12:07:06,-23.8108066682866,-4.53293002340625
2023-03-14 12:07:01,-23.8108351671531,-4.52247860399367
2023-03-14 12:06:56,-23.8108165455358,-4.53141480270092
2023-03-14 12:06:51,-23.8108620994262,-4.54013122168178
2023-03-14 12:06:47,-23.8108253116038,-4.54142147365472
2023-03-14 12:06:42,-23.8108416932133,-4.53033565966212
2023-03-14 12:06:34,-23.8108438234397,-4.52963090613616
2023-03-14 12:06:28,-23.8108344115257,-4.54392519432603
2023-03-14 12:06:19,-23.8108298594515,-4.54366879305271
2023-03-14 12:06:13,-23.8108322638251,-4.5386080476066
2023-03-14 12:06:07,-23.8108012673704,-4.53603771132146
2023-03-14 12:06:01,-23.810846077003,-4.54752461600533
2023-03-14 12:05:54,-23.8108532599392,-4.53898359238142
2023-03-14 12:05:48,-23.8108731629038,-4.54623773035258
2023-03-14 12:05:42,-23.8109075660638,-4.53355131150832
2023-03-14 12:05:37,-23.8108198508189,-4.53993011793344
2023-03-14 12:05:30,-23.8108636231192,-4.52446195472155
2023-03-14 12:05:25,-23.8108769011196,-4.52759564799137
2023-03-14 12:05:19,-23.8108494211794,-4.53217114695056
2023-03-14 12:05:13,-23.8108018160144,-4.52726060289847
2023-03-14 12:05:08,-23.8108471521716,-4.54008620626656
2023-03-14 12:05:04,-23.8108521190574,-4.53815976283366
2023-03-14 12:04:58,-23.8108959050682,-4.55463431363455
2023-03-14 12:04:52,-23.8108569640017,-4.5381139899127
2023-03-14 12:04:47,-23.810872069203,-4.52587098195971
2023-03-14 12:04:43,-23.8108613817559,-4.52604309139268
2023-03-14 12:04:38,-23.8108026909505,-4.55239586050245
2023-03-14 12:04:33,-23.8108845659538,-4.53998209113822
2023-03-14 12:04:29,-23.8108527754214,-4.53372654120923
2023-03-14 12:04:24,-23.8108331870793,-4.54120168205273
2023-03-14 12:04:18,-23.8108403391011,-4.53898260926417
2023-03-14 12:04:12,-23.8108838747352,-4.54081395334322
2023-03-14 12:04:07,-23.8107624416345,-4.53030190913639
2023-03-14 12:04:02,-23.810901598342,-4.52999856262937
2023-03-14 12:03:53,-23.8108669547985,-4.52702759339497
2023-03-14 12:03:44,-23.8108076015118,-4.51894589101263
2023-03-14 12:03:38,-23.8108513793718,-4.53521522416516
2023-03-14 12:03:33,-23.8108870907578,-4.54442707445227
2023-03-14 12:03:27,-23.810894961071,-4.54334314567834
2023-03-14 12:03:22,-23.810810062489,-4.52070580247586
2023-03-14 12:03:17,-23.8108704363155,-4.53219141040025
2023-03-14 12:03:12,-23.8107751022106,-4.53901980735602
2023-03-14 12:03:06,-23.8108789785932,-4.53578127076609
2023-03-14 12:03:00,-23.8108732410006,-4.54496529135931
2023-03-14 12:02:53,-23.8108261060573,-4.53278517374651
2023-03-14 12:02:47,-23.8108512954619,-4.50174944171643
2023-03-14 12:02:42,-23.810730028066,-4.50982822338106
2023-03-14 12:02:39,-23.8108594315087,-4.51168070649509
2023-03-14 12:02:34,-23.8108310537082,-4.52179713762321
2023-03-14 12:02:29,-23.8108443798565,-4.53729297405988
2023-03-14 12:02:25,-23.8107610318431,-4.50583009777258
2023-03-14 12:02:21,-23.8108739025958,-4.52705500614769
2023-03-14 12:02:17,-23.8108017244585,-4.53329061764769
2023-03-14 12:02:12,-23.8108766262565,-4.4906876344275
2023-03-14 12:02:08,-23.8108276839558,-4.49804674972228
2023-03-14 12:02:03,-23.8107988848642,-4.50253249151115
2023-03-14 12:01:59,-23.8107934434283,-4.52593494869465
2023-03-14 12:01:54,-23.810821230414,-4.52220099368192
2023-03-14 12:01:48,-23.8107017499803,-4.53922937873281
2023-03-14 12:01:44,-23.8109431648164,-4.52485506700105
2023-03-14 12:01:40,-23.8107922413404,-4.52867883702186
2023-03-14 12:01:35,-23.8108120027723,-4.51574101977245
2023-03-14 12:01:31,-23.8107220688703,-4.53176297472656
2023-03-14 12:01:26,-23.8109262020328,-4.51710604779939
2023-03-14 12:01:21,-23.8109032246607,-4.52417731843045
2023-03-14 12:01:17,-23.8106982941559,-4.5326084660755
2023-03-14 12:01:13,-23.8107861444297,-4.53198239598035
2023-03-14 12:01:09,-23.8108754099782,-4.54172056424686
2023-03-14 12:01:05,-23.8108108611552,-4.52263413862258
2023-03-14 12:01:01,-23.8107656374921,-4.53981590323867
2023-03-14 12:00:56,-23.8107736618241,-4.50645338583661
2023-03-14 12:00:52,-23.8107865141198,-4.56105528591419
2023-03-14 12:00:48,-23.8107215799069,-4.5192525443999
2023-03-14 12:00:43,-23.8108232388584,-4.54459478589383
2023-03-14 12:00:39,-23.8107338654002,-4.53071157270876
2023-03-14 12:00:34,-23.8109137932262,-4.5367828249719
2023-03-14 12:00:30,-23.8107841414404,-4.52498473535136
2023-03-14 12:00:26,-23.8110228697515,-4.5100891927595
2023-03-14 12:00:22,-23.8107730908702,-4.52175569631508
2023-03-14 12:00:17,-23.8108530881708,-4.48954467004289
2023-03-14 12:00:13,-23.811038384109,-4.50451325786101
2023-03-14 12:00:09,-23.8109054052928,-4.50686211299714
2023-03-14 12:00:05,-23.8108547818193,-4.51893516326247
2023-03-14 12:00:01,-23.8109088847658,-4.52625948226967
2023-03-14 11:59:57,-23.8108396726451,-4.5337739527259
2023-03-14 11:59:53,-23.8108724200265,-4.52142349561565
2023-03-14 11:59:46,-23.810996830117,-4.5280348591173
2023-03-14 11:59:41,-23.8109867756516,-4.51737721712443
2023-03-14 11:59:35,-23.8108781984791,-4.52731578547649
2023-03-14 11:59:30,-23.8109627968023,-4.54483456893672
2023-03-14 11:59:26,-23.8107758726687,-4.52722076863524
2023-03-14 11:59:21,-23.8108756581055,-4.51316258649298
2023-03-14 11:59:17,-23.8109926893929,-4.53697102959301
2023-03-14 11:59:13,-23.8109578756901,-4.52561395365633
2023-03-14 11:59:09,-23.8108809999155,-4.5446483495583
2023-03-14 11:59:05,-23.810806742928,-4.53673504749114
2023-03-14 11:59:01,-23.8110141868281,-4.51036897800797
2023-03-14 11:58:57,-23.8108679660332,-4.52686880421037
2023-03-14 11:58:53,-23.8107543983004,-4.48907773852044
2023-03-14 11:58:46,-23.8107728240398,-4.54771587506634
2023-03-14 11:58:42,-23.810971090628,-4.51655735834391
2023-03-14 11:58:37,-23.8109445583984,-4.53183412164897
2023-03-14 11:58:31,-23.8105810992634,-4.52186240314864
2023-03-14 11:58:26,-23.8106102316314,-4.54252356399096
2023-03-14 11:58:20,-23.8107006739041,-4.50786753951254
2023-03-14 11:58:14,-23.8109125429014,-4.51761418473846
2023-03-14 11:58:09,-23.8107263019112,-4.56199798491817
2023-03-14 11:58:04,-23.8106959195423,-4.53315840999937
2023-03-14 11:57:59,-23.8105380394984,-4.53203933120372
2023-03-14 11:57:54,-23.8108095590393,-4.5390670586997
2023-03-14 11:57:48,-23.8111248313542,-4.5081399147789
2023-03-14 11:57:43,-23.8107425640505,-4.54508262017665
2023-03-14 11:57:38,-23.8107423814849,-4.5157578024182
2023-03-14 11:57:33,-23.8109517887523,-4.54057576557061
2023-03-14 11:57:28,-23.8103899029946,-4.50843136569902
2023-03-14 11:57:24,-23.8108100882737,-4.51471576257413
2023-03-14 11:57:18,-23.8110149403672,-4.48804526723742
2023-03-14 11:57:14,-23.8108823997288,-4.55886630094382
2023-03-14 11:57:04,-23.8107839098928,-4.51606153861313
2023-03-14 11:56:56,-23.8111295049628,-4.48536719241549
2023-03-14 11:56:52,-23.8107619736578,-4.51163419967583
2023-03-14 11:56:48,-23.810555479892,-4.4653056480184
2023-03-14 11:56:44,-23.8110014951973,-4.50065415098788
2023-03-14 11:56:40,-23.8104434876003,-4.4733427155537
2023-03-14 11:56:35,-23.8106217107815,-4.46558982709639
2023-03-14 11:56:28,-23.8108766878144,-4.5040378143935
2023-03-14 11:56:21,-23.8107047613724,-4.50722837522039
2023-03-14 11:56:15,-23.8108347391647,-4.51082758122707
2023-03-14 11:56:11,-23.8111079844378,-4.48162982669256
2023-03-14 11:56:06,-23.810794312345,-4.49852089143749
2023-03-14 11:56:01,-23.8112140419438,-4.50013765155393
2023-03-14 11:55:56,-23.810437294108,-4.53247343395068
2023-03-14 11:55:52,-23.810764476961,-4.50241559202001
2023-03-14 11:55:47,-23.8105869002589,-4.50666323397703
2023-03-14 11:55:42,-23.8104744641671,-4.53091850210596
2023-03-14 11:55:37,-23.8109585281202,-4.52339150466775
2023-03-14 11:55:33,-23.8112935176821,-4.53228215671735
2023-03-14 11:55:28,-23.8109359918928,-4.52309696498423
2023-03-14 11:55:23,-23.811016279819,-4.50882806657628
2023-03-14 11:55:18,-23.8116176426507,-4.49916869879606
2023-03-14 11:55:13,-23.8111651022766,-4.51121553390819
2023-03-14 11:55:07,-23.8108759867313,-4.47131148494939
2023-03-14 11:55:01,-23.8109135404675,-4.47323792448961
