DateTime,Knitrif,theta_nitrif,Kanmx_amm,Rdnra,Kdnra_oxy,Fsed_amm,Fsed_amm.1,Ksed_amm,theta_sed_amm,Rnitrif,theta_denit,Ksed_nit,RMSE
2024-01-15 22:12:08,30,1.08,2,0.001,2,10,1,10,1.08,0.011,1.08,100,0.0982827871534144
