DateTime,Depth,surface_height
1/2/2014,13,13
1/3/2014,13,13
1/4/2014,13,13
1/5/2014,13,13
1/6/2014,13.1,13.1
1/7/2014,13.1,13.1
1/8/2014,13.1,13.1
1/9/2014,13.1,13.1
1/10/2014,13.1,13.1
1/11/2014,13.1,13.1
1/12/2014,13.1,13.1
1/13/2014,13.1,13.1
1/14/2014,13.1,13.1
1/15/2014,13.1,13.1
1/16/2014,13.1,13.1
1/17/2014,13.1,13.1
1/18/2014,13.1,13.1
1/19/2014,13.1,13.1
1/20/2014,13.1,13.1
1/21/2014,13.1,13.1
1/22/2014,13.1,13.1
1/23/2014,13.1,13.1
1/24/2014,13.1,13.1
1/25/2014,13.1,13.1
1/26/2014,13.1,13.1
1/27/2014,13.1,13.1
1/28/2014,13.1,13.1
1/29/2014,13.1,13.1
1/30/2014,13.1,13.1
1/31/2014,13.1,13.1
2/1/2014,13.1,13.1
2/2/2014,13.1,13.1
2/3/2014,13.1,13.1
2/4/2014,13.1,13.1
2/5/2014,13.1,13.1
2/6/2014,13.1,13.1
2/7/2014,13.1,13.1
2/8/2014,13.1,13.1
2/9/2014,13.1,13.1
2/10/2014,13.1,13.1
2/11/2014,13.1,13.1
2/12/2014,13.1,13.1
2/13/2014,13.1,13.1
2/14/2014,13.1,13.1
2/15/2014,13.1,13.1
2/16/2014,13.1,13.1
2/17/2014,13.1,13.1
