DateTime,Depth,PHY_tchla
2020-06-18,0.1,0.9313
2020-06-18,1,2.0139
2020-06-18,2,2.9373
2020-06-18,3,1.8732
2020-06-18,4,1.4656
2020-06-18,5,0.6009
2020-06-18,6,0.1294
2020-06-18,7,0
2020-06-18,8,0.2662
2020-06-18,9,1.754
2020-06-18,10,0.4576
2020-06-18,11,0
2020-06-25,0.1,0.5958
2020-06-25,1,1.1403
2020-06-25,2,3.283
2020-06-25,3,3.2772
2020-06-25,4,1.4841
2020-06-25,5,1.4377
2020-06-25,6,0.9963
2020-06-25,7,0
2020-06-25,8,0.7904
2020-06-25,9,0.7866
2020-06-25,10,0.3691
2020-06-25,11,0.1267
2020-07-02,0.1,0.8447
2020-07-02,1,1.5635
2020-07-02,2,3.223
2020-07-02,3,6.2662
2020-07-02,4,4.7561
2020-07-02,5,1.4022
2020-07-02,6,0.6621
2020-07-02,7,0.482
2020-07-02,8,1.4486
2020-07-02,9,1.456
2020-07-02,10,0.3693
2020-07-02,11,0.1047
2020-07-09,0.1,2.485
2020-07-09,1,3.1764
2020-07-09,2,5.8251
2020-07-09,3,7.5315
2020-07-09,4,7.5344
2020-07-09,5,2.697
2020-07-09,6,1.6
2020-07-09,7,0.9095
2020-07-09,8,2.0712
2020-07-09,9,0.3223
2020-07-09,10,0.2422
2020-07-09,11,0.2454
2020-07-17,0.1,0.1342
2020-07-17,1,0.73
2020-07-17,2,1.658
2020-07-17,3,1.9033
2020-07-17,4,3.7622
2020-07-17,5,5.2317
2020-07-17,6,2.4751
2020-07-17,7,1.4792
2020-07-17,8,3.0138
2020-07-17,9,0.4007
2020-07-17,10,0.2644
2020-07-17,11,0.2074
2020-07-23,0.1,1.0519
2020-07-23,1,1.3452
2020-07-23,2,1.303
2020-07-23,3,1.563
2020-07-23,4,1.5742
2020-07-23,5,4.1809
2020-07-23,6,9.8693
2020-07-23,7,5.0947
2020-07-23,8,6.0293
2020-07-23,9,0.869
2020-07-23,10,0.8982
2020-07-23,11,0.793
2020-07-30,0.1,0.7617
2020-07-30,1,0.7505
2020-07-30,2,1.9931
2020-07-30,3,4.6634
2020-07-30,4,2.0424
2020-07-30,5,1.9962
2020-07-30,6,8.5472
2020-07-30,7,3.6842
2020-07-30,8,3.9585
2020-07-30,9,1.3421
2020-07-30,10,1.8204
2020-07-30,11,1.4671
2020-08-06,0.1,1.0233
2020-08-06,1,1.5997
2020-08-06,2,2.0319
2020-08-06,3,3.0211
2020-08-06,4,4.2225
2020-08-06,5,5.1914
2020-08-06,6,5.4826
2020-08-06,7,6.1188
2020-08-06,8,4.6312
2020-08-06,9,2.1176
2020-08-06,10,1.8965
2020-08-06,11,2.9204
2020-08-12,0.1,1.2148
2020-08-12,1,2.2645
2020-08-12,2,2.0947
2020-08-12,3,6.9163
2020-08-12,4,6.9176
2020-08-12,5,3.2271
2020-08-12,6,3.1944
2020-08-12,7,5.0208
2020-08-12,8,3.3927
2020-08-12,9,1.9777
2020-08-12,10,2.2731
2020-08-12,11,3.4605
2020-08-20,0.1,1.4016
2020-08-20,1,2.2148
2020-08-20,2,2.474
2020-08-20,3,3.0129
2020-08-20,4,2.8322
2020-08-20,5,3.6544
2020-08-20,6,4.6622
2020-08-20,7,8.3352
2020-08-20,8,3.4815
2020-08-20,9,3.0919
2020-08-20,10,2.8558
2020-08-20,11,2.8715
2020-08-26,0.1,2.1503
2020-08-26,1,2.4997
2020-08-26,2,2.8917
2020-08-26,3,6.9263
2020-08-26,4,5.1451
2020-08-26,5,3.3192
2020-08-26,6,3.3334
2020-08-26,7,7.4037
2020-08-26,8,4.7765
2020-08-26,9,4.2571
2020-08-26,10,3.4137
2020-08-26,11,3.6817
2020-09-03,0.1,3.0052
2020-09-03,1,3.111
2020-09-03,2,3.7059
2020-09-03,3,9.8469
2020-09-03,4,7.2234
2020-09-03,5,3.5896
2020-09-03,6,3.6326
2020-09-03,7,7.7492
2020-09-03,8,2.696
2020-09-03,9,1.9402
2020-09-03,10,1.6607
2020-09-03,11,1.68
2020-09-16,0.1,5.9369
2020-09-16,1,7.1115
2020-09-16,2,8.2858
2020-09-16,3,8.2024
2020-09-16,4,8.7336
2020-09-16,5,2.7742
2020-09-16,6,4.228
2020-09-16,7,4.3272
2020-09-16,8,2.3442
2020-09-16,9,1.7842
2020-09-16,10,1.7461
2020-09-16,11,1.7254
2020-10-01,0.1,3.5682
2020-10-01,1,4.8269
2020-10-01,2,7.5068
2020-10-01,3,7.1314
2020-10-01,4,7.5565
2020-10-01,5,5.2289
2020-10-01,6,1.6551
2020-10-01,7,1.5537
2020-10-01,8,1.3749
2020-10-01,9,0.9764
2020-10-01,10,1.109
2020-10-01,11,0.9922
2020-10-14,0.1,2.7355
2020-10-14,1,7.2063
2020-10-14,2,7.5642
2020-10-14,3,8.0649
2020-10-14,4,8.6388
2020-10-14,5,7.6622
2020-10-14,6,0.6584
2020-10-14,7,0.9553
2020-10-14,8,1.0655
2020-10-14,9,0.8758
2020-10-14,10,0.857
2020-10-14,11,0.8005
2020-10-26,0.1,3.4443
2020-10-26,1,6.1702
2020-10-26,2,8.3245
2020-10-26,3,6.1453
2020-10-26,4,1.9591
2020-10-26,5,0.2722
2020-10-26,6,0.0554
2020-10-26,7,0.3644
2020-10-26,8,0.739
2020-10-26,9,0.7116
2020-10-26,10,0.8345
2020-10-26,11,0.7664
2020-11-10,0.1,5.4379
2020-11-10,1,6.2994
2020-11-10,2,8.1221
2020-11-10,3,6.9022
2020-11-10,4,3.6389
2020-11-10,5,3.7653
2020-11-10,6,2.9461
2020-11-10,7,2.2602
2020-11-10,8,1.858
2020-11-10,9,1.7453
2020-11-10,10,1.6093
2020-11-10,11,1.3387
2021-03-08,0.1,0.5428
2021-03-08,1,1.6602
2021-03-08,2,2.727
2021-03-08,3,3.7276
2021-03-08,4,4.5763
2021-03-08,5,5.862
2021-03-08,6,5.2259
2021-03-08,7,5.2611
2021-03-08,8,5.4772
2021-03-08,9,5.5753
2021-03-08,10,5.2619
2021-03-08,11,5.47
2021-03-31,0.1,6.7876
2021-03-31,1,6.3378
2021-03-31,2,7.2726
2021-03-31,3,7.8472
2021-03-31,4,10.0178
2021-03-31,5,9.6011
2021-03-31,6,6.5178
2021-03-31,7,3.8524
2021-03-31,8,2.1934
2021-03-31,9,2.1526
2021-03-31,10,0
2021-03-31,11,0
2021-04-05,0.1,0.7942
2021-04-05,1,4.2211
2021-04-05,2,7.6713
2021-04-05,3,9.3824
2021-04-05,4,9.6419
2021-04-05,5,9.6877
2021-04-05,6,10.176
2021-04-05,7,9.1439
2021-04-05,8,9.9671
2021-04-05,9,8.1723
2021-04-05,10,9.9664
2021-04-05,11,8.3527
2021-05-03,0.1,1.8788
2021-05-03,1,1.9567
2021-05-03,2,1.8863
2021-05-03,3,2.658
2021-05-03,4,4.8819
2021-05-03,5,2.2713
2021-05-03,6,1.4848
2021-05-03,7,1.1145
2021-05-03,8,0.5909
2021-05-03,9,0.2416
2021-05-03,10,0.1935
2021-05-03,11,0.2639
2021-05-14,0.1,0
2021-05-14,1,0.6634
2021-05-14,2,1.0238
2021-05-14,3,1.2503
2021-05-14,4,2.5301
2021-05-14,5,4.8667
2021-05-14,6,2.8529
2021-05-14,7,2.7882
2021-05-14,8,1.9568
2021-05-14,9,1.4272
2021-05-14,10,1.3346
2021-05-14,11,0.974
2021-05-31,0.1,0.2427
2021-05-31,1,0.5973
2021-05-31,2,0.6831
2021-05-31,3,0.9803
2021-05-31,4,2.4569
2021-05-31,5,5.1779
2021-05-31,6,3.612
2021-05-31,7,7.7049
2021-05-31,8,4.2541
2021-05-31,9,0.599
2021-05-31,10,0.1005
2021-05-31,11,0.1285
2021-06-16,0.1,0.0414
2021-06-16,1,0.0449
2021-06-16,2,0.3845
2021-06-16,3,0.3772
2021-06-16,4,2.9088
2021-06-16,5,2.0765
2021-06-16,6,1.1496
2021-06-16,7,1.3545
2021-06-16,8,2.7052
2021-06-16,9,1.0614
2021-06-16,10,0.7278
2021-06-16,11,0.5173
2021-06-28,0.1,0.2525
2021-06-28,1,0.8039
2021-06-28,2,1.091
2021-06-28,3,2.0244
2021-06-28,4,6.3686
2021-06-28,5,7.3967
2021-06-28,6,4.2129
2021-06-28,7,12.2514
2021-06-28,8,3.3309
2021-06-28,9,2.0423
2021-06-28,10,1.1131
2021-06-28,11,1.0095
2021-07-12,0.1,1.1171
2021-07-12,1,2.3
2021-07-12,2,3.8471
2021-07-12,3,6.791
2021-07-12,4,8.2264
2021-07-12,5,3.6982
2021-07-12,6,9.6782
2021-07-12,7,2.2089
2021-07-12,8,1.4412
2021-07-12,9,1.4228
2021-07-12,10,1.2124
2021-07-12,11,1.0747
2021-07-26,0.1,1.68
2021-07-26,1,2.2328
2021-07-26,2,2.9104
2021-07-26,3,6.1256
2021-07-26,4,2.2821
2021-07-26,5,11.6967
2021-07-26,6,7.104
2021-07-26,7,2.9628
2021-07-26,8,0.8038
2021-07-26,9,0.619
2021-07-26,10,0.5965
2021-07-26,11,0.518
2022-02-24,0.1,6.5733
2022-02-24,1,7.1169
2022-02-24,2,7.1548
2022-02-24,3,8.8153
2022-02-24,4,7.8638
2022-02-24,5,9.5499
2022-02-24,6,10.2151
2022-02-24,7,10.1229
2022-02-24,8,10.5606
2022-02-24,9,10.3241
2022-02-24,10,9.1766
2022-02-24,11,9.1766
2022-03-22,0.1,1.398
2022-03-22,1,3.4486
2022-03-22,2,6.0299
2022-03-22,3,7.1706
2022-03-22,4,7.6058
2022-03-22,5,7.7297
2022-03-22,6,6.1547
2022-03-22,7,5.5193
2022-03-22,8,5.4465
2022-03-22,9,4.491
2022-03-22,10,3.957
2022-03-22,11,3.957
2022-04-12,0.1,6.527
2022-04-12,1,7.8576
2022-04-12,2,14.064
2022-04-12,3,16.0029
2022-04-12,4,15.0753
2022-04-12,5,13.2371
2022-04-12,6,11.4534
2022-04-12,7,8.8785
2022-04-12,8,7.961
2022-04-12,9,8.4595
2022-04-12,10,6.7241
2022-04-12,11,6.7241
2022-05-02,0.1,1.3102
2022-05-02,1,2.4954
2022-05-02,2,3.3836
2022-05-02,3,3.9357
2022-05-02,4,3.84
2022-05-02,5,14.7351
2022-05-02,6,6.7019
2022-05-02,7,3.872
2022-05-02,8,3.8347
2022-05-02,9,3.0866
2022-05-02,10,3.0976
2022-05-02,11,3.0976
