"Reservoir","Site","DateTime","Secchi_m","Flag_DateTime","Flag_Secchi_m"
"FCR",50,2021-12-06 13:00:00,1.75,0,0
"FCR",50,2022-01-31 11:53:00,2.1,0,0
"FCR",50,2022-02-24 13:38:00,1.5,0,0
"FCR",50,2022-03-17 12:02:00,1.8,0,0
"FCR",50,2022-03-29 12:00:00,1.5,0,0
"FCR",50,2022-04-12 10:43:00,1.5,0,0
"FCR",50,2022-04-19 09:48:00,1.5,0,0
"FCR",50,2022-05-02 14:49:00,1.5,0,0
"FCR",50,2022-05-09 12:49:00,1.75,0,0
"FCR",50,2022-05-17 14:45:00,1.75,0,0
"FCR",50,2022-05-17 14:45:00,1.75,0,0
"FCR",50,2022-05-23 14:12:00,1.2,0,0
"FCR",50,2022-05-23 14:12:00,1.2,0,0
"FCR",50,2022-05-31 14:15:00,1,0,0
"FCR",50,2022-05-31 14:15:00,1,0,0
"FCR",50,2022-06-07 15:04:00,0.75,0,0
"FCR",50,2022-06-07 15:04:00,0.75,0,0
"FCR",50,2022-06-13 14:20:00,0.6,0,0
"FCR",50,2022-06-13 14:20:00,0.6,0,0
"FCR",50,2022-06-20 14:00:00,0.45,0,0
"FCR",50,2022-06-20 15:00:00,0.4,0,0
"FCR",50,2022-06-27 11:00:00,0.4,0,0
"FCR",50,2022-07-05 14:20:00,0.4,0,0
"FCR",50,2022-07-11 13:58:00,0.55,0,0
"FCR",50,2022-07-11 13:58:00,0.55,0,0
"FCR",50,2022-07-18 13:02:00,0.95,0,0
"FCR",50,2022-07-18 13:02:00,0.95,0,0
"FCR",50,2022-07-25 12:20:00,1.3,0,0
"FCR",50,2022-07-25 12:20:00,1.35,0,0
"FCR",50,2022-08-01 12:20:00,1.3,0,0
"FCR",50,2022-08-01 12:20:00,1.3,0,0
"FCR",50,2022-08-08 13:23:00,1.3,0,0
"FCR",50,2022-08-08 13:23:00,1.3,0,0
"FCR",50,2022-08-18 14:00:00,1.5,0,0
"FCR",50,2022-08-18 14:00:00,1.5,0,0
"FCR",50,2022-08-22 14:00:00,1.6,0,0
"FCR",50,2022-08-22 14:00:00,1.6,0,0
"FCR",50,2022-08-29 10:30:00,2,0,0
"FCR",50,2022-08-29 10:30:00,2,0,0
"FCR",50,2022-09-05 12:49:00,1.75,0,0
"FCR",50,2022-09-13 12:00:00,1.6,0,0
"FCR",50,2022-09-19 13:30:00,1.5,0,0
"FCR",50,2022-09-26 12:00:00,1.3,0,0
"FCR",50,2022-10-03 11:40:00,0.85,0,0
"FCR",50,2022-10-11 02:42:00,1.9,0,0
"FCR",50,2022-10-17 11:55:00,1.9,0,0
"FCR",50,2022-10-24 15:09:00,1.65,0,0
"FCR",50,2022-11-08 12:30:00,1.5,0,0
"FCR",50,2022-11-16 12:29:00,1.65,0,0
"FCR",50,2022-11-28 12:11:00,2.3,0,0
"GWR",50,2013-09-17 08:00:00,2.1,0,0
"GWR",50,2014-04-18 08:00:00,2.9,0,0
"GWR",50,2014-04-26 12:00:00,2,1,0
"GWR",50,2014-05-09 09:00:00,3.5,0,0
"GWR",50,2014-05-16 12:00:00,3.5,1,0
"GWR",50,2014-06-04 14:00:00,3.7,0,0
"GWR",50,2014-06-16 09:30:00,3.7,0,0
"GWR",50,2014-06-29 10:15:00,4,0,0
"GWR",50,2014-07-09 13:00:00,3.7,0,0
"GWR",50,2014-07-25 14:00:00,3.6,0,0
"GWR",50,2014-08-11 15:30:00,3.2,0,0
"GWR",50,2014-08-22 12:30:00,4.4,0,0
"GWR",50,2014-09-07 09:00:00,4.1,0,0
"GWR",50,2014-09-30 05:30:00,3.3,0,0
"GWR",50,2015-05-09 09:00:00,2.2,0,0
"GWR",50,2015-05-20 12:30:00,2.7,0,0
"GWR",50,2015-05-30 14:00:00,2.6,0,0
"GWR",50,2015-06-10 07:00:00,3.1,0,0
"GWR",50,2015-06-22 15:00:00,4.2,0,0
"GWR",50,2015-07-06 13:30:00,3.1,0,0
"GWR",50,2015-07-20 14:30:00,4.1,0,0
"GWR",50,2015-08-03 15:00:00,3.7,0,0
"GWR",50,2015-08-15 07:00:00,4.5,0,0
"GWR",50,2015-08-30 07:30:00,3.4,0,0
"GWR",50,2015-09-17 14:30:00,2.5,0,0
"GWR",50,2016-04-06 13:00:00,2.7,0,0
"GWR",50,2016-04-13 12:00:00,3.2,1,0
"GWR",50,2016-04-29 08:30:00,3.7,0,0
"GWR",50,2016-04-29 15:05:00,3.4,0,0
"GWR",50,2016-04-29 20:00:00,0,0,0
"GWR",50,2016-04-29 22:00:00,0,0,0
"GWR",50,2016-04-30 02:47:00,3,0,0
"GWR",50,2016-04-30 07:55:00,3.1,0,0
"GWR",50,2016-05-13 10:30:00,3,0,0
"GWR",50,2016-05-25 09:00:00,3.75,0,0
"GWR",50,2016-06-10 07:30:00,3.2,0,0
"GWR",50,2016-06-25 08:30:00,3.6,0,0
"GWR",50,2016-06-25 15:05:00,2,0,0
"GWR",50,2016-06-25 20:00:00,1.4,0,0
"GWR",50,2016-06-25 22:00:00,1.9,0,0
"GWR",50,2016-06-26 02:47:00,3.5,0,0
"GWR",50,2016-06-26 07:55:00,4,0,0
"GWR",50,2016-07-08 06:00:00,3.8,0,0
"GWR",50,2016-07-22 09:00:00,4.4,0,0
"GWR",50,2016-08-09 07:00:00,3.3,0,0
"GWR",50,2016-08-24 11:50:00,3.2,0,0
"GWR",50,2016-09-04 10:35:00,2.8,0,0
"GWR",50,2016-09-04 16:12:00,1.75,0,0
"GWR",50,2016-09-04 20:13:00,0.83,0,0
"GWR",50,2016-09-04 21:10:00,0.83,0,0
"GWR",50,2016-09-05 03:05:00,2.7,0,0
"GWR",50,2016-09-05 07:36:00,2.7,0,0
"GWR",50,2016-09-23 11:15:00,3.3,0,0
"GWR",50,2016-10-03 05:00:00,3.3,0,0
"SHR",50,2013-08-30 08:00:00,6.5,0,0
"SHR",50,2014-05-02 11:00:00,8,0,0
"SHR",50,2014-05-08 10:30:00,9.5,0,0
"SHR",50,2014-05-30 07:00:00,9.5,0,0
"SHR",50,2014-06-12 11:00:00,8.5,0,0
"SHR",50,2014-06-26 08:15:00,8.2,0,0
"SHR",50,2014-07-10 08:00:00,9,0,0
"SHR",50,2014-07-24 08:45:00,11.5,0,0
"SHR",50,2014-08-07 06:00:00,10.3,0,0
"SHR",50,2014-09-05 09:30:00,9.5,0,0
"SHR",50,2014-10-03 09:30:00,8,0,0
"SHR",50,2014-10-24 12:00:00,6.2,1,0
"SHR",50,2015-05-08 08:00:00,7.25,0,0
"SHR",50,2015-05-22 08:00:00,5.2,0,0
"SHR",50,2015-05-29 08:00:00,4.8,0,0
"SHR",50,2015-06-12 08:00:00,5.2,0,0
"SHR",50,2015-06-26 08:00:00,6,0,0
"SHR",50,2015-07-10 08:00:00,10.1,0,0
"SHR",50,2015-07-24 08:00:00,13.5,0,0
"SHR",50,2015-08-07 08:00:00,11.5,0,0
"SHR",50,2015-08-26 08:00:00,11.3,0,0
"SHR",50,2015-09-09 08:00:00,8.5,0,0
"SHR",50,2015-10-28 08:00:00,12.4,0,0
"SHR",50,2016-06-29 09:00:00,10.8,0,0
"SHR",50,2016-07-29 09:00:00,11.1,0,0
"SHR",50,2016-08-17 08:00:00,11.3,0,0
