DateTime,wind_factor,sw_factor,lw_factor,coef_mix_conv,coef_wind_stir,coef_mix_shear,coef_mix_turb,coef_mix_KH,coef_mix_hyp,ce,ch,cd,sed_temp_mean,sed_temp_mean.1,sed_temp_amplitude,sed_temp_amplitude.1,sed_temp_peak_doy,sed_temp_peak_doy.1,RMSE
2021-01-31 16:14:43,1.11919817924289,0.885638895434475,0.823055264224722,0.140940100382269,0.409085067113865,0.147664068386095,0.681226124527315,0.501532128008166,0.509235740315008,0.000628712978076518,0.00184307202167774,0.0014123560496672,8.27959393204137,17.2651838905467,2,5.81063025353643,272.526560979095,264.656201841669,1.5533
